,mean_weight
0,0.04861926
1,0.048839923
2,0.04896659
3,0.048661496
4,0.048685778
5,0.049338333
6,0.051979054
7,0.05088938
8,0.050402187
9,0.050026257
10,0.049706873
11,0.04914631
12,0.049056336
13,0.0486274
14,0.051737092
15,0.0508044
16,0.05239383
17,0.04982943
18,0.050813854
19,0.051476285
