,mean_weight
0,0.08985866
1,0.07053657
2,0.061380133
3,0.019831266
4,0.0402673
5,0.08449204
6,0.09272727
7,0.048853815
8,0.05740682
9,0.09623143
10,0.015953932
11,0.015342307
12,0.014497037
13,0.04721014
14,0.019132184
15,0.057469036
16,0.053623665
17,0.033386584
18,0.027138045
19,0.05466169
