number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.38195746554130755,2026-02-03 19:22:09.347605,2026-02-03 19:22:43.757781,0 days 00:00:34.410176,attention,1,0.24734565089177418,128,0.0001613190261233838,0.002535033045413196,"{'val_rmse_mean': 0.9042980074882507, 'val_mae_mean': 0.8043835163116455, 'val_r2_mean': -5.812060832977295, 'val_rmse_target_0': 0.9042980074882507, 'val_mae_target_0': 0.8043835163116455, 'val_r2_target_0': -5.812060832977295}",COMPLETE
1,0.3060583699563587,2026-02-03 19:22:43.939508,2026-02-03 19:23:14.838247,0 days 00:00:30.898739,mean,2,0.20178556341260395,128,0.0006041599905334964,0.00883823611371992,"{'val_rmse_mean': 0.8000725507736206, 'val_mae_mean': 0.6936837434768677, 'val_r2_mean': -0.4542109966278076, 'val_rmse_target_0': 0.8000725507736206, 'val_mae_target_0': 0.6936837434768677, 'val_r2_target_0': -0.4542109966278076}",COMPLETE
2,0.3123206738986213,2026-02-03 19:23:15.020646,2026-02-03 19:23:45.678244,0 days 00:00:30.657598,mean,1,0.1813952663629193,128,0.0007753934027572402,0.003520644391655809,"{'val_rmse_mean': 0.808414101600647, 'val_mae_mean': 0.712719202041626, 'val_r2_mean': -0.5159125328063965, 'val_rmse_target_0': 0.808414101600647, 'val_mae_target_0': 0.712719202041626, 'val_r2_target_0': -0.5159125328063965}",COMPLETE
3,0.24985136208986794,2026-02-03 19:23:45.859040,2026-02-03 19:24:21.392346,0 days 00:00:35.533306,attention,3,0.42869863151167903,128,0.00026548327798920203,2.4017380971313972e-05,"{'val_rmse_mean': 0.7306064367294312, 'val_mae_mean': 0.5938772559165955, 'val_r2_mean': -0.45353901386260986, 'val_rmse_target_0': 0.7306064367294312, 'val_mae_target_0': 0.5938772559165955, 'val_r2_target_0': -0.45353901386260986}",COMPLETE
4,0.34845114145772876,2026-02-03 19:24:21.573379,2026-02-03 19:24:54.826122,0 days 00:00:33.252743,attention,1,0.10754701771627845,128,0.0048854532247186375,3.994522193157151e-05,"{'val_rmse_mean': 0.8649765849113464, 'val_mae_mean': 0.751434326171875, 'val_r2_mean': -1.3319709300994873, 'val_rmse_target_0': 0.8649765849113464, 'val_mae_target_0': 0.751434326171875, 'val_r2_target_0': -1.3319709300994873}",COMPLETE
5,0.31867456160209795,2026-02-03 19:24:55.007605,2026-02-03 19:25:28.702352,0 days 00:00:33.694747,attention,2,0.33632475010889434,128,0.0023739140724742657,0.0009530718311062849,"{'val_rmse_mean': 0.8240638375282288, 'val_mae_mean': 0.7088953852653503, 'val_r2_mean': -0.6424667835235596, 'val_rmse_target_0': 0.8240638375282288, 'val_mae_target_0': 0.7088953852653503, 'val_r2_target_0': -0.6424667835235596}",COMPLETE
6,0.34435006555307796,2026-02-03 19:25:28.883526,2026-02-03 19:25:59.524153,0 days 00:00:30.640627,mean,1,0.3119868295222748,32,0.0005978464666038099,4.262888147023222e-05,"{'val_rmse_mean': 0.8549028635025024, 'val_mae_mean': 0.7694723606109619, 'val_r2_mean': -1.751938819885254, 'val_rmse_target_0': 0.8549028635025024, 'val_mae_target_0': 0.7694723606109619, 'val_r2_target_0': -1.751938819885254}",COMPLETE
7,0.3417316704850506,2026-02-03 19:25:59.706727,2026-02-03 19:26:32.544491,0 days 00:00:32.837764,mean,3,0.08303904890665681,64,0.0007260454571231768,0.0007822697716755856,"{'val_rmse_mean': 0.8501467108726501, 'val_mae_mean': 0.7495361566543579, 'val_r2_mean': -0.5180189609527588, 'val_rmse_target_0': 0.8501467108726501, 'val_mae_target_0': 0.7495361566543579, 'val_r2_target_0': -0.5180189609527588}",COMPLETE
8,0.3741742471853892,2026-02-03 19:26:32.725499,2026-02-03 19:27:06.594084,0 days 00:00:33.868585,mean,3,0.09317055202690827,32,0.00045038779070691136,0.0011996741811209075,"{'val_rmse_mean': 0.9034339189529419, 'val_mae_mean': 0.7964960932731628, 'val_r2_mean': -1.2388050556182861, 'val_rmse_target_0': 0.9034339189529419, 'val_mae_target_0': 0.7964960932731628, 'val_r2_target_0': -1.2388050556182861}",COMPLETE
9,0.3284738368044297,2026-02-03 19:27:06.775849,2026-02-03 19:27:40.041810,0 days 00:00:33.265961,mean,3,0.47139582571273114,128,0.002720097592082823,1.65207936549073e-05,"{'val_rmse_mean': 0.8250364065170288, 'val_mae_mean': 0.7340868711471558, 'val_r2_mean': -0.6738882064819336, 'val_rmse_target_0': 0.8250364065170288, 'val_mae_target_0': 0.7340868711471558, 'val_r2_target_0': -0.6738882064819336}",COMPLETE
