number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.40205228341208704,2026-02-05 05:31:06.602394,2026-02-05 05:31:43.429885,0 days 00:00:36.827491,attention,0.00015274841274808102,0.0023383023892250662,"{'val_rmse_mean': 0.9488279819488525, 'val_mae_mean': 0.7722559571266174, 'val_r2_mean': -9.40761947631836, 'val_rmse_target_0': 0.9488279819488525, 'val_mae_target_0': 0.7722559571266174, 'val_r2_target_0': -9.40761947631836}",COMPLETE
1,0.3252987811272895,2026-02-05 05:31:43.709636,2026-02-05 05:32:16.585183,0 days 00:00:32.875547,mean,0.0024609749262637414,0.0008761326358613172,"{'val_rmse_mean': 0.8320044279098511, 'val_mae_mean': 0.7095835208892822, 'val_r2_mean': -0.11444604396820068, 'val_rmse_target_0': 0.8320044279098511, 'val_mae_target_0': 0.7095835208892822, 'val_r2_target_0': -0.11444604396820068}",COMPLETE
2,0.4039573015087778,2026-02-05 05:32:16.864064,2026-02-05 05:32:52.065534,0 days 00:00:35.201470,attention,0.0001552885436047406,4.3337210560819745e-05,"{'val_rmse_mean': 0.9545393586158752, 'val_mae_mean': 0.7939911484718323, 'val_r2_mean': -17.11333465576172, 'val_rmse_target_0': 0.9545393586158752, 'val_mae_target_0': 0.7939911484718323, 'val_r2_target_0': -17.11333465576172}",COMPLETE
3,0.2929090199134037,2026-02-05 05:32:52.345765,2026-02-05 05:33:24.640422,0 days 00:00:32.294657,mean,0.0020158083771410614,0.0006009718363146481,"{'val_rmse_mean': 0.7858373522758484, 'val_mae_mean': 0.6706142425537109, 'val_r2_mean': -0.0758826732635498, 'val_rmse_target_0': 0.7858373522758484, 'val_mae_target_0': 0.6706142425537109, 'val_r2_target_0': -0.0758826732635498}",COMPLETE
4,0.3246980693053316,2026-02-05 05:33:24.918757,2026-02-05 05:34:00.216682,0 days 00:00:35.297925,attention,0.000573724893035091,1.1989826772094804e-06,"{'val_rmse_mean': 0.8470339179039001, 'val_mae_mean': 0.6760711669921875, 'val_r2_mean': -1.7551488876342773, 'val_rmse_target_0': 0.8470339179039001, 'val_mae_target_0': 0.6760711669921875, 'val_r2_target_0': -1.7551488876342773}",COMPLETE
5,0.28911723456931887,2026-02-05 05:34:00.495440,2026-02-05 05:34:34.797330,0 days 00:00:34.301890,mean,0.0011037405928905886,2.7117261221894308e-06,"{'val_rmse_mean': 0.7819666266441345, 'val_mae_mean': 0.6443371772766113, 'val_r2_mean': -0.38950228691101074, 'val_rmse_target_0': 0.7819666266441345, 'val_mae_target_0': 0.6443371772766113, 'val_r2_target_0': -0.38950228691101074}",COMPLETE
6,0.3329674955686507,2026-02-05 05:34:35.076683,2026-02-05 05:35:12.644419,0 days 00:00:37.567736,attention,0.003509337645013367,1.5997840703562812e-05,"{'val_rmse_mean': 0.8671604990959167, 'val_mae_mean': 0.652985692024231, 'val_r2_mean': -0.5010513067245483, 'val_rmse_target_0': 0.8671604990959167, 'val_mae_target_0': 0.652985692024231, 'val_r2_target_0': -0.5010513067245483}",COMPLETE
7,0.416037834663358,2026-02-05 05:35:12.922679,2026-02-05 05:35:49.859586,0 days 00:00:36.936907,attention,0.006643270898282283,0.00016217626290095132,"{'val_rmse_mean': 0.9741300344467163, 'val_mae_mean': 0.8116788268089294, 'val_r2_mean': -0.3844435214996338, 'val_rmse_target_0': 0.9741300344467163, 'val_mae_target_0': 0.8116788268089294, 'val_r2_target_0': -0.3844435214996338}",COMPLETE
8,0.36655255038877604,2026-02-05 05:35:50.138309,2026-02-05 05:36:24.396170,0 days 00:00:34.257861,mean,0.005783460185379448,6.649462624557054e-05,"{'val_rmse_mean': 0.8949712514877319, 'val_mae_mean': 0.7624140381813049, 'val_r2_mean': 0.08506709337234497, 'val_rmse_target_0': 0.8949712514877319, 'val_mae_target_0': 0.7624140381813049, 'val_r2_target_0': 0.08506709337234497}",COMPLETE
9,0.32248755696626313,2026-02-05 05:36:24.674717,2026-02-05 05:36:59.035148,0 days 00:00:34.360431,mean,0.005371090111335229,2.8867979751845527e-05,"{'val_rmse_mean': 0.8321369886398315, 'val_mae_mean': 0.701135516166687, 'val_r2_mean': 0.13642078638076782, 'val_rmse_target_0': 0.8321369886398315, 'val_mae_target_0': 0.701135516166687, 'val_r2_target_0': 0.13642078638076782}",COMPLETE
