number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.4239640543645449,2026-02-05 02:37:18.186266,2026-02-05 02:38:03.407901,0 days 00:00:45.221635,16,0.3892741232545903,6.246234812455037e-05,2,mean,16,32,16,0.00816023508991058,"{'val_rmse_mean': 0.9939382672309875, 'val_mae_mean': 0.7933908104896545, 'val_r2_mean': -98.34400939941406, 'val_rmse_target_0': 0.9939382672309875, 'val_mae_target_0': 0.7933908104896545, 'val_r2_target_0': -98.34400939941406}",COMPLETE
1,0.38086605108239585,2026-02-05 02:38:03.679932,2026-02-05 02:38:46.299435,0 days 00:00:42.619503,16,0.37113254817410246,0.00020761860704660338,2,mean,8,256,16,0.0058680651809644045,"{'val_rmse_mean': 0.9378160834312439, 'val_mae_mean': 0.7417373061180115, 'val_r2_mean': -3.5218729972839355, 'val_rmse_target_0': 0.9378160834312439, 'val_mae_target_0': 0.7417373061180115, 'val_r2_target_0': -3.5218729972839355}",COMPLETE
2,0.40013914239265164,2026-02-05 02:38:46.571095,2026-02-05 02:39:28.276209,0 days 00:00:41.705114,16,0.37945766235208594,0.00011343503514021824,2,mean,4,64,16,0.0022302669722941634,"{'val_rmse_mean': 0.9587756991386414, 'val_mae_mean': 0.7664045691490173, 'val_r2_mean': -27.7979793548584, 'val_rmse_target_0': 0.9587756991386414, 'val_mae_target_0': 0.7664045691490173, 'val_r2_target_0': -27.7979793548584}",COMPLETE
3,0.4016395220205595,2026-02-05 02:39:28.547651,2026-02-05 02:40:14.562450,0 days 00:00:46.014799,16,0.40318550179010965,0.00011681441909451496,2,mean,4,64,16,0.009396096014409905,"{'val_rmse_mean': 0.9768685102462769, 'val_mae_mean': 0.7531667351722717, 'val_r2_mean': -19.11394500732422, 'val_rmse_target_0': 0.9768685102462769, 'val_mae_target_0': 0.7531667351722717, 'val_r2_target_0': -19.11394500732422}",COMPLETE
4,0.44770873475311046,2026-02-05 02:40:14.833681,2026-02-05 02:41:01.552345,0 days 00:00:46.718664,16,0.43477421891656076,0.00014416243581731925,2,mean,4,32,16,0.003920486033656856,"{'val_rmse_mean': 1.0179916620254517, 'val_mae_mean': 0.8088363409042358, 'val_r2_mean': -21.90060043334961, 'val_rmse_target_0': 1.0179916620254517, 'val_mae_target_0': 0.8088363409042358, 'val_r2_target_0': -21.90060043334961}",COMPLETE
5,0.3475275737268088,2026-02-05 02:41:01.821887,2026-02-05 02:41:47.067985,0 days 00:00:45.246098,16,0.30491809970372175,0.00038847056534173954,2,mean,16,32,16,0.007521993747646909,"{'val_rmse_mean': 0.8825240135192871, 'val_mae_mean': 0.6810376644134521, 'val_r2_mean': -3.5946836471557617, 'val_rmse_target_0': 0.8825240135192871, 'val_mae_target_0': 0.6810376644134521, 'val_r2_target_0': -3.5946836471557617}",COMPLETE
6,0.37398831968419943,2026-02-05 02:41:47.339231,2026-02-05 02:42:31.458670,0 days 00:00:44.119439,16,0.2002561707913622,7.909121829599447e-05,2,mean,16,64,16,0.0055538431967312694,"{'val_rmse_mean': 0.9267939329147339, 'val_mae_mean': 0.7293872237205505, 'val_r2_mean': -22.593170166015625, 'val_rmse_target_0': 0.9267939329147339, 'val_mae_target_0': 0.7293872237205505, 'val_r2_target_0': -22.593170166015625}",COMPLETE
7,0.39955204633211167,2026-02-05 02:42:31.730168,2026-02-05 02:43:17.779155,0 days 00:00:46.048987,16,0.3802180628478945,0.00021888665458876454,2,mean,4,32,16,0.006882178909181764,"{'val_rmse_mean': 0.969369113445282, 'val_mae_mean': 0.7534182667732239, 'val_r2_mean': -27.11299705505371, 'val_rmse_target_0': 0.969369113445282, 'val_mae_target_0': 0.7534182667732239, 'val_r2_target_0': -27.11299705505371}",COMPLETE
8,0.3702675349351786,2026-02-05 02:43:18.050148,2026-02-05 02:44:04.253766,0 days 00:00:46.203618,16,0.2435147491557294,0.0001860115819394421,2,mean,8,256,16,0.001914912091208865,"{'val_rmse_mean': 0.9239300489425659, 'val_mae_mean': 0.7175301313400269, 'val_r2_mean': -3.531782627105713, 'val_rmse_target_0': 0.9239300489425659, 'val_mae_target_0': 0.7175301313400269, 'val_r2_target_0': -3.531782627105713}",COMPLETE
9,0.3951576979527292,2026-02-05 02:44:04.526038,2026-02-05 02:44:51.761912,0 days 00:00:47.235874,16,0.3290767769594033,0.00017734321193167596,2,mean,16,32,16,0.0010981438691521157,"{'val_rmse_mean': 0.9574828147888184, 'val_mae_mean': 0.7643460631370544, 'val_r2_mean': -37.68498992919922, 'val_rmse_target_0': 0.9574828147888184, 'val_mae_target_0': 0.7643460631370544, 'val_r2_target_0': -37.68498992919922}",COMPLETE
