,mean_weight
0,0.049013406
1,0.048867006
2,0.049047384
3,0.04996729
4,0.048988808
5,0.05200256
6,0.052082974
7,0.051907208
8,0.051405974
9,0.049806725
10,0.04802912
11,0.048180744
12,0.048981506
13,0.049389224
14,0.050079577
15,0.05081257
16,0.048873752
17,0.04958167
18,0.05088218
19,0.052100338
