number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_lstm,params_dropout_path,params_dropout_reg,params_lr,params_lstm_hidden_dim,params_lstm_layers,params_path_aggregation,params_path_dim,params_regressor_dim,params_weight_decay,user_attrs_val_metrics,state
0,0.28922896388355557,2026-02-02 22:29:22.145180,2026-02-02 22:30:10.192115,0 days 00:00:48.046935,16,False,0.12669544754209422,0.2817318926431759,0.33117213241098054,0.00020310975049093444,32,2,static,16,256,6.04426089126198e-05,"{'val_rmse_mean': 0.7865127325057983, 'val_mae_mean': 0.6462763547897339, 'val_r2_mean': -0.7210348844528198, 'val_rmse_target_0': 0.7865127325057983, 'val_mae_target_0': 0.6462763547897339, 'val_r2_target_0': -0.7210348844528198}",COMPLETE
1,0.27198714645810135,2026-02-02 22:30:10.303063,2026-02-02 22:30:55.790059,0 days 00:00:45.486996,16,False,0.10274053697037151,0.20552976116096888,0.35969514494638366,0.000432501449808779,16,2,static,8,128,1.4224933918146027e-05,"{'val_rmse_mean': 0.7674773335456848, 'val_mae_mean': 0.6201119422912598, 'val_r2_mean': -0.4243992567062378, 'val_rmse_target_0': 0.7674773335456848, 'val_mae_target_0': 0.6201119422912598, 'val_r2_target_0': -0.4243992567062378}",COMPLETE
2,0.4052389931737842,2026-02-02 22:30:55.900907,2026-02-02 22:31:40.690587,0 days 00:00:44.789680,16,False,0.16572528550826476,0.36196193383866154,0.28889733871778966,0.000135617674114769,16,2,static,16,128,0.00011586853677362156,"{'val_rmse_mean': 0.9528424143791199, 'val_mae_mean': 0.7825493216514587, 'val_r2_mean': -15.06417465209961, 'val_rmse_target_0': 0.9528424143791199, 'val_mae_target_0': 0.7825493216514587, 'val_r2_target_0': -15.06417465209961}",COMPLETE
3,0.25234021866883805,2026-02-02 22:31:40.802057,2026-02-02 22:32:27.780420,0 days 00:00:46.978363,16,False,0.10744048264492781,0.26949681142788356,0.343515160998259,0.00045569893241093594,32,2,static,16,128,0.00013997223220162637,"{'val_rmse_mean': 0.7392421960830688, 'val_mae_mean': 0.5999206304550171, 'val_r2_mean': -0.07584679126739502, 'val_rmse_target_0': 0.7392421960830688, 'val_mae_target_0': 0.5999206304550171, 'val_r2_target_0': -0.07584679126739502}",COMPLETE
4,0.37995967090992727,2026-02-02 22:32:27.891797,2026-02-02 22:33:14.859990,0 days 00:00:46.968193,16,False,0.13438197294565496,0.39872565183150743,0.3016644995977336,0.00016292694005925953,16,2,static,8,256,0.0003172818681792047,"{'val_rmse_mean': 0.9022691249847412, 'val_mae_mean': 0.7655301094055176, 'val_r2_mean': -3.9471044540405273, 'val_rmse_target_0': 0.9022691249847412, 'val_mae_target_0': 0.7655301094055176, 'val_r2_target_0': -3.9471044540405273}",COMPLETE
5,0.42063844654142113,2026-02-02 22:33:14.971843,2026-02-02 22:34:00.497141,0 days 00:00:45.525298,16,False,0.2673022552706408,0.2593769539022954,0.2447694721581033,6.909103514701374e-05,32,2,static,16,512,0.004763312827062347,"{'val_rmse_mean': 0.965916097164154, 'val_mae_mean': 0.8129991888999939, 'val_r2_mean': -9.922228813171387, 'val_rmse_target_0': 0.965916097164154, 'val_mae_target_0': 0.8129991888999939, 'val_r2_target_0': -9.922228813171387}",COMPLETE
6,0.3798397957838865,2026-02-02 22:34:00.608698,2026-02-02 22:34:47.460431,0 days 00:00:46.851733,16,False,0.15855778935776688,0.27197146075252365,0.3856993198394847,0.0001503513367541725,8,2,static,8,256,0.0019949087116092295,"{'val_rmse_mean': 0.9087828397750854, 'val_mae_mean': 0.7721124291419983, 'val_r2_mean': -5.648710250854492, 'val_rmse_target_0': 0.9087828397750854, 'val_mae_target_0': 0.7721124291419983, 'val_r2_target_0': -5.648710250854492}",COMPLETE
7,0.41974843933281525,2026-02-02 22:34:47.571957,2026-02-02 22:35:33.694974,0 days 00:00:46.123017,16,False,0.288320305973248,0.3637757161330456,0.3885547914673336,5.550037398810139e-05,16,2,static,16,256,0.00011384543825142716,"{'val_rmse_mean': 0.9752624034881592, 'val_mae_mean': 0.8023434281349182, 'val_r2_mean': -39.456260681152344, 'val_rmse_target_0': 0.9752624034881592, 'val_mae_target_0': 0.8023434281349182, 'val_r2_target_0': -39.456260681152344}",COMPLETE
8,0.4041268668085683,2026-02-02 22:35:33.808217,2026-02-02 22:36:20.110808,0 days 00:00:46.302591,16,False,0.29176484853304147,0.3038318722731377,0.20461973641752865,6.517531340349849e-05,16,2,static,16,256,2.1524134234133333e-05,"{'val_rmse_mean': 0.9521712064743042, 'val_mae_mean': 0.7907776832580566, 'val_r2_mean': -22.469104766845703, 'val_rmse_target_0': 0.9521712064743042, 'val_mae_target_0': 0.7907776832580566, 'val_r2_target_0': -22.469104766845703}",COMPLETE
9,0.34615317952853664,2026-02-02 22:36:20.221731,2026-02-02 22:37:06.713275,0 days 00:00:46.491544,16,False,0.12187070829581703,0.3659480672675201,0.39194734769038014,0.00023037674691555354,8,2,static,8,256,0.004790017450753501,"{'val_rmse_mean': 0.863649845123291, 'val_mae_mean': 0.7416569590568542, 'val_r2_mean': -1.755889654159546, 'val_rmse_target_0': 0.863649845123291, 'val_mae_target_0': 0.7416569590568542, 'val_r2_target_0': -1.755889654159546}",COMPLETE
