,mean_weight
0,0.05377301
1,0.050804045
2,0.052189633
3,0.050818764
4,0.050999947
5,0.05108482
6,0.050854627
7,0.054434538
8,0.050834827
9,0.0488998
10,0.05230165
11,0.04725198
12,0.04972847
13,0.048316304
14,0.046127036
15,0.047542516
16,0.049033754
17,0.047411434
18,0.04849567
19,0.04909721
