,mean_weight
0,0.024509726
1,0.047835056
2,0.055551913
3,0.016518475
4,0.09239464
5,0.08621975
6,0.063336894
7,0.08120884
8,0.047656927
9,0.04659551
10,0.014320594
11,0.029780958
12,0.014187813
13,0.014195312
14,0.016449414
15,0.09442937
16,0.06800336
17,0.05767513
18,0.0681446
19,0.060985707
