train_loss,val_loss,epoch
0.4331992438861302,0.5023179054260254,1
0.3958675265312195,0.41015106439590454,2
0.3610848443848746,0.3223935067653656,3
0.33422772373471943,0.2545659840106964,4
0.3098062702587673,0.19939707219600677,5
0.28775699010917116,0.1491699367761612,6
0.26488712642874035,0.11430630832910538,7
0.2529472304241998,0.0883643850684166,8
0.23933689721993037,0.06791088730096817,9
0.23135492205619812,0.05960356071591377,10
0.21729145305497305,0.0483417771756649,11
0.20981429943016597,0.04093838110566139,12
0.20142330442156112,0.03724634274840355,13
0.1956708644117628,0.03451763093471527,14
0.18664490857294627,0.031822238117456436,15
0.18507638360772813,0.02823966182768345,16
0.1758506212915693,0.02433328703045845,17
0.17182298856122152,0.024123696610331535,18
0.16897575557231903,0.02241530269384384,19
0.1594099998474121,0.02019655331969261,20
0.15642819447176798,0.018848124891519547,21
0.15349010271685465,0.01721375435590744,22
0.15069668633597239,0.016557712107896805,23
0.14784165152481624,0.016126548871397972,24
0.14472391775676183,0.016594262793660164,25
0.13984798107828414,0.01547164935618639,26
0.13911835317100799,0.014370327815413475,27
0.13564808347395488,0.013608156703412533,28
0.133664964565209,0.013664096593856812,29
0.13228548850331986,0.01271119061857462,30
0.1334226823278836,0.011641440913081169,31
0.12826612378869737,0.011333316564559937,32
0.1263378347669329,0.010724453255534172,33
0.12433698347636632,0.010473132133483887,34
0.1245525096143995,0.010274654254317284,35
0.1233217865228653,0.009879348799586296,36
0.12180764440979276,0.009688307531177998,37
0.12248036158936364,0.009403416886925697,38
0.12106593485389437,0.009392409585416317,39
0.12057587397950036,0.009312626905739307,40
0.1232837683388165,0.009078429080545902,41
0.117667234901871,0.00905117392539978,42
0.11854573977845055,0.008956369012594223,43
0.12134347377078873,0.008856358006596565,44
0.12016878489937101,0.0088352607563138,45
0.1208886472242219,0.008805929683148861,46
0.11867122032812663,0.008790243417024612,47
0.12338486846004214,0.008776955306529999,48
0.11893197361912046,0.008766628801822662,49
0.11925604939460754,0.00876681786030531,50
