,mean_weight
0,0.04049327
1,0.02252851
2,0.023086349
3,0.020206243
4,0.033438504
5,0.062187813
6,0.079462245
7,0.0428617
8,0.05243948
9,0.05201374
10,0.017143074
11,0.026056452
12,0.03080676
13,0.024248466
14,0.07839188
15,0.09780049
16,0.08358771
17,0.09676964
18,0.05735637
19,0.05912126
