number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.32825334983688126,2026-02-03 09:57:28.810630,2026-02-03 09:57:57.915944,0 days 00:00:29.105314,mean,2,0.3744504810632331,32,0.0030414538889915682,2.280892074826852e-05,"{'val_rmse_mean': 0.8287844061851501, 'val_mae_mean': 0.7017555236816406, 'val_r2_mean': -0.41323208808898926, 'val_rmse_target_0': 0.8287844061851501, 'val_mae_target_0': 0.7017555236816406, 'val_r2_target_0': -0.41323208808898926}",COMPLETE
1,0.33015983936342375,2026-02-03 09:57:58.067146,2026-02-03 09:58:25.991466,0 days 00:00:27.924320,mean,1,0.3821218115599869,64,0.001886554147623593,0.0001134037307815232,"{'val_rmse_mean': 0.8421312570571899, 'val_mae_mean': 0.6985558271408081, 'val_r2_mean': -0.46834278106689453, 'val_rmse_target_0': 0.8421312570571899, 'val_mae_target_0': 0.6985558271408081, 'val_r2_target_0': -0.46834278106689453}",COMPLETE
2,0.29061706808952675,2026-02-03 09:58:26.143546,2026-02-03 09:58:56.108488,0 days 00:00:29.964942,attention,1,0.26890218023517226,32,0.0008381903536858307,8.169135613055083e-05,"{'val_rmse_mean': 0.7836945652961731, 'val_mae_mean': 0.6410515904426575, 'val_r2_mean': -0.11201608180999756, 'val_rmse_target_0': 0.7836945652961731, 'val_mae_target_0': 0.6410515904426575, 'val_r2_target_0': -0.11201608180999756}",COMPLETE
3,0.3567331778316724,2026-02-03 09:58:56.260474,2026-02-03 09:59:27.803590,0 days 00:00:31.543116,attention,2,0.21484140156933856,128,0.00012847999946105225,1.9163796550488654e-05,"{'val_rmse_mean': 0.8834412097930908, 'val_mae_mean': 0.7237585783004761, 'val_r2_mean': -1.562513828277588, 'val_rmse_target_0': 0.8834412097930908, 'val_mae_target_0': 0.7237585783004761, 'val_r2_target_0': -1.562513828277588}",COMPLETE
4,0.2961000963987317,2026-02-03 09:59:27.955266,2026-02-03 09:59:58.171785,0 days 00:00:30.216519,mean,2,0.01546385046968568,128,0.00015515023740179218,0.0013295361133353416,"{'val_rmse_mean': 0.7897250652313232, 'val_mae_mean': 0.6453090906143188, 'val_r2_mean': -0.6038411855697632, 'val_rmse_target_0': 0.7897250652313232, 'val_mae_target_0': 0.6453090906143188, 'val_r2_target_0': -0.6038411855697632}",COMPLETE
5,0.327787001561201,2026-02-03 09:59:58.324726,2026-02-03 10:00:29.210848,0 days 00:00:30.886122,attention,1,0.30248983824550024,64,0.00012156766998028754,1.3094427683036162e-05,"{'val_rmse_mean': 0.8332002758979797, 'val_mae_mean': 0.692974865436554, 'val_r2_mean': -3.5206751823425293, 'val_rmse_target_0': 0.8332002758979797, 'val_mae_target_0': 0.692974865436554, 'val_r2_target_0': -3.5206751823425293}",COMPLETE
6,0.357217121230473,2026-02-03 10:00:29.363306,2026-02-03 10:01:01.474799,0 days 00:00:32.111493,mean,3,0.044248287797939434,64,0.0009447241019465135,1.8330723244135655e-05,"{'val_rmse_mean': 0.8801718354225159, 'val_mae_mean': 0.732966959476471, 'val_r2_mean': -0.4381204843521118, 'val_rmse_target_0': 0.8801718354225159, 'val_mae_target_0': 0.732966959476471, 'val_r2_target_0': -0.4381204843521118}",COMPLETE
7,0.33316242537909635,2026-02-03 10:01:01.628108,2026-02-03 10:01:28.415489,0 days 00:00:26.787381,mean,1,0.44674681089908413,128,0.000608462639126525,0.0013000293264718785,"{'val_rmse_mean': 0.8488388061523438, 'val_mae_mean': 0.709801435470581, 'val_r2_mean': -0.55128014087677, 'val_rmse_target_0': 0.8488388061523438, 'val_mae_target_0': 0.709801435470581, 'val_r2_target_0': -0.55128014087677}",COMPLETE
8,0.30232912556837416,2026-02-03 10:01:28.567452,2026-02-03 10:01:58.732700,0 days 00:00:30.165248,attention,1,0.415002463210422,32,0.0018467646295881,0.000327907244587132,"{'val_rmse_mean': 0.8158074617385864, 'val_mae_mean': 0.6586498618125916, 'val_r2_mean': -0.5405038595199585, 'val_rmse_target_0': 0.8158074617385864, 'val_mae_target_0': 0.6586498618125916, 'val_r2_target_0': -0.5405038595199585}",COMPLETE
9,0.3957216555416515,2026-02-03 10:01:58.885709,2026-02-03 10:02:30.392698,0 days 00:00:31.506989,attention,2,0.0605784155395615,32,0.0012218306868540985,0.00397917605348969,"{'val_rmse_mean': 0.9570290446281433, 'val_mae_mean': 0.755827009677887, 'val_r2_mean': -0.4922875165939331, 'val_rmse_target_0': 0.9570290446281433, 'val_mae_target_0': 0.755827009677887, 'val_r2_target_0': -0.4922875165939331}",COMPLETE
