number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_lstm,params_dropout_path,params_dropout_reg,params_lr,params_lstm_hidden_dim,params_lstm_layers,params_path_aggregation,params_path_dim,params_regressor_dim,params_weight_decay,user_attrs_val_metrics,state
0,0.3657151292319651,2026-01-31 03:41:33.153628,2026-01-31 03:42:33.214907,0 days 00:01:00.061279,16,False,0.27810595409915784,0.2707148425548003,0.21133873328984087,0.00036756518500087815,32,2,static,16,128,2.158945894146088e-05,"{'val_rmse_mean': 0.9588769674301147, 'val_mae_mean': 0.7113669514656067, 'val_r2_mean': -7.0883588790893555, 'val_rmse_target_0': 1.0139927864074707, 'val_mae_target_0': 0.658959686756134, 'val_r2_target_0': -6.8361430168151855, 'val_rmse_target_1': 0.9543398022651672, 'val_mae_target_1': 0.711259126663208, 'val_r2_target_1': -4.551970481872559, 'val_rmse_target_2': 0.7833831310272217, 'val_mae_target_2': 0.6545829176902771, 'val_r2_target_2': -0.47371578216552734, 'val_rmse_target_3': 1.0837923288345337, 'val_mae_target_3': 0.8206660151481628, 'val_r2_target_3': -16.49160385131836}",COMPLETE
1,0.356888621079701,2026-01-31 03:42:33.341982,2026-01-31 03:43:26.971138,0 days 00:00:53.629156,16,False,0.250094376152345,0.2202208966321098,0.3062565330442871,0.00017801102078146048,16,2,static,8,128,0.003926394399036322,"{'val_rmse_mean': 0.9612051248550415, 'val_mae_mean': 0.6960275173187256, 'val_r2_mean': -25.71739959716797, 'val_rmse_target_0': 1.0214442014694214, 'val_mae_target_0': 0.6526699066162109, 'val_r2_target_0': -29.291162490844727, 'val_rmse_target_1': 0.9744157791137695, 'val_mae_target_1': 0.6808487772941589, 'val_r2_target_1': -18.060897827148438, 'val_rmse_target_2': 0.7958987951278687, 'val_mae_target_2': 0.6969032287597656, 'val_r2_target_2': -3.7517857551574707, 'val_rmse_target_3': 1.0530617237091064, 'val_mae_target_3': 0.7536879777908325, 'val_r2_target_3': -51.7657470703125}",COMPLETE
2,0.37173927837499865,2026-01-31 03:43:27.098423,2026-01-31 03:44:21.663278,0 days 00:00:54.564855,16,False,0.28704451324693836,0.35600416607081253,0.3569419974451776,7.468234552530759e-05,16,2,static,8,128,3.82801477480245e-05,"{'val_rmse_mean': 0.9818509221076965, 'val_mae_mean': 0.7114512920379639, 'val_r2_mean': -98.56683349609375, 'val_rmse_target_0': 1.0267748832702637, 'val_mae_target_0': 0.662392795085907, 'val_r2_target_0': -131.71510314941406, 'val_rmse_target_1': 0.9751638770103455, 'val_mae_target_1': 0.7140324711799622, 'val_r2_target_1': -46.570682525634766, 'val_rmse_target_2': 0.9081535339355469, 'val_mae_target_2': 0.7639100551605225, 'val_r2_target_2': -23.742687225341797, 'val_rmse_target_3': 1.0173113346099854, 'val_mae_target_3': 0.7054697871208191, 'val_r2_target_3': -192.23886108398438}",COMPLETE
3,0.3592214770615101,2026-01-31 03:44:21.789066,2026-01-31 03:45:19.450620,0 days 00:00:57.661554,16,False,0.25380539471724517,0.2855546097168814,0.383854470283751,8.15776111543668e-05,32,2,static,16,512,0.00398979199822965,"{'val_rmse_mean': 0.965752363204956, 'val_mae_mean': 0.6978557109832764, 'val_r2_mean': -31.240808486938477, 'val_rmse_target_0': 1.0404912233352661, 'val_mae_target_0': 0.6644290685653687, 'val_r2_target_0': -55.342044830322266, 'val_rmse_target_1': 0.9782826900482178, 'val_mae_target_1': 0.6731201410293579, 'val_r2_target_1': -17.96710968017578, 'val_rmse_target_2': 0.7881610989570618, 'val_mae_target_2': 0.6927754878997803, 'val_r2_target_2': -2.9591524600982666, 'val_rmse_target_3': 1.0560742616653442, 'val_mae_target_3': 0.7610982060432434, 'val_r2_target_3': -48.69493103027344}",COMPLETE
4,0.37072639553635206,2026-01-31 03:45:19.577047,2026-01-31 03:46:15.354407,0 days 00:00:55.777360,16,False,0.17475243306404245,0.22242911158914103,0.37037494978514895,7.34419219107699e-05,16,2,static,16,128,0.003792603414127179,"{'val_rmse_mean': 0.9893558621406555, 'val_mae_mean': 0.7009732723236084, 'val_r2_mean': -80.62283325195312, 'val_rmse_target_0': 1.025620460510254, 'val_mae_target_0': 0.6346134543418884, 'val_r2_target_0': -75.838134765625, 'val_rmse_target_1': 0.9896407723426819, 'val_mae_target_1': 0.6676421761512756, 'val_r2_target_1': -78.50270080566406, 'val_rmse_target_2': 0.8874018788337708, 'val_mae_target_2': 0.7649407386779785, 'val_r2_target_2': -23.180204391479492, 'val_rmse_target_3': 1.054760456085205, 'val_mae_target_3': 0.7366966605186462, 'val_r2_target_3': -144.9702911376953}",COMPLETE
5,0.35221112367731555,2026-01-31 03:46:15.479615,2026-01-31 03:47:07.493225,0 days 00:00:52.013610,16,False,0.20166281306227574,0.34518520687480914,0.31170031499544293,8.826723736803132e-05,8,2,static,16,512,9.568192521256056e-05,"{'val_rmse_mean': 0.9575005769729614, 'val_mae_mean': 0.6882413029670715, 'val_r2_mean': -28.05730628967285, 'val_rmse_target_0': 1.0275555849075317, 'val_mae_target_0': 0.6412821412086487, 'val_r2_target_0': -56.69333267211914, 'val_rmse_target_1': 0.9714444279670715, 'val_mae_target_1': 0.6752219200134277, 'val_r2_target_1': -13.896434783935547, 'val_rmse_target_2': 0.770731508731842, 'val_mae_target_2': 0.6689820289611816, 'val_r2_target_2': -1.9901371002197266, 'val_rmse_target_3': 1.0602706670761108, 'val_mae_target_3': 0.7674792408943176, 'val_r2_target_3': -39.64932632446289}",COMPLETE
6,0.3748037139022792,2026-01-31 03:47:07.619640,2026-01-31 03:48:01.421341,0 days 00:00:53.801701,16,False,0.276934787184954,0.2260805034365705,0.3501288939223445,0.0002549282114713135,8,2,static,8,512,1.2087289471152941e-05,"{'val_rmse_mean': 0.9709298610687256, 'val_mae_mean': 0.7271312475204468, 'val_r2_mean': -7.445342063903809, 'val_rmse_target_0': 1.0602887868881226, 'val_mae_target_0': 0.7052291631698608, 'val_r2_target_0': -10.108001708984375, 'val_rmse_target_1': 0.9871351718902588, 'val_mae_target_1': 0.7410961389541626, 'val_r2_target_1': -4.25420618057251, 'val_rmse_target_2': 0.7410297989845276, 'val_mae_target_2': 0.6392307877540588, 'val_r2_target_2': -0.10387897491455078, 'val_rmse_target_3': 1.0952658653259277, 'val_mae_target_3': 0.8229689002037048, 'val_r2_target_3': -15.315282821655273}",COMPLETE
7,0.363381978676275,2026-01-31 03:48:01.546647,2026-01-31 03:49:00.087215,0 days 00:00:58.540568,16,False,0.19041046314909693,0.38872677251505106,0.3975417670893591,0.0003269214784758529,16,2,static,16,128,3.174941027089086e-05,"{'val_rmse_mean': 0.9630067348480225, 'val_mae_mean': 0.7046372890472412, 'val_r2_mean': -12.978856086730957, 'val_rmse_target_0': 1.012792706489563, 'val_mae_target_0': 0.6151547431945801, 'val_r2_target_0': -22.494144439697266, 'val_rmse_target_1': 0.9820622205734253, 'val_mae_target_1': 0.7044468522071838, 'val_r2_target_1': -7.692233085632324, 'val_rmse_target_2': 0.7606977820396423, 'val_mae_target_2': 0.6756126284599304, 'val_r2_target_2': -1.2316794395446777, 'val_rmse_target_3': 1.096474051475525, 'val_mae_target_3': 0.8233348727226257, 'val_r2_target_3': -20.497365951538086}",COMPLETE
8,0.3991447866514877,2026-01-31 03:49:00.212938,2026-01-31 03:49:54.905533,0 days 00:00:54.692595,16,False,0.1475789827381912,0.3696482181086139,0.217099160174049,0.0003814492136640079,16,2,static,16,256,0.0009923696576368045,"{'val_rmse_mean': 0.9905203580856323, 'val_mae_mean': 0.7474333643913269, 'val_r2_mean': -4.285212993621826, 'val_rmse_target_0': 1.0237226486206055, 'val_mae_target_0': 0.6856648325920105, 'val_r2_target_0': -4.408267021179199, 'val_rmse_target_1': 1.0405750274658203, 'val_mae_target_1': 0.7913516759872437, 'val_r2_target_1': -3.0635671615600586, 'val_rmse_target_2': 0.7758336067199707, 'val_mae_target_2': 0.6502401828765869, 'val_r2_target_2': -0.2229694128036499, 'val_rmse_target_3': 1.1219502687454224, 'val_mae_target_3': 0.8624768257141113, 'val_r2_target_3': -9.446048736572266}",COMPLETE
9,0.35273065197247044,2026-01-31 03:49:55.032369,2026-01-31 03:50:52.513282,0 days 00:00:57.480913,16,False,0.15952258431760086,0.3674808340998688,0.320335804746537,9.43248967197554e-05,32,2,static,8,256,0.0005518603948414045,"{'val_rmse_mean': 0.9609893560409546, 'val_mae_mean': 0.680885910987854, 'val_r2_mean': -38.934776306152344, 'val_rmse_target_0': 1.0425493717193604, 'val_mae_target_0': 0.6531710028648376, 'val_r2_target_0': -60.89904022216797, 'val_rmse_target_1': 0.970249354839325, 'val_mae_target_1': 0.6612057089805603, 'val_r2_target_1': -28.619110107421875, 'val_rmse_target_2': 0.7880884408950806, 'val_mae_target_2': 0.6705707311630249, 'val_r2_target_2': -4.812040328979492, 'val_rmse_target_3': 1.0430704355239868, 'val_mae_target_3': 0.7385963201522827, 'val_r2_target_3': -61.4089241027832}",COMPLETE
