,mean_weight
0,0.03271637
1,0.07109123
2,0.06791258
3,0.03281351
4,0.027086698
5,0.035185926
6,0.033353373
7,0.06357603
8,0.050439637
9,0.04065652
10,0.024776997
11,0.049833264
12,0.02386245
13,0.052707452
14,0.054315384
15,0.086914085
16,0.0667524
17,0.06606053
18,0.038709637
19,0.081235886
