,mean_weight
0,0.047913566
1,0.079998955
2,0.04817091
3,0.08396935
4,0.08003467
5,0.044040065
6,0.042223323
7,0.0624205
8,0.07420956
9,0.09813943
10,0.01767126
11,0.0284853
12,0.017270852
13,0.03131701
14,0.03271018
15,0.038303487
16,0.04644087
17,0.048074227
18,0.04569755
19,0.032908883
