number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.2701339914929122,2026-02-04 10:06:36.899644,2026-02-04 10:07:08.981687,0 days 00:00:32.082043,mean,1,0.046349107082452545,32,0.0016907696797142733,1.284911955033008e-05,"{'val_rmse_mean': 0.759474515914917, 'val_mae_mean': 0.6143763661384583, 'val_r2_mean': -0.0912013053894043, 'val_rmse_target_0': 0.759474515914917, 'val_mae_target_0': 0.6143763661384583, 'val_r2_target_0': -0.0912013053894043}",COMPLETE
1,0.273196016500151,2026-02-04 10:07:09.207886,2026-02-04 10:07:43.675619,0 days 00:00:34.467733,attention,1,0.2694774534878465,32,0.0007782403700210272,0.000721520901047822,"{'val_rmse_mean': 0.7759897708892822, 'val_mae_mean': 0.6196343898773193, 'val_r2_mean': -0.23771941661834717, 'val_rmse_target_0': 0.7759897708892822, 'val_mae_target_0': 0.6196343898773193, 'val_r2_target_0': -0.23771941661834717}",COMPLETE
2,0.2851318248323406,2026-02-04 10:07:43.901733,2026-02-04 10:08:19.161111,0 days 00:00:35.259378,mean,2,0.4302186037316537,64,0.004871352579728402,0.004830199852896484,"{'val_rmse_mean': 0.7949764132499695, 'val_mae_mean': 0.6258155107498169, 'val_r2_mean': -0.35857975482940674, 'val_rmse_target_0': 0.7949764132499695, 'val_mae_target_0': 0.6258155107498169, 'val_r2_target_0': -0.35857975482940674}",COMPLETE
3,0.3005549706760104,2026-02-04 10:08:19.386040,2026-02-04 10:08:51.065401,0 days 00:00:31.679361,mean,1,0.2806271504703527,64,0.002783737378008553,0.00026695953586617786,"{'val_rmse_mean': 0.8139536380767822, 'val_mae_mean': 0.6770468354225159, 'val_r2_mean': -0.203873872756958, 'val_rmse_target_0': 0.8139536380767822, 'val_mae_target_0': 0.6770468354225159, 'val_r2_target_0': -0.203873872756958}",COMPLETE
4,0.2379694469359324,2026-02-04 10:08:51.289533,2026-02-04 10:09:27.084414,0 days 00:00:35.794881,mean,3,0.42043727612386583,64,0.00032397182929135807,5.746023795406824e-05,"{'val_rmse_mean': 0.7341503500938416, 'val_mae_mean': 0.5453141331672668, 'val_r2_mean': -0.8347707986831665, 'val_rmse_target_0': 0.7341503500938416, 'val_mae_target_0': 0.5453141331672668, 'val_r2_target_0': -0.8347707986831665}",COMPLETE
5,0.36058754437504426,2026-02-04 10:09:27.309128,2026-02-04 10:10:04.408660,0 days 00:00:37.099532,mean,3,0.25125579666610487,32,0.0001450782452543836,0.006280193558849709,"{'val_rmse_mean': 0.9586473703384399, 'val_mae_mean': 0.7157706618309021, 'val_r2_mean': -103.89381408691406, 'val_rmse_target_0': 0.9586473703384399, 'val_mae_target_0': 0.7157706618309021, 'val_r2_target_0': -103.89381408691406}",COMPLETE
6,0.23360535615022485,2026-02-04 10:10:04.635832,2026-02-04 10:10:39.770538,0 days 00:00:35.134706,attention,1,0.030263202592334837,32,0.0002511531626675614,1.9454086972165232e-05,"{'val_rmse_mean': 0.7377979755401611, 'val_mae_mean': 0.55141681432724, 'val_r2_mean': -2.3571131229400635, 'val_rmse_target_0': 0.7377979755401611, 'val_mae_target_0': 0.55141681432724, 'val_r2_target_0': -2.3571131229400635}",COMPLETE
7,0.3453717756417097,2026-02-04 10:10:39.996328,2026-02-04 10:11:18.067125,0 days 00:00:38.070797,attention,2,0.3040702441834638,32,0.00030227307717811306,0.00907070504326535,"{'val_rmse_mean': 0.8937197327613831, 'val_mae_mean': 0.6945641040802002, 'val_r2_mean': -4.61682653427124, 'val_rmse_target_0': 0.8937197327613831, 'val_mae_target_0': 0.6945641040802002, 'val_r2_target_0': -4.61682653427124}",COMPLETE
8,0.2316869868515857,2026-02-04 10:11:18.293073,2026-02-04 10:11:53.785970,0 days 00:00:35.492897,attention,1,0.2820621301669948,32,0.0008784379191650838,0.0053321427827304965,"{'val_rmse_mean': 0.6989325284957886, 'val_mae_mean': 0.5390287041664124, 'val_r2_mean': -0.21258032321929932, 'val_rmse_target_0': 0.6989325284957886, 'val_mae_target_0': 0.5390287041664124, 'val_r2_target_0': -0.21258032321929932}",COMPLETE
9,0.32117670911355634,2026-02-04 10:11:54.010966,2026-02-04 10:12:27.939474,0 days 00:00:33.928508,mean,2,0.11238477091406956,32,0.003571856983380108,0.0008288140019609495,"{'val_rmse_mean': 0.8515932559967041, 'val_mae_mean': 0.6856728792190552, 'val_r2_mean': -0.2341376543045044, 'val_rmse_target_0': 0.8515932559967041, 'val_mae_target_0': 0.6856728792190552, 'val_r2_target_0': -0.2341376543045044}",COMPLETE
