number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.36723206859702867,2026-02-04 15:11:13.620636,2026-02-04 15:11:51.446726,0 days 00:00:37.826090,attention,2,0.23155332040571752,32,0.002643721954976032,0.006246925777286301,"{'val_rmse_mean': 0.888277530670166, 'val_mae_mean': 0.7411096096038818, 'val_r2_mean': -0.9356669187545776, 'val_rmse_target_0': 0.888277530670166, 'val_mae_target_0': 0.7411096096038818, 'val_r2_target_0': -0.9356669187545776}",COMPLETE
1,0.34396868914040235,2026-02-04 15:11:51.691846,2026-02-04 15:12:30.224591,0 days 00:00:38.532745,attention,1,0.07653865487513334,64,0.00016189479134274455,4.836105250371126e-05,"{'val_rmse_mean': 0.8561504483222961, 'val_mae_mean': 0.696258544921875, 'val_r2_mean': -7.1956586837768555, 'val_rmse_target_0': 0.8561504483222961, 'val_mae_target_0': 0.696258544921875, 'val_r2_target_0': -7.1956586837768555}",COMPLETE
2,0.29842929781645783,2026-02-04 15:12:30.471576,2026-02-04 15:13:07.475433,0 days 00:00:37.003857,mean,2,0.15229706888434175,32,0.0010140039338839822,3.9850258039036407e-05,"{'val_rmse_mean': 0.8040856719017029, 'val_mae_mean': 0.6160305738449097, 'val_r2_mean': -0.8101977109909058, 'val_rmse_target_0': 0.8040856719017029, 'val_mae_target_0': 0.6160305738449097, 'val_r2_target_0': -0.8101977109909058}",COMPLETE
3,0.3347035253946497,2026-02-04 15:13:07.720770,2026-02-04 15:13:48.051280,0 days 00:00:40.330510,attention,3,0.1852678219946084,128,0.0003676789682296589,9.931131074346834e-05,"{'val_rmse_mean': 0.8470056653022766, 'val_mae_mean': 0.6932600736618042, 'val_r2_mean': -0.5466679334640503, 'val_rmse_target_0': 0.8470056653022766, 'val_mae_target_0': 0.6932600736618042, 'val_r2_target_0': -0.5466679334640503}",COMPLETE
4,0.28780266638258817,2026-02-04 15:13:48.295696,2026-02-04 15:14:31.105199,0 days 00:00:42.809503,attention,3,0.4746258514747603,64,0.0006467218186719063,0.0033231746886062965,"{'val_rmse_mean': 0.7771269679069519, 'val_mae_mean': 0.6328732371330261, 'val_r2_mean': -0.8367986679077148, 'val_rmse_target_0': 0.7771269679069519, 'val_mae_target_0': 0.6328732371330261, 'val_r2_target_0': -0.8367986679077148}",COMPLETE
5,0.4001735658600443,2026-02-04 15:14:31.347980,2026-02-04 15:15:10.369906,0 days 00:00:39.021926,mean,3,0.22643602782115096,64,0.0001164023868561488,4.952242456999457e-05,"{'val_rmse_mean': 0.9450359344482422, 'val_mae_mean': 0.7683016657829285, 'val_r2_mean': -113.66864776611328, 'val_rmse_target_0': 0.9450359344482422, 'val_mae_target_0': 0.7683016657829285, 'val_r2_target_0': -113.66864776611328}",COMPLETE
6,0.343642423468366,2026-02-04 15:15:10.616081,2026-02-04 15:15:51.571936,0 days 00:00:40.955855,attention,3,0.4807805132731457,128,0.003990763384582941,0.006398576613899295,"{'val_rmse_mean': 0.8583484292030334, 'val_mae_mean': 0.71799635887146, 'val_r2_mean': -0.8106935024261475, 'val_rmse_target_0': 0.8583484292030334, 'val_mae_target_0': 0.71799635887146, 'val_r2_target_0': -0.8106935024261475}",COMPLETE
7,0.29908958585588996,2026-02-04 15:15:51.814575,2026-02-04 15:16:30.629716,0 days 00:00:38.815141,attention,3,0.019726539791530107,32,0.003978968555384898,0.003569362392544664,"{'val_rmse_mean': 0.793517529964447, 'val_mae_mean': 0.6693305373191833, 'val_r2_mean': -0.3066979646682739, 'val_rmse_target_0': 0.793517529964447, 'val_mae_target_0': 0.6693305373191833, 'val_r2_target_0': -0.3066979646682739}",COMPLETE
8,0.34132548659625983,2026-02-04 15:16:30.877527,2026-02-04 15:17:05.555927,0 days 00:00:34.678400,mean,1,0.025248162780634797,128,0.00011532353694017329,3.718831922745587e-05,"{'val_rmse_mean': 0.8561888337135315, 'val_mae_mean': 0.6895801424980164, 'val_r2_mean': -7.601938247680664, 'val_rmse_target_0': 0.8561888337135315, 'val_mae_target_0': 0.6895801424980164, 'val_r2_target_0': -7.601938247680664}",COMPLETE
9,0.3000053367070871,2026-02-04 15:17:05.799654,2026-02-04 15:17:42.842339,0 days 00:00:37.042685,attention,1,0.05014540533722728,64,0.0005602117404603384,0.0005860330083999821,"{'val_rmse_mean': 0.8236504793167114, 'val_mae_mean': 0.59839928150177, 'val_r2_mean': -0.9895963668823242, 'val_rmse_target_0': 0.8236504793167114, 'val_mae_target_0': 0.59839928150177, 'val_r2_target_0': -0.9895963668823242}",COMPLETE
