number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_lstm,params_dropout_path,params_dropout_reg,params_lr,params_lstm_hidden_dim,params_lstm_layers,params_path_aggregation,params_path_dim,params_regressor_dim,params_weight_decay,user_attrs_val_metrics,state
0,0.38194354416595566,2026-01-30 23:20:08.656692,2026-01-30 23:20:55.842177,0 days 00:00:47.185485,16,False,0.21753678472169408,0.32320151515010664,0.3033868538312231,7.513776716039063e-05,8,2,static,16,128,0.003842662629221707,"{'val_rmse_mean': 1.0081346035003662, 'val_mae_mean': 0.7120446562767029, 'val_r2_mean': -88.27175903320312, 'val_rmse_target_0': 1.066659688949585, 'val_mae_target_0': 0.6431995034217834, 'val_r2_target_0': -111.96199798583984, 'val_rmse_target_1': 0.97329181432724, 'val_mae_target_1': 0.6703768968582153, 'val_r2_target_1': -65.20463562011719, 'val_rmse_target_2': 0.9716466665267944, 'val_mae_target_2': 0.8309029936790466, 'val_r2_target_2': -60.846614837646484, 'val_rmse_target_3': 1.0209403038024902, 'val_mae_target_3': 0.7036991119384766, 'val_r2_target_3': -115.07376098632812}",COMPLETE
1,0.3587174881939535,2026-01-30 23:20:55.952555,2026-01-30 23:21:39.484010,0 days 00:00:43.531455,16,False,0.2416702888783444,0.29005108630344384,0.258872156202658,0.00015058458302628984,8,2,static,16,256,1.508720153004866e-05,"{'val_rmse_mean': 0.9641779065132141, 'val_mae_mean': 0.6975651383399963, 'val_r2_mean': -28.33841896057129, 'val_rmse_target_0': 1.0465724468231201, 'val_mae_target_0': 0.673729658126831, 'val_r2_target_0': -48.101287841796875, 'val_rmse_target_1': 0.9729266166687012, 'val_mae_target_1': 0.66837477684021, 'val_r2_target_1': -16.22469139099121, 'val_rmse_target_2': 0.7927505970001221, 'val_mae_target_2': 0.7003437876701355, 'val_r2_target_2': -2.5629465579986572, 'val_rmse_target_3': 1.044461965560913, 'val_mae_target_3': 0.7478122115135193, 'val_r2_target_3': -46.46475601196289}",COMPLETE
2,0.36575870450448106,2026-01-30 23:21:39.596728,2026-01-30 23:22:24.371493,0 days 00:00:44.774765,16,False,0.11165007903748636,0.3249068625156757,0.2569072175629804,0.00012210574185176232,16,2,static,16,256,1.2831376802613675e-05,"{'val_rmse_mean': 0.9785224795341492, 'val_mae_mean': 0.707099199295044, 'val_r2_mean': -34.13454818725586, 'val_rmse_target_0': 1.0572807788848877, 'val_mae_target_0': 0.6849603056907654, 'val_r2_target_0': -47.429134368896484, 'val_rmse_target_1': 0.9689531922340393, 'val_mae_target_1': 0.6643879413604736, 'val_r2_target_1': -21.724008560180664, 'val_rmse_target_2': 0.8462260365486145, 'val_mae_target_2': 0.7364543080329895, 'val_r2_target_2': -5.453221321105957, 'val_rmse_target_3': 1.0416300296783447, 'val_mae_target_3': 0.7425942420959473, 'val_r2_target_3': -61.93181610107422}",COMPLETE
3,0.38083098497655654,2026-01-30 23:22:24.482524,2026-01-30 23:23:04.421431,0 days 00:00:39.938907,16,False,0.13612604025406158,0.2987460611017574,0.2674145094565834,0.00010025012079666785,16,2,static,8,128,0.0033417428436342666,"{'val_rmse_mean': 1.0042004585266113, 'val_mae_mean': 0.7192420959472656, 'val_r2_mean': -50.53635025024414, 'val_rmse_target_0': 1.0489583015441895, 'val_mae_target_0': 0.6640673279762268, 'val_r2_target_0': -59.74878692626953, 'val_rmse_target_1': 0.9933324456214905, 'val_mae_target_1': 0.6775698661804199, 'val_r2_target_1': -54.469722747802734, 'val_rmse_target_2': 0.9194582104682922, 'val_mae_target_2': 0.7935367226600647, 'val_r2_target_2': -22.650604248046875, 'val_rmse_target_3': 1.0550532341003418, 'val_mae_target_3': 0.7417947053909302, 'val_r2_target_3': -65.27629852294922}",COMPLETE
4,0.39196406911920617,2026-01-30 23:23:04.533297,2026-01-30 23:23:46.693728,0 days 00:00:42.160431,16,False,0.13618508158734605,0.30823690303461343,0.28980114746211444,0.0003401740968352516,16,2,static,8,512,0.0005339110334528014,"{'val_rmse_mean': 0.991783618927002, 'val_mae_mean': 0.7446262836456299, 'val_r2_mean': -5.582890510559082, 'val_rmse_target_0': 1.057463526725769, 'val_mae_target_0': 0.7142005562782288, 'val_r2_target_0': -7.687967300415039, 'val_rmse_target_1': 1.0363914966583252, 'val_mae_target_1': 0.7526860237121582, 'val_r2_target_1': -3.394979953765869, 'val_rmse_target_2': 0.7802183628082275, 'val_mae_target_2': 0.6700195670127869, 'val_r2_target_2': 0.012379288673400879, 'val_rmse_target_3': 1.093061089515686, 'val_mae_target_3': 0.8415989279747009, 'val_r2_target_3': -11.260995864868164}",COMPLETE
5,0.36152306392236994,2026-01-30 23:23:46.804516,2026-01-30 23:24:29.634377,0 days 00:00:42.829861,16,False,0.15355506974528346,0.3715619944864699,0.32598179286206896,0.00013836230792165123,32,2,static,16,256,4.8894747459602455e-05,"{'val_rmse_mean': 0.968559741973877, 'val_mae_mean': 0.7032116651535034, 'val_r2_mean': -36.635616302490234, 'val_rmse_target_0': 1.0384653806686401, 'val_mae_target_0': 0.6687400341033936, 'val_r2_target_0': -72.73841094970703, 'val_rmse_target_1': 0.9737045168876648, 'val_mae_target_1': 0.6733565926551819, 'val_r2_target_1': -17.364904403686523, 'val_rmse_target_2': 0.8270968198776245, 'val_mae_target_2': 0.7280330657958984, 'val_r2_target_2': -4.325839996337891, 'val_rmse_target_3': 1.0349723100662231, 'val_mae_target_3': 0.742716908454895, 'val_r2_target_3': -52.11330032348633}",COMPLETE
6,0.3769324329095306,2026-01-30 23:24:29.745350,2026-01-30 23:25:09.191999,0 days 00:00:39.446649,16,False,0.26020678706940226,0.3770968319598498,0.34289379590359426,9.032265244555018e-05,16,2,static,16,128,5.4946565397284484e-05,"{'val_rmse_mean': 0.9970929622650146, 'val_mae_mean': 0.7103680372238159, 'val_r2_mean': -102.3076171875, 'val_rmse_target_0': 1.0520473718643188, 'val_mae_target_0': 0.6737881302833557, 'val_r2_target_0': -133.77281188964844, 'val_rmse_target_1': 0.994386613368988, 'val_mae_target_1': 0.667320191860199, 'val_r2_target_1': -118.48003387451172, 'val_rmse_target_2': 0.9141814112663269, 'val_mae_target_2': 0.7793475389480591, 'val_r2_target_2': -27.564599990844727, 'val_rmse_target_3': 1.0277563333511353, 'val_mae_target_3': 0.7210164666175842, 'val_r2_target_3': -129.41297912597656}",COMPLETE
7,0.378676464850152,2026-01-30 23:25:09.303314,2026-01-30 23:25:56.150207,0 days 00:00:46.846893,16,False,0.14380884990689902,0.27032141138925114,0.3346069072519162,5.6376782750188244e-05,32,2,static,16,128,4.4446111039527346e-05,"{'val_rmse_mean': 0.9932321310043335, 'val_mae_mean': 0.7219806909561157, 'val_r2_mean': -91.77507781982422, 'val_rmse_target_0': 1.03348708152771, 'val_mae_target_0': 0.6750882267951965, 'val_r2_target_0': -103.86019897460938, 'val_rmse_target_1': 0.9952802658081055, 'val_mae_target_1': 0.683616578578949, 'val_r2_target_1': -106.54034423828125, 'val_rmse_target_2': 0.9310884475708008, 'val_mae_target_2': 0.806618869304657, 'val_r2_target_2': -33.37652587890625, 'val_rmse_target_3': 1.0130728483200073, 'val_mae_target_3': 0.7225989103317261, 'val_r2_target_3': -123.32324981689453}",COMPLETE
8,0.36046052296404485,2026-01-30 23:25:56.261331,2026-01-30 23:26:37.050302,0 days 00:00:40.788971,16,False,0.26302122996177446,0.2664771661431088,0.2831696627025945,0.00024391932399346923,8,2,static,16,512,1.948275603745923e-05,"{'val_rmse_mean': 0.947510838508606, 'val_mae_mean': 0.7021650671958923, 'val_r2_mean': -7.866603851318359, 'val_rmse_target_0': 1.014768123626709, 'val_mae_target_0': 0.6602004766464233, 'val_r2_target_0': -12.22628116607666, 'val_rmse_target_1': 0.9758179187774658, 'val_mae_target_1': 0.7270351648330688, 'val_r2_target_1': -3.623138427734375, 'val_rmse_target_2': 0.7420229315757751, 'val_mae_target_2': 0.6354243755340576, 'val_r2_target_2': -0.018908143043518066, 'val_rmse_target_3': 1.057434320449829, 'val_mae_target_3': 0.7860001921653748, 'val_r2_target_3': -15.598087310791016}",COMPLETE
9,0.3578625612512783,2026-01-30 23:26:37.162313,2026-01-30 23:27:20.039722,0 days 00:00:42.877409,16,False,0.20159562681508258,0.3039610142611066,0.3921064226950509,8.394324455021263e-05,8,2,static,8,512,0.0032020000092823123,"{'val_rmse_mean': 0.967121958732605, 'val_mae_mean': 0.6943718194961548, 'val_r2_mean': -40.720272064208984, 'val_rmse_target_0': 1.0637789964675903, 'val_mae_target_0': 0.6721529364585876, 'val_r2_target_0': -81.68114471435547, 'val_rmse_target_1': 0.9763602018356323, 'val_mae_target_1': 0.6764256954193115, 'val_r2_target_1': -17.027435302734375, 'val_rmse_target_2': 0.785834014415741, 'val_mae_target_2': 0.6769554615020752, 'val_r2_target_2': -2.314641237258911, 'val_rmse_target_3': 1.042514443397522, 'val_mae_target_3': 0.751953125, 'val_r2_target_3': -61.85786819458008}",COMPLETE
