train_loss,val_loss,epoch
0.4206445302282061,0.1408071219921112,1
0.3714249921696527,0.08558577299118042,2
0.3625418628965105,0.054642826318740845,3
0.3318055953298296,0.04436778277158737,4
0.323120049067906,0.03295759856700897,5
0.29426503820078714,0.02642073668539524,6
0.28551861218043734,0.022025801241397858,7
0.2935757466724941,0.011120414361357689,8
0.27339412910597666,0.009281485341489315,9
0.27258917902197155,0.0069581288844347,10
0.26003734128815786,0.007543443702161312,11
0.24879921972751617,0.006633162964135408,12
0.245258486696652,0.008514147251844406,13
0.22415534939084733,0.0077766962349414825,14
0.2330398772444044,0.005323030520230532,15
0.2216109505721501,0.004294788930565119,16
0.19878123700618744,0.0028061592020094395,17
0.19871742384774344,0.0014193376991897821,18
0.19282073421137674,0.0003452373784966767,19
0.17524681027446473,9.252853487851098e-07,20
0.15581837828670228,0.00017975094669964164,21
0.1805622982127326,0.0016407282091677189,22
0.1639823466539383,0.002678120043128729,23
0.1390585590686117,0.002914686454460025,24
0.12903145274945668,0.008674209006130695,25
0.13513618175472533,0.007900042459368706,26
0.13482841210705893,0.014170807786285877,27
0.13758923964841024,0.0253565926104784,28
0.09853167672242437,0.02868160605430603,29
0.12566391485077993,0.03037920407950878,30
0.10773700369255883,0.027280084788799286,31
0.12077081735645022,0.0317261777818203,32
0.11605870830161231,0.04184951260685921,33
0.11405765690973826,0.04041650518774986,34
0.09789979244981493,0.041102804243564606,35
0.10816781009946551,0.044953953474760056,36
0.10345162983451571,0.04793587699532509,37
0.10619933849998883,0.050423506647348404,38
0.09159814247063228,0.052807558327913284,39
0.09648710382836205,0.054616957902908325,40
0.0851315323795591,0.054587118327617645,41
0.096353999205998,0.05346653237938881,42
0.10515396669507027,0.0517411045730114,43
0.08905973870839391,0.05033070594072342,44
0.08020767463105065,0.04979488253593445,45
0.09340938978961535,0.049586329609155655,46
0.0917171740106174,0.0495263934135437,47
0.09683744183608464,0.04971850663423538,48
0.09437742722885949,0.04988747090101242,49
0.10509014927915164,0.049947962164878845,50
