number,value,datetime_start,datetime_complete,duration,params_aggregation,params_alpha,params_l1_ratio,params_lr,user_attrs_val_metrics,state
0,0.31077305950802164,2026-02-03 08:07:47.853031,2026-02-03 08:08:17.181732,0 days 00:00:29.328701,attention,0.844188620116715,0.5092330171401079,0.004957730052802599,"{'val_rmse_mean': 0.8180987238883972, 'val_mae_mean': 0.678913414478302, 'val_r2_mean': 0.09269565343856812, 'val_rmse_target_0': 0.8180987238883972, 'val_mae_target_0': 0.678913414478302, 'val_r2_target_0': 0.09269565343856812}",COMPLETE
1,0.3017884120822095,2026-02-03 08:08:17.326617,2026-02-03 08:08:46.863424,0 days 00:00:29.536807,attention,0.03960914883349721,0.5145207876099411,0.0005978894325683067,"{'val_rmse_mean': 0.8230750560760498, 'val_mae_mean': 0.6273179054260254, 'val_r2_mean': -0.4381234645843506, 'val_rmse_target_0': 0.8230750560760498, 'val_mae_target_0': 0.6273179054260254, 'val_r2_target_0': -0.4381234645843506}",COMPLETE
2,0.2989426504031548,2026-02-03 08:08:47.009388,2026-02-03 08:09:17.166341,0 days 00:00:30.156953,attention,0.00032028916082608847,0.857385991703637,0.0005801351585522174,"{'val_rmse_mean': 0.7996155023574829, 'val_mae_mean': 0.6253785490989685, 'val_r2_mean': -0.3866945505142212, 'val_rmse_target_0': 0.7996155023574829, 'val_mae_target_0': 0.6253785490989685, 'val_r2_target_0': -0.3866945505142212}",COMPLETE
3,0.35668053801216754,2026-02-03 08:09:17.311813,2026-02-03 08:09:45.485769,0 days 00:00:28.173956,attention,0.012469520329084475,0.6605767337505336,0.004353338714008414,"{'val_rmse_mean': 0.8957234621047974, 'val_mae_mean': 0.7489933371543884, 'val_r2_mean': -0.4208815097808838, 'val_rmse_target_0': 0.8957234621047974, 'val_mae_target_0': 0.7489933371543884, 'val_r2_target_0': -0.4208815097808838}",COMPLETE
4,0.335206460311181,2026-02-03 08:09:45.629857,2026-02-03 08:10:14.594404,0 days 00:00:28.964547,attention,0.0001120055710335294,0.253350419739363,0.0007920618875174493,"{'val_rmse_mean': 0.8601401448249817, 'val_mae_mean': 0.7015060186386108, 'val_r2_mean': -0.3194460868835449, 'val_rmse_target_0': 0.8601401448249817, 'val_mae_target_0': 0.7015060186386108, 'val_r2_target_0': -0.3194460868835449}",COMPLETE
5,0.3334037210593966,2026-02-03 08:10:14.738261,2026-02-03 08:10:40.990620,0 days 00:00:26.252359,mean,0.013878744099210649,0.7689625803673513,0.000136346581239315,"{'val_rmse_mean': 0.8321030139923096, 'val_mae_mean': 0.7211528420448303, 'val_r2_mean': -3.869723320007324, 'val_rmse_target_0': 0.8321030139923096, 'val_mae_target_0': 0.7211528420448303, 'val_r2_target_0': -3.869723320007324}",COMPLETE
6,0.33265497413015477,2026-02-03 08:10:41.134719,2026-02-03 08:11:08.292774,0 days 00:00:27.158055,mean,0.0031404941826178676,0.3569313845777503,0.00021598860950602992,"{'val_rmse_mean': 0.8344446420669556, 'val_mae_mean': 0.7270920872688293, 'val_r2_mean': -2.4098105430603027, 'val_rmse_target_0': 0.8344446420669556, 'val_mae_target_0': 0.7270920872688293, 'val_r2_target_0': -2.4098105430603027}",COMPLETE
7,0.29816399736511,2026-02-03 08:11:08.437398,2026-02-03 08:11:34.984834,0 days 00:00:26.547436,mean,0.0004928881192084671,0.7094782995725516,0.00046434605600388293,"{'val_rmse_mean': 0.791129469871521, 'val_mae_mean': 0.6562550067901611, 'val_r2_mean': -1.0794222354888916, 'val_rmse_target_0': 0.791129469871521, 'val_mae_target_0': 0.6562550067901611, 'val_r2_target_0': -1.0794222354888916}",COMPLETE
8,0.3231793012398864,2026-02-03 08:11:35.129636,2026-02-03 08:12:00.894148,0 days 00:00:25.764512,mean,0.00021655935901892265,0.651337501938688,0.003351064754306754,"{'val_rmse_mean': 0.8412026166915894, 'val_mae_mean': 0.6698840856552124, 'val_r2_mean': -0.15169954299926758, 'val_rmse_target_0': 0.8412026166915894, 'val_mae_target_0': 0.6698840856552124, 'val_r2_target_0': -0.15169954299926758}",COMPLETE
9,0.29583925368260006,2026-02-03 08:12:01.039343,2026-02-03 08:12:26.486492,0 days 00:00:25.447149,mean,0.01413060795009225,0.442890766591136,0.0016685090546913841,"{'val_rmse_mean': 0.7986319661140442, 'val_mae_mean': 0.6262660026550293, 'val_r2_mean': -0.39726829528808594, 'val_rmse_target_0': 0.7986319661140442, 'val_mae_target_0': 0.6262660026550293, 'val_r2_target_0': -0.39726829528808594}",COMPLETE
