number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.3896649856534269,2026-02-02 11:46:52.677056,2026-02-02 11:47:18.074413,0 days 00:00:25.397357,mean,0.00014640029229261837,2.8365355022759444e-06,"{'val_rmse_mean': 0.9859371185302734, 'val_mae_mean': 0.7470180988311768, 'val_r2_mean': -18.101119995117188, 'val_rmse_target_0': 0.9700537323951721, 'val_mae_target_0': 0.6576332449913025, 'val_r2_target_0': -14.093337059020996, 'val_rmse_target_1': 0.9640679359436035, 'val_mae_target_1': 0.7351496815681458, 'val_r2_target_1': -19.806413650512695, 'val_rmse_target_2': 0.980891764163971, 'val_mae_target_2': 0.8708156943321228, 'val_r2_target_2': -11.586647033691406, 'val_rmse_target_3': 1.0287352800369263, 'val_mae_target_3': 0.7244738340377808, 'val_r2_target_3': -26.91807746887207}",COMPLETE
1,0.38967754498676016,2026-02-02 11:47:18.149515,2026-02-02 11:47:42.503111,0 days 00:00:24.353596,mean,0.00039490558566656074,1.911732969682258e-06,"{'val_rmse_mean': 0.9929146766662598, 'val_mae_mean': 0.7478158473968506, 'val_r2_mean': -11.73603343963623, 'val_rmse_target_0': 0.9215633273124695, 'val_mae_target_0': 0.6253727078437805, 'val_r2_target_0': -8.152533531188965, 'val_rmse_target_1': 1.0287835597991943, 'val_mae_target_1': 0.7767135500907898, 'val_r2_target_1': -12.186592102050781, 'val_rmse_target_2': 0.9311825633049011, 'val_mae_target_2': 0.7971673011779785, 'val_r2_target_2': -8.748883247375488, 'val_rmse_target_3': 1.0901292562484741, 'val_mae_target_3': 0.7920097708702087, 'val_r2_target_3': -17.856124877929688}",COMPLETE
2,0.4744019465589965,2026-02-02 11:47:42.577352,2026-02-02 11:48:06.833383,0 days 00:00:24.256031,mean,0.004774818152996621,5.6354733041765354e-06,"{'val_rmse_mean': 1.0953618288040161, 'val_mae_mean': 0.8421927094459534, 'val_r2_mean': -1.5103771686553955, 'val_rmse_target_0': 0.9298771619796753, 'val_mae_target_0': 0.6636655330657959, 'val_r2_target_0': -0.6983386278152466, 'val_rmse_target_1': 1.2452783584594727, 'val_mae_target_1': 0.9585896134376526, 'val_r2_target_1': -1.3196794986724854, 'val_rmse_target_2': 1.1235477924346924, 'val_mae_target_2': 0.9191376566886902, 'val_r2_target_2': -1.212585210800171, 'val_rmse_target_3': 1.0827440023422241, 'val_mae_target_3': 0.8273780345916748, 'val_r2_target_3': -2.810906171798706}",COMPLETE
3,0.49962490521095415,2026-02-02 11:48:06.908743,2026-02-02 11:48:34.734255,0 days 00:00:27.825512,attention,0.005784821520318717,0.0063856660172705824,"{'val_rmse_mean': 1.1213929653167725, 'val_mae_mean': 0.8775967359542847, 'val_r2_mean': -1.505074143409729, 'val_rmse_target_0': 0.9905741810798645, 'val_mae_target_0': 0.7380080223083496, 'val_r2_target_0': -0.6958895921707153, 'val_rmse_target_1': 1.211669921875, 'val_mae_target_1': 0.9209677577018738, 'val_r2_target_1': -0.8567110300064087, 'val_rmse_target_2': 1.015743613243103, 'val_mae_target_2': 0.8320713043212891, 'val_r2_target_2': -1.5878715515136719, 'val_rmse_target_3': 1.2675840854644775, 'val_mae_target_3': 1.019339919090271, 'val_r2_target_3': -2.879823923110962}",COMPLETE
4,0.5027921484024437,2026-02-02 11:48:34.810152,2026-02-02 11:48:59.249324,0 days 00:00:24.439172,mean,0.007363898434931483,0.007908457516940198,"{'val_rmse_mean': 1.1319674253463745, 'val_mae_mean': 0.8772752285003662, 'val_r2_mean': -1.1172804832458496, 'val_rmse_target_0': 0.9514036774635315, 'val_mae_target_0': 0.7079609036445618, 'val_r2_target_0': -0.5684500932693481, 'val_rmse_target_1': 1.261913776397705, 'val_mae_target_1': 0.9824804663658142, 'val_r2_target_1': -1.0250978469848633, 'val_rmse_target_2': 1.1903847455978394, 'val_mae_target_2': 0.9498734474182129, 'val_r2_target_2': -0.7410917282104492, 'val_rmse_target_3': 1.1241673231124878, 'val_mae_target_3': 0.8687862157821655, 'val_r2_target_3': -2.1344823837280273}",COMPLETE
5,0.48986427596321813,2026-02-02 11:48:59.325727,2026-02-02 11:49:23.098807,0 days 00:00:23.773080,mean,0.008710548317219886,0.0003500640630344735,"{'val_rmse_mean': 1.1183366775512695, 'val_mae_mean': 0.8660171627998352, 'val_r2_mean': -1.0601134300231934, 'val_rmse_target_0': 0.9506162405014038, 'val_mae_target_0': 0.6894190907478333, 'val_r2_target_0': -0.655150294303894, 'val_rmse_target_1': 1.1884913444519043, 'val_mae_target_1': 0.950631320476532, 'val_r2_target_1': -1.0256567001342773, 'val_rmse_target_2': 1.1897162199020386, 'val_mae_target_2': 0.9550906419754028, 'val_r2_target_2': -0.6196743249893188, 'val_rmse_target_3': 1.1445225477218628, 'val_mae_target_3': 0.8689276576042175, 'val_r2_target_3': -1.939972162246704}",COMPLETE
6,0.4289575656531034,2026-02-02 11:49:23.173458,2026-02-02 11:49:47.042014,0 days 00:00:23.868556,mean,0.002381199207583493,0.0013741980170535835,"{'val_rmse_mean': 1.0275481939315796, 'val_mae_mean': 0.783778190612793, 'val_r2_mean': -2.0350093841552734, 'val_rmse_target_0': 0.9139642119407654, 'val_mae_target_0': 0.6395186185836792, 'val_r2_target_0': -0.9535503387451172, 'val_rmse_target_1': 1.134316086769104, 'val_mae_target_1': 0.839810848236084, 'val_r2_target_1': -1.7033522129058838, 'val_rmse_target_2': 0.983798086643219, 'val_mae_target_2': 0.812436580657959, 'val_r2_target_2': -1.9900527000427246, 'val_rmse_target_3': 1.078114628791809, 'val_mae_target_3': 0.8433464765548706, 'val_r2_target_3': -3.4930834770202637}",COMPLETE
7,0.41571634345584446,2026-02-02 11:49:47.118669,2026-02-02 11:50:11.702399,0 days 00:00:24.583730,mean,0.001768900220639385,1.2623673113435602e-06,"{'val_rmse_mean': 1.0066078901290894, 'val_mae_mean': 0.7824478149414062, 'val_r2_mean': -2.6537327766418457, 'val_rmse_target_0': 0.887130081653595, 'val_mae_target_0': 0.6342636346817017, 'val_r2_target_0': -1.2262804508209229, 'val_rmse_target_1': 1.0860508680343628, 'val_mae_target_1': 0.8162705898284912, 'val_r2_target_1': -2.106539726257324, 'val_rmse_target_2': 0.9660020470619202, 'val_mae_target_2': 0.8285941481590271, 'val_r2_target_2': -2.863536834716797, 'val_rmse_target_3': 1.087248682975769, 'val_mae_target_3': 0.8506629467010498, 'val_r2_target_3': -4.418574810028076}",COMPLETE
8,0.42121839468125943,2026-02-02 11:50:11.777550,2026-02-02 11:50:38.651872,0 days 00:00:26.874322,attention,0.0017788305954025583,0.0001848526235866408,"{'val_rmse_mean': 1.0261245965957642, 'val_mae_mean': 0.7879295945167542, 'val_r2_mean': -2.7637317180633545, 'val_rmse_target_0': 0.9628697037696838, 'val_mae_target_0': 0.6843509078025818, 'val_r2_target_0': -1.338761329650879, 'val_rmse_target_1': 1.0489377975463867, 'val_mae_target_1': 0.8298906683921814, 'val_r2_target_1': -2.7426347732543945, 'val_rmse_target_2': 0.996285080909729, 'val_mae_target_2': 0.800783097743988, 'val_r2_target_2': -2.199636220932007, 'val_rmse_target_3': 1.0964058637619019, 'val_mae_target_3': 0.8366937041282654, 'val_r2_target_3': -4.773895740509033}",COMPLETE
9,0.37744442842624804,2026-02-02 11:50:38.726797,2026-02-02 11:51:03.006584,0 days 00:00:24.279787,mean,0.0002830957142983794,0.0021881580019031495,"{'val_rmse_mean': 0.9676316380500793, 'val_mae_mean': 0.7142706513404846, 'val_r2_mean': -18.745643615722656, 'val_rmse_target_0': 0.8898708820343018, 'val_mae_target_0': 0.5868086814880371, 'val_r2_target_0': -7.778507232666016, 'val_rmse_target_1': 0.9808818101882935, 'val_mae_target_1': 0.7385147213935852, 'val_r2_target_1': -21.00895118713379, 'val_rmse_target_2': 0.9907783269882202, 'val_mae_target_2': 0.8439429998397827, 'val_r2_target_2': -22.942537307739258, 'val_rmse_target_3': 1.008995532989502, 'val_mae_target_3': 0.6878163814544678, 'val_r2_target_3': -23.252580642700195}",COMPLETE
