number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.41498461503673484,2026-01-31 00:52:29.991094,2026-01-31 00:52:56.386141,0 days 00:00:26.395047,mean,0.0033902652795537685,1.755559759334023e-05,"{'val_rmse_mean': 1.000727891921997, 'val_mae_mean': 0.7767425179481506, 'val_r2_mean': -1.0220774412155151, 'val_rmse_target_0': 0.9668052792549133, 'val_mae_target_0': 0.7021713852882385, 'val_r2_target_0': -0.7716073989868164, 'val_rmse_target_1': 0.9502543210983276, 'val_mae_target_1': 0.6952700018882751, 'val_r2_target_1': -0.9245196580886841, 'val_rmse_target_2': 1.0971124172210693, 'val_mae_target_2': 0.8995631337165833, 'val_r2_target_2': -0.4551910161972046, 'val_rmse_target_3': 0.9887393116950989, 'val_mae_target_3': 0.8099655508995056, 'val_r2_target_3': -1.9369912147521973}",COMPLETE
1,0.3674723227266912,2026-01-31 00:52:56.501503,2026-01-31 00:53:22.244099,0 days 00:00:25.742596,mean,0.0013411461289211334,0.005619919009343445,"{'val_rmse_mean': 0.9417463541030884, 'val_mae_mean': 0.7174885272979736, 'val_r2_mean': -3.1868457794189453, 'val_rmse_target_0': 0.8875248432159424, 'val_mae_target_0': 0.6540732383728027, 'val_r2_target_0': -0.7965898513793945, 'val_rmse_target_1': 0.9649056196212769, 'val_mae_target_1': 0.6883503198623657, 'val_r2_target_1': -3.4281625747680664, 'val_rmse_target_2': 0.8707477450370789, 'val_mae_target_2': 0.7543902397155762, 'val_r2_target_2': -0.9188309907913208, 'val_rmse_target_3': 1.0438073873519897, 'val_mae_target_3': 0.7731404900550842, 'val_r2_target_3': -7.603798866271973}",COMPLETE
2,0.4058528412823324,2026-01-31 00:53:22.361264,2026-01-31 00:53:50.497012,0 days 00:00:28.135748,attention,0.00014931955353515545,0.0003286842155607897,"{'val_rmse_mean': 1.0179802179336548, 'val_mae_mean': 0.7620691061019897, 'val_r2_mean': -21.585294723510742, 'val_rmse_target_0': 1.068496823310852, 'val_mae_target_0': 0.7175788283348083, 'val_r2_target_0': -21.24197769165039, 'val_rmse_target_1': 0.9694109559059143, 'val_mae_target_1': 0.7134854197502136, 'val_r2_target_1': -26.767175674438477, 'val_rmse_target_2': 1.0234835147857666, 'val_mae_target_2': 0.9016613960266113, 'val_r2_target_2': -22.172168731689453, 'val_rmse_target_3': 1.0105295181274414, 'val_mae_target_3': 0.71555095911026, 'val_r2_target_3': -16.15985679626465}",COMPLETE
3,0.3862164195075079,2026-01-31 00:53:50.613117,2026-01-31 00:54:19.483809,0 days 00:00:28.870692,attention,0.00012294458893577712,8.206174411896045e-05,"{'val_rmse_mean': 1.007859468460083, 'val_mae_mean': 0.7208499908447266, 'val_r2_mean': -20.18998908996582, 'val_rmse_target_0': 0.9748749732971191, 'val_mae_target_0': 0.5695342421531677, 'val_r2_target_0': -14.711563110351562, 'val_rmse_target_1': 1.0662124156951904, 'val_mae_target_1': 0.7592905759811401, 'val_r2_target_1': -24.975723266601562, 'val_rmse_target_2': 0.9760686755180359, 'val_mae_target_2': 0.8321330547332764, 'val_r2_target_2': -21.960853576660156, 'val_rmse_target_3': 1.0142815113067627, 'val_mae_target_3': 0.7224422097206116, 'val_r2_target_3': -19.111820220947266}",COMPLETE
4,0.3531859877208869,2026-01-31 00:54:19.600224,2026-01-31 00:54:46.602528,0 days 00:00:27.002304,mean,0.00032983659849039203,2.5591086655018352e-05,"{'val_rmse_mean': 0.9239916801452637, 'val_mae_mean': 0.6942328810691833, 'val_r2_mean': -10.305624008178711, 'val_rmse_target_0': 0.8472835421562195, 'val_mae_target_0': 0.56369948387146, 'val_r2_target_0': -5.872618675231934, 'val_rmse_target_1': 0.8892791271209717, 'val_mae_target_1': 0.6607645750045776, 'val_r2_target_1': -5.761102676391602, 'val_rmse_target_2': 0.9262771010398865, 'val_mae_target_2': 0.8134945034980774, 'val_r2_target_2': -8.555590629577637, 'val_rmse_target_3': 1.033126950263977, 'val_mae_target_3': 0.7389728426933289, 'val_r2_target_3': -21.033184051513672}",COMPLETE
5,0.4676260412843139,2026-01-31 00:54:46.718847,2026-01-31 00:55:15.047123,0 days 00:00:28.328276,attention,0.009341598122962919,6.793366719867838e-06,"{'val_rmse_mean': 1.0584458112716675, 'val_mae_mean': 0.8427563905715942, 'val_r2_mean': -0.9307574033737183, 'val_rmse_target_0': 1.0947825908660889, 'val_mae_target_0': 0.7671328186988831, 'val_r2_target_0': -0.9463480710983276, 'val_rmse_target_1': 1.0089694261550903, 'val_mae_target_1': 0.8196550011634827, 'val_r2_target_1': -0.5332800149917603, 'val_rmse_target_2': 1.2049298286437988, 'val_mae_target_2': 1.0361077785491943, 'val_r2_target_2': -0.9366748332977295, 'val_rmse_target_3': 0.9251014590263367, 'val_mae_target_3': 0.7481297850608826, 'val_r2_target_3': -1.3067269325256348}",COMPLETE
6,0.4338053732558533,2026-01-31 00:55:15.162676,2026-01-31 00:55:43.575923,0 days 00:00:28.413247,attention,0.004124773715363924,0.0023692182763143488,"{'val_rmse_mean': 1.0473216772079468, 'val_mae_mean': 0.7888003587722778, 'val_r2_mean': -0.9629907011985779, 'val_rmse_target_0': 0.9787154197692871, 'val_mae_target_0': 0.6428589820861816, 'val_r2_target_0': -0.8501230478286743, 'val_rmse_target_1': 1.044758915901184, 'val_mae_target_1': 0.8043239712715149, 'val_r2_target_1': -1.1272969245910645, 'val_rmse_target_2': 1.1560816764831543, 'val_mae_target_2': 0.9014137387275696, 'val_r2_target_2': -0.2858119010925293, 'val_rmse_target_3': 1.0097308158874512, 'val_mae_target_3': 0.8066048622131348, 'val_r2_target_3': -1.588730812072754}",COMPLETE
7,0.5083622719954561,2026-01-31 00:55:43.693231,2026-01-31 00:56:09.359910,0 days 00:00:25.666679,attention,0.0038789294935575127,0.00015550810400937054,"{'val_rmse_mean': 1.108895182609558, 'val_mae_mean': 0.8834444284439087, 'val_r2_mean': -1.0170068740844727, 'val_rmse_target_0': 1.022316575050354, 'val_mae_target_0': 0.7440005540847778, 'val_r2_target_0': -0.6918286085128784, 'val_rmse_target_1': 1.1208792924880981, 'val_mae_target_1': 0.8865230083465576, 'val_r2_target_1': -0.7138580083847046, 'val_rmse_target_2': 1.2835557460784912, 'val_mae_target_2': 1.0608824491500854, 'val_r2_target_2': -0.539828896522522, 'val_rmse_target_3': 1.0088289976119995, 'val_mae_target_3': 0.8423717021942139, 'val_r2_target_3': -2.122512102127075}",COMPLETE
8,0.4361369384935609,2026-01-31 00:56:09.475419,2026-01-31 00:56:37.787477,0 days 00:00:28.312058,attention,0.0042486699077764175,0.00018414373697213008,"{'val_rmse_mean': 1.0263198614120483, 'val_mae_mean': 0.7875737547874451, 'val_r2_mean': -1.1183278560638428, 'val_rmse_target_0': 0.8975730538368225, 'val_mae_target_0': 0.6108791828155518, 'val_r2_target_0': -0.7323299646377563, 'val_rmse_target_1': 0.9727749824523926, 'val_mae_target_1': 0.7731853723526001, 'val_r2_target_1': -0.9238214492797852, 'val_rmse_target_2': 1.0327116250991821, 'val_mae_target_2': 0.8189122080802917, 'val_r2_target_2': -0.6507346630096436, 'val_rmse_target_3': 1.20222008228302, 'val_mae_target_3': 0.9473183155059814, 'val_r2_target_3': -2.1664252281188965}",COMPLETE
9,0.3960339042737528,2026-01-31 00:56:37.902872,2026-01-31 00:57:03.606632,0 days 00:00:25.703760,mean,0.0001943843287019958,1.2008196054225723e-05,"{'val_rmse_mean': 0.9924825429916382, 'val_mae_mean': 0.7496224641799927, 'val_r2_mean': -19.07576560974121, 'val_rmse_target_0': 0.9757494330406189, 'val_mae_target_0': 0.6544366478919983, 'val_r2_target_0': -10.842550277709961, 'val_rmse_target_1': 1.03252112865448, 'val_mae_target_1': 0.7800791263580322, 'val_r2_target_1': -18.763683319091797, 'val_rmse_target_2': 1.0015995502471924, 'val_mae_target_2': 0.8549376726150513, 'val_r2_target_2': -22.325294494628906, 'val_rmse_target_3': 0.9600602388381958, 'val_mae_target_3': 0.7090362906455994, 'val_r2_target_3': -24.37153434753418}",COMPLETE
10,0.36508109144590517,2026-01-31 00:57:03.722740,2026-01-31 00:57:29.416423,0 days 00:00:25.693683,mean,0.0004801844254043164,1.131744758203311e-06,"{'val_rmse_mean': 0.9405685663223267, 'val_mae_mean': 0.7124576568603516, 'val_r2_mean': -8.069351196289062, 'val_rmse_target_0': 0.8701799511909485, 'val_mae_target_0': 0.5440420508384705, 'val_r2_target_0': -3.695446014404297, 'val_rmse_target_1': 0.9480103254318237, 'val_mae_target_1': 0.6977425813674927, 'val_r2_target_1': -8.310356140136719, 'val_rmse_target_2': 0.9785122871398926, 'val_mae_target_2': 0.8710563778877258, 'val_r2_target_2': -10.146413803100586, 'val_rmse_target_3': 0.9655717611312866, 'val_mae_target_3': 0.7369896173477173, 'val_r2_target_3': -10.125189781188965}",COMPLETE
11,0.3820958736318129,2026-01-31 00:57:29.532846,2026-01-31 00:57:55.541227,0 days 00:00:26.008381,mean,0.0004625810620269645,1.2321391007059801e-06,"{'val_rmse_mean': 0.9751281142234802, 'val_mae_mean': 0.7244104146957397, 'val_r2_mean': -12.073503494262695, 'val_rmse_target_0': 0.9652958512306213, 'val_mae_target_0': 0.6205780506134033, 'val_r2_target_0': -5.797011375427246, 'val_rmse_target_1': 0.9118804931640625, 'val_mae_target_1': 0.6393041014671326, 'val_r2_target_1': -16.061613082885742, 'val_rmse_target_2': 1.0093426704406738, 'val_mae_target_2': 0.8922073245048523, 'val_r2_target_2': -8.416299819946289, 'val_rmse_target_3': 1.013993501663208, 'val_mae_target_3': 0.7455521821975708, 'val_r2_target_3': -18.019092559814453}",COMPLETE
12,0.36988132129664775,2026-01-31 00:57:55.656713,2026-01-31 00:58:21.659318,0 days 00:00:26.002605,mean,0.0004852318387375906,1.186585382141838e-06,"{'val_rmse_mean': 0.9609317779541016, 'val_mae_mean': 0.7052600383758545, 'val_r2_mean': -10.077518463134766, 'val_rmse_target_0': 0.8911030292510986, 'val_mae_target_0': 0.5566100478172302, 'val_r2_target_0': -6.115142822265625, 'val_rmse_target_1': 0.9725852608680725, 'val_mae_target_1': 0.7073323130607605, 'val_r2_target_1': -10.27283000946045, 'val_rmse_target_2': 0.9609179496765137, 'val_mae_target_2': 0.8174033761024475, 'val_r2_target_2': -9.166644096374512, 'val_rmse_target_3': 1.0191208124160767, 'val_mae_target_3': 0.739694356918335, 'val_r2_target_3': -14.755454063415527}",COMPLETE
13,0.381784424116766,2026-01-31 00:58:21.775635,2026-01-31 00:58:47.368257,0 days 00:00:25.592622,mean,0.0004178561926774719,4.240979745840081e-06,"{'val_rmse_mean': 0.9689682722091675, 'val_mae_mean': 0.7152144312858582, 'val_r2_mean': -10.9365816116333, 'val_rmse_target_0': 0.9119178056716919, 'val_mae_target_0': 0.5675680637359619, 'val_r2_target_0': -7.977204322814941, 'val_rmse_target_1': 0.9805803298950195, 'val_mae_target_1': 0.7011258602142334, 'val_r2_target_1': -9.624584197998047, 'val_rmse_target_2': 0.9972384572029114, 'val_mae_target_2': 0.8630509972572327, 'val_r2_target_2': -10.639666557312012, 'val_rmse_target_3': 0.9861365556716919, 'val_mae_target_3': 0.7291128635406494, 'val_r2_target_3': -15.504875183105469}",COMPLETE
14,0.360891153001123,2026-01-31 00:58:47.484031,2026-01-31 00:59:13.552471,0 days 00:00:26.068440,mean,0.0011331122050785131,4.315323121178358e-05,"{'val_rmse_mean': 0.9374982118606567, 'val_mae_mean': 0.7065902948379517, 'val_r2_mean': -3.1115057468414307, 'val_rmse_target_0': 0.9181234836578369, 'val_mae_target_0': 0.6076256036758423, 'val_r2_target_0': -1.5472023487091064, 'val_rmse_target_1': 0.9656215906143188, 'val_mae_target_1': 0.6679041385650635, 'val_r2_target_1': -3.570065498352051, 'val_rmse_target_2': 0.9179246425628662, 'val_mae_target_2': 0.806499719619751, 'val_r2_target_2': -2.200490951538086, 'val_rmse_target_3': 0.9483231902122498, 'val_mae_target_3': 0.7443318367004395, 'val_r2_target_3': -5.128264904022217}",COMPLETE
15,0.35816157629920375,2026-01-31 00:59:13.669167,2026-01-31 00:59:39.650075,0 days 00:00:25.980908,mean,0.0011116153198059294,3.816434569494161e-05,"{'val_rmse_mean': 0.9226914644241333, 'val_mae_mean': 0.7056745290756226, 'val_r2_mean': -2.9424986839294434, 'val_rmse_target_0': 0.8570521473884583, 'val_mae_target_0': 0.5829267501831055, 'val_r2_target_0': -1.3540558815002441, 'val_rmse_target_1': 0.9482760429382324, 'val_mae_target_1': 0.672073245048523, 'val_r2_target_1': -3.8426389694213867, 'val_rmse_target_2': 0.9241064190864563, 'val_mae_target_2': 0.8127967715263367, 'val_r2_target_2': -1.9003996849060059, 'val_rmse_target_3': 0.9613313674926758, 'val_mae_target_3': 0.7549013495445251, 'val_r2_target_3': -4.672898769378662}",COMPLETE
16,0.37131054257905044,2026-01-31 00:59:39.766654,2026-01-31 01:00:04.066463,0 days 00:00:24.299809,mean,0.0002904309535656695,0.0006026863165960817,"{'val_rmse_mean': 0.9635348916053772, 'val_mae_mean': 0.718473494052887, 'val_r2_mean': -13.727596282958984, 'val_rmse_target_0': 0.9401484131813049, 'val_mae_target_0': 0.6178975701332092, 'val_r2_target_0': -9.210761070251465, 'val_rmse_target_1': 0.9748528003692627, 'val_mae_target_1': 0.6910624504089355, 'val_r2_target_1': -11.266746520996094, 'val_rmse_target_2': 0.966719925403595, 'val_mae_target_2': 0.8767845034599304, 'val_r2_target_2': -17.206220626831055, 'val_rmse_target_3': 0.9724185466766357, 'val_mae_target_3': 0.6881495118141174, 'val_r2_target_3': -17.226652145385742}",COMPLETE
