,mean_weight
0,0.050160795
1,0.05024357
2,0.050387584
3,0.050071932
4,0.049674958
5,0.049879894
6,0.04961522
7,0.049903356
8,0.050217282
9,0.050102662
10,0.04997151
11,0.050102938
12,0.049845897
13,0.049985856
14,0.049877677
15,0.049708385
16,0.050529692
17,0.04983593
18,0.050053447
19,0.049831416
