,mean_weight
0,0.029428924
1,0.029322784
2,0.029611645
3,0.019190382
4,0.03418025
5,0.09396119
6,0.13001764
7,0.057834323
8,0.04189802
9,0.088729426
10,0.019413777
11,0.01967157
12,0.019587114
13,0.019830009
14,0.02109187
15,0.032912858
16,0.044502206
17,0.054956533
18,0.085850656
19,0.12800886
