epoch,train_loss,val_loss
1,0.44769352674484253,0.6433814167976379
2,0.4027615413069725,0.6067093014717102
3,0.35258782282471657,0.5781171917915344
4,0.3476397916674614,0.5590204000473022
5,0.3114980608224869,0.5488184690475464
6,0.2929096929728985,0.5463861227035522
7,0.26508941873908043,0.5585235953330994
8,0.2461661696434021,0.5772600173950195
