parameter,importance
lr,0.7074015308111884
regressor_dim,0.10983836196360604
weight_decay,0.07089721389215357
dropout_reg,0.03943621665566773
lstm_hidden_dim,0.03023400469024686
dropout_lstm,0.012329749183720469
path_dim,0.00975490997157723
path_aggregation,0.008394448570490522
dropout_path,0.006652288812661596
bidirectional,0.0031523803177053384
lstm_layers,0.001908895130982215
batch_size,0.0
