number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.3722252678107907,2026-02-03 20:09:40.118877,2026-02-03 20:10:23.364250,0 days 00:00:43.245373,16,0.2898140565601979,0.00016490502239831502,2,mean,16,128,16,0.0012738196464012511,"{'val_rmse_mean': 0.9115840792655945, 'val_mae_mean': 0.7428298592567444, 'val_r2_mean': -11.788557052612305, 'val_rmse_target_0': 0.9115840792655945, 'val_mae_target_0': 0.7428298592567444, 'val_r2_target_0': -11.788557052612305}",COMPLETE
1,0.3995849286639323,2026-02-03 20:10:23.549300,2026-02-03 20:11:07.370561,0 days 00:00:43.821261,16,0.3304256749584318,0.0003753481093214221,2,mean,8,64,16,0.002854676382929657,"{'val_rmse_mean': 0.9468539357185364, 'val_mae_mean': 0.7725063562393188, 'val_r2_mean': -5.538918495178223, 'val_rmse_target_0': 0.9468539357185364, 'val_mae_target_0': 0.7725063562393188, 'val_r2_target_0': -5.538918495178223}",COMPLETE
2,0.37997664494671174,2026-02-03 20:11:07.554109,2026-02-03 20:11:51.172134,0 days 00:00:43.618025,16,0.29018873303116577,0.00017617344210626092,2,mean,8,256,16,0.002737300718594905,"{'val_rmse_mean': 0.9191554188728333, 'val_mae_mean': 0.7491740584373474, 'val_r2_mean': -5.219730377197266, 'val_rmse_target_0': 0.9191554188728333, 'val_mae_target_0': 0.7491740584373474, 'val_r2_target_0': -5.219730377197266}",COMPLETE
3,0.4082373454851525,2026-02-03 20:11:51.355906,2026-02-03 20:12:33.691583,0 days 00:00:42.335677,16,0.20122976614816318,8.003358370027228e-05,2,mean,16,64,16,0.009274433594788705,"{'val_rmse_mean': 0.9638658761978149, 'val_mae_mean': 0.8008496165275574, 'val_r2_mean': -60.08099365234375, 'val_rmse_target_0': 0.9638658761978149, 'val_mae_target_0': 0.8008496165275574, 'val_r2_target_0': -60.08099365234375}",COMPLETE
4,0.4376559171187519,2026-02-03 20:12:33.874225,2026-02-03 20:13:14.986248,0 days 00:00:41.112023,16,0.341877122044094,0.00029808563057960434,2,mean,4,256,16,0.006120146531938566,"{'val_rmse_mean': 0.99659663438797, 'val_mae_mean': 0.8092055320739746, 'val_r2_mean': -2.2553131580352783, 'val_rmse_target_0': 0.99659663438797, 'val_mae_target_0': 0.8092055320739746, 'val_r2_target_0': -2.2553131580352783}",COMPLETE
5,0.37180753727268356,2026-02-03 20:13:15.169340,2026-02-03 20:13:57.826270,0 days 00:00:42.656930,16,0.272202527670215,8.031766012505516e-05,2,mean,4,256,16,0.001983306573187236,"{'val_rmse_mean': 0.9132540225982666, 'val_mae_mean': 0.7526683807373047, 'val_r2_mean': -12.70991039276123, 'val_rmse_target_0': 0.9132540225982666, 'val_mae_target_0': 0.7526683807373047, 'val_r2_target_0': -12.70991039276123}",COMPLETE
6,0.4251669628316045,2026-02-03 20:13:58.012948,2026-02-03 20:14:41.332895,0 days 00:00:43.319947,16,0.43509579991312286,5.48164566641021e-05,2,mean,4,64,16,0.0034556498479637217,"{'val_rmse_mean': 1.0045961141586304, 'val_mae_mean': 0.802083432674408, 'val_r2_mean': -42.11793899536133, 'val_rmse_target_0': 1.0045961141586304, 'val_mae_target_0': 0.802083432674408, 'val_r2_target_0': -42.11793899536133}",COMPLETE
7,0.38164320930459156,2026-02-03 20:14:41.517487,2026-02-03 20:15:22.785928,0 days 00:00:41.268441,16,0.407163555435481,0.00023817410579572996,2,mean,8,256,16,0.009571069409382375,"{'val_rmse_mean': 0.9134863615036011, 'val_mae_mean': 0.7575913071632385, 'val_r2_mean': -3.582149028778076, 'val_rmse_target_0': 0.9134863615036011, 'val_mae_target_0': 0.7575913071632385, 'val_r2_target_0': -3.582149028778076}",COMPLETE
8,0.4148480283940309,2026-02-03 20:15:22.969022,2026-02-03 20:16:05.395742,0 days 00:00:42.426720,16,0.46043531044443026,5.0514827215680704e-05,2,mean,4,64,16,0.0029914132328050227,"{'val_rmse_mean': 0.9892478585243225, 'val_mae_mean': 0.7756888270378113, 'val_r2_mean': -50.95363998413086, 'val_rmse_target_0': 0.9892478585243225, 'val_mae_target_0': 0.7756888270378113, 'val_r2_target_0': -50.95363998413086}",COMPLETE
9,0.3984386201509214,2026-02-03 20:16:05.580540,2026-02-03 20:16:46.953283,0 days 00:00:41.372743,16,0.49963155227483547,0.00022219315343098914,2,mean,8,64,16,0.004845347815385428,"{'val_rmse_mean': 0.9505302309989929, 'val_mae_mean': 0.7861014008522034, 'val_r2_mean': -19.494916915893555, 'val_rmse_target_0': 0.9505302309989929, 'val_mae_target_0': 0.7861014008522034, 'val_r2_target_0': -19.494916915893555}",COMPLETE
