number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.3889297608424116,2026-01-30 16:51:57.586960,2026-01-30 16:52:07.508905,0 days 00:00:09.921945,attention,2,0.356015060070204,64,0.00015225421086178642,0.000626224128489743,"{'val_rmse_mean': 1.0057761669158936, 'val_mae_mean': 0.7292243242263794, 'val_r2_mean': -207.1837158203125, 'val_rmse_target_0': 1.0094358921051025, 'val_mae_target_0': 0.6481773853302002, 'val_r2_target_0': -403.2345275878906, 'val_rmse_target_1': 1.0114489793777466, 'val_mae_target_1': 0.7079524397850037, 'val_r2_target_1': -129.27003479003906, 'val_rmse_target_2': 1.0127696990966797, 'val_mae_target_2': 0.8621769547462463, 'val_r2_target_2': -127.57810974121094, 'val_rmse_target_3': 0.9894501566886902, 'val_mae_target_3': 0.6985903978347778, 'val_r2_target_3': -168.65216064453125}",COMPLETE
1,0.38312093506532685,2026-01-30 16:52:07.592886,2026-01-30 16:52:17.425802,0 days 00:00:09.832916,mean,2,0.293208523927623,64,0.0003348483332640911,3.174036886200032e-05,"{'val_rmse_mean': 1.0001070499420166, 'val_mae_mean': 0.7257481813430786, 'val_r2_mean': -177.99151611328125, 'val_rmse_target_0': 1.001204490661621, 'val_mae_target_0': 0.6348889470100403, 'val_r2_target_0': -134.55641174316406, 'val_rmse_target_1': 1.028622031211853, 'val_mae_target_1': 0.7207815647125244, 'val_r2_target_1': -275.3377380371094, 'val_rmse_target_2': 0.9784445762634277, 'val_mae_target_2': 0.8437409400939941, 'val_r2_target_2': -107.74003601074219, 'val_rmse_target_3': 0.9921571612358093, 'val_mae_target_3': 0.7035813331604004, 'val_r2_target_3': -194.33189392089844}",COMPLETE
2,0.4236821973765338,2026-01-30 16:52:17.511669,2026-01-30 16:52:27.400721,0 days 00:00:09.889052,mean,2,0.09992745460393271,64,0.002672189287570353,4.8509570460798885e-05,"{'val_rmse_mean': 1.0315659046173096, 'val_mae_mean': 0.7864744663238525, 'val_r2_mean': -2.6856908798217773, 'val_rmse_target_0': 0.9817594885826111, 'val_mae_target_0': 0.6501068472862244, 'val_r2_target_0': -3.4779067039489746, 'val_rmse_target_1': 1.0771772861480713, 'val_mae_target_1': 0.7394173741340637, 'val_r2_target_1': -2.530818223953247, 'val_rmse_target_2': 0.9752393960952759, 'val_mae_target_2': 0.8437961935997009, 'val_r2_target_2': -1.1403636932373047, 'val_rmse_target_3': 1.0920872688293457, 'val_mae_target_3': 0.9125775098800659, 'val_r2_target_3': -3.593674659729004}",COMPLETE
3,0.38890757922221114,2026-01-30 16:52:27.477466,2026-01-30 16:52:38.001830,0 days 00:00:10.524364,attention,3,0.10392620130399721,64,0.0001835455889998459,0.0012688248010336344,"{'val_rmse_mean': 1.005789875984192, 'val_mae_mean': 0.7306591272354126, 'val_r2_mean': -254.8017578125, 'val_rmse_target_0': 1.0063666105270386, 'val_mae_target_0': 0.6597470641136169, 'val_r2_target_0': -255.89724731445312, 'val_rmse_target_1': 1.0028049945831299, 'val_mae_target_1': 0.7034270167350769, 'val_r2_target_1': -172.20803833007812, 'val_rmse_target_2': 1.0131182670593262, 'val_mae_target_2': 0.8658058047294617, 'val_r2_target_2': -249.1173553466797, 'val_rmse_target_3': 1.000869870185852, 'val_mae_target_3': 0.6936565637588501, 'val_r2_target_3': -341.9842529296875}",COMPLETE
4,0.38227983177812014,2026-01-30 16:52:38.083382,2026-01-30 16:52:47.740316,0 days 00:00:09.656934,mean,2,0.4540793218492033,32,0.0004874526828446639,8.647617712789805e-05,"{'val_rmse_mean': 0.9968209266662598, 'val_mae_mean': 0.7137362360954285, 'val_r2_mean': -130.38433837890625, 'val_rmse_target_0': 1.0051636695861816, 'val_mae_target_0': 0.6031323671340942, 'val_r2_target_0': -121.28673553466797, 'val_rmse_target_1': 1.0063194036483765, 'val_mae_target_1': 0.7038075923919678, 'val_r2_target_1': -123.45381927490234, 'val_rmse_target_2': 0.9827596545219421, 'val_mae_target_2': 0.8430456519126892, 'val_r2_target_2': -123.15432739257812, 'val_rmse_target_3': 0.9930408596992493, 'val_mae_target_3': 0.7049593925476074, 'val_r2_target_3': -153.6425018310547}",COMPLETE
5,0.38415708972348106,2026-01-30 16:52:47.826757,2026-01-30 16:52:57.931435,0 days 00:00:10.104678,attention,1,0.3107317952657233,32,0.00011099465581041299,0.0011465080678684154,"{'val_rmse_mean': 1.000500202178955, 'val_mae_mean': 0.7308268547058105, 'val_r2_mean': -62.06813049316406, 'val_rmse_target_0': 1.0092757940292358, 'val_mae_target_0': 0.6791596412658691, 'val_r2_target_0': -71.63790893554688, 'val_rmse_target_1': 1.0092289447784424, 'val_mae_target_1': 0.7061150074005127, 'val_r2_target_1': -68.0504150390625, 'val_rmse_target_2': 0.9822116494178772, 'val_mae_target_2': 0.8269848823547363, 'val_r2_target_2': -57.075035095214844, 'val_rmse_target_3': 1.0012844800949097, 'val_mae_target_3': 0.7110477685928345, 'val_r2_target_3': -51.50917434692383}",COMPLETE
6,0.39612696581968554,2026-01-30 16:52:58.018209,2026-01-30 16:53:07.293756,0 days 00:00:09.275547,attention,1,0.42848767328399573,32,0.000611877816779117,7.103793390729413e-05,"{'val_rmse_mean': 1.0134421586990356, 'val_mae_mean': 0.743130624294281, 'val_r2_mean': -78.21400451660156, 'val_rmse_target_0': 1.0229369401931763, 'val_mae_target_0': 0.6629963517189026, 'val_r2_target_0': -102.26953887939453, 'val_rmse_target_1': 1.004244089126587, 'val_mae_target_1': 0.7192686796188354, 'val_r2_target_1': -62.124664306640625, 'val_rmse_target_2': 0.9987803101539612, 'val_mae_target_2': 0.8697976469993591, 'val_r2_target_2': -37.3796272277832, 'val_rmse_target_3': 1.0278071165084839, 'val_mae_target_3': 0.7204596996307373, 'val_r2_target_3': -111.08220672607422}",COMPLETE
7,0.40560884994489177,2026-01-30 16:53:07.379585,2026-01-30 16:53:16.832783,0 days 00:00:09.453198,mean,3,0.25451354689045635,64,0.0032844644944447364,0.00011156748479167082,"{'val_rmse_mean': 1.0097695589065552, 'val_mae_mean': 0.768295407295227, 'val_r2_mean': -4.095246315002441, 'val_rmse_target_0': 0.9801060557365417, 'val_mae_target_0': 0.6314895749092102, 'val_r2_target_0': -6.465319633483887, 'val_rmse_target_1': 1.0162369012832642, 'val_mae_target_1': 0.7135443687438965, 'val_r2_target_1': -2.210059642791748, 'val_rmse_target_2': 0.9667609333992004, 'val_mae_target_2': 0.8502140641212463, 'val_r2_target_2': -1.437082290649414, 'val_rmse_target_3': 1.0759745836257935, 'val_mae_target_3': 0.8779337406158447, 'val_r2_target_3': -6.268524169921875}",COMPLETE
8,0.4036146951494394,2026-01-30 16:53:16.918455,2026-01-30 16:53:26.641589,0 days 00:00:09.723134,attention,3,0.22122132916994391,32,0.0016123445548622036,0.00016593446250003576,"{'val_rmse_mean': 1.0347944498062134, 'val_mae_mean': 0.7490718960762024, 'val_r2_mean': -58.455589294433594, 'val_rmse_target_0': 1.0071078538894653, 'val_mae_target_0': 0.6353375911712646, 'val_r2_target_0': -106.69275665283203, 'val_rmse_target_1': 1.0674208402633667, 'val_mae_target_1': 0.7175967693328857, 'val_r2_target_1': -45.537437438964844, 'val_rmse_target_2': 1.0214118957519531, 'val_mae_target_2': 0.9068774580955505, 'val_r2_target_2': -4.2477192878723145, 'val_rmse_target_3': 1.043237328529358, 'val_mae_target_3': 0.7364757061004639, 'val_r2_target_3': -77.3444595336914}",COMPLETE
9,0.42470812735458213,2026-01-30 16:53:26.728347,2026-01-30 16:53:36.204989,0 days 00:00:09.476642,attention,3,0.25989015374377733,128,0.002356189098017375,2.4264186431431098e-05,"{'val_rmse_mean': 1.0366013050079346, 'val_mae_mean': 0.7755239009857178, 'val_r2_mean': -3.0234997272491455, 'val_rmse_target_0': 1.0300465822219849, 'val_mae_target_0': 0.6547116637229919, 'val_r2_target_0': -3.7064743041992188, 'val_rmse_target_1': 1.1749703884124756, 'val_mae_target_1': 0.8043316602706909, 'val_r2_target_1': -2.201392889022827, 'val_rmse_target_2': 0.9352567791938782, 'val_mae_target_2': 0.8128281831741333, 'val_r2_target_2': -1.1272876262664795, 'val_rmse_target_3': 1.0061314105987549, 'val_mae_target_3': 0.8302239179611206, 'val_r2_target_3': -5.058843612670898}",COMPLETE
