,mean_weight
0,0.048075363
1,0.048494417
2,0.048379373
3,0.05103418
4,0.047383834
5,0.049563434
6,0.051858414
7,0.047879923
8,0.048519615
9,0.051382538
10,0.05053902
11,0.050611198
12,0.047839534
13,0.0497185
14,0.049716644
15,0.04995235
16,0.052736126
17,0.051748496
18,0.051178753
19,0.053388305
