train_loss,val_loss,epoch
0.4791217961094596,0.4226152002811432,1
0.4483016919006001,0.42365342378616333,2
0.39924363927407697,0.4212164282798767,3
0.38745405592701654,0.42036136984825134,4
0.4059595357288014,0.42070308327674866,5
0.38282415812665765,0.4212599992752075,6
0.3811293217268857,0.41996681690216064,7
0.37481130253184924,0.4185166358947754,8
0.39882612228393555,0.41838565468788147,9
0.3641958643089641,0.4186215400695801,10
0.4196224022995342,0.41930150985717773,11
0.38704664327881555,0.42016011476516724,12
0.3545159778811715,0.4217695891857147,13
0.3561032333157279,0.42054060101509094,14
0.3482947661118074,0.42075368762016296,15
0.33805808357217093,0.42070814967155457,16
0.3501220697706396,0.4205125868320465,17
0.34545688466592267,0.4201315641403198,18
0.34647259387102997,0.42008283734321594,19
0.3363835540684787,0.42020273208618164,20
0.3901573365384882,0.41908150911331177,21
0.3549924384463917,0.4188191592693329,22
0.32981264049356634,0.41823041439056396,23
0.32657254419543524,0.4172848165035248,24
0.32244211299852893,0.41605478525161743,25
0.3277514739470048,0.4151993691921234,26
0.3385484232143922,0.41486242413520813,27
0.3464725451035933,0.41421347856521606,28
0.3151874609968879,0.4135228991508484,29
0.31269194185733795,0.41280508041381836,30
0.32272338325327093,0.4121738374233246,31
0.31306652453812683,0.41187697649002075,32
0.33104815130883997,0.4116328954696655,33
0.33191637017510156,0.4112297594547272,34
0.32323884151198645,0.4106569290161133,35
0.346691141074354,0.4102121591567993,36
0.33810421282594855,0.4103735387325287,37
0.3248405971310355,0.41030412912368774,38
0.3290369984778491,0.41012507677078247,39
0.33567796512083575,0.410121887922287,40
0.3321210443973541,0.41000571846961975,41
0.30485118248245935,0.4099861979484558,42
0.31550558453256433,0.4098450243473053,43
0.3127717524766922,0.40975794196128845,44
0.30349052900617773,0.409699946641922,45
0.3012351258234544,0.40966448187828064,46
0.315447062253952,0.4096592366695404,47
0.29887278242544696,0.40968912839889526,48
0.3152738972143693,0.4096938669681549,49
0.3169532743367282,0.4096895158290863,50
