,mean_weight
0,0.030639073
1,0.034006476
2,0.033069707
3,0.03380368
4,0.059645228
5,0.04871037
6,0.107200004
7,0.020624705
8,0.03159831
9,0.03054239
10,0.04740748
11,0.042179815
12,0.105508626
13,0.066008076
14,0.026658712
15,0.041005284
16,0.032339815
17,0.03974615
18,0.08815318
19,0.08115293
