number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.4853276397442204,2026-02-04 20:31:10.995484,2026-02-04 20:31:47.002513,0 days 00:00:36.007029,mean,1,0.2066949406782954,32,0.0010841059786757484,1.4156682376494158e-05,"{'val_rmse_mean': 1.051790475845337, 'val_mae_mean': 0.8824887275695801, 'val_r2_mean': -4.944250106811523, 'val_rmse_target_0': 1.051790475845337, 'val_mae_target_0': 0.8824887275695801, 'val_r2_target_0': -4.944250106811523}",COMPLETE
1,0.3921187828053479,2026-02-04 20:31:47.256331,2026-02-04 20:32:25.434644,0 days 00:00:38.178313,attention,3,0.1327626106069172,128,0.0002532245215448323,0.0018901065065314675,"{'val_rmse_mean': 0.9534934759140015, 'val_mae_mean': 0.7766804099082947, 'val_r2_mean': -2.712660551071167, 'val_rmse_target_0': 0.9534934759140015, 'val_mae_target_0': 0.7766804099082947, 'val_r2_target_0': -2.712660551071167}",COMPLETE
2,0.39931128467260685,2026-02-04 20:32:25.689246,2026-02-04 20:33:06.047937,0 days 00:00:40.358691,attention,2,0.03860135219715194,128,0.001661163506273422,0.0005171802785825767,"{'val_rmse_mean': 0.9537354707717896, 'val_mae_mean': 0.7860076427459717, 'val_r2_mean': -4.285782814025879, 'val_rmse_target_0': 0.9537354707717896, 'val_mae_target_0': 0.7860076427459717, 'val_r2_target_0': -4.285782814025879}",COMPLETE
3,0.4302739093319461,2026-02-04 20:33:06.302663,2026-02-04 20:33:42.265798,0 days 00:00:35.963135,mean,1,0.18279918852638954,32,0.0004582715777200985,1.0340221011414425e-05,"{'val_rmse_mean': 1.0192316770553589, 'val_mae_mean': 0.7593896389007568, 'val_r2_mean': -15.238424301147461, 'val_rmse_target_0': 1.0192316770553589, 'val_mae_target_0': 0.7593896389007568, 'val_r2_target_0': -15.238424301147461}",COMPLETE
4,0.48017696719034575,2026-02-04 20:33:42.520086,2026-02-04 20:34:21.465766,0 days 00:00:38.945680,attention,2,0.2774809673795951,32,0.0021444466551145914,0.0014052553489223014,"{'val_rmse_mean': 1.0703976154327393, 'val_mae_mean': 0.8493664860725403, 'val_r2_mean': -3.8997435569763184, 'val_rmse_target_0': 1.0703976154327393, 'val_mae_target_0': 0.8493664860725403, 'val_r2_target_0': -3.8997435569763184}",COMPLETE
5,0.42117204967265326,2026-02-04 20:34:21.718536,2026-02-04 20:35:00.046940,0 days 00:00:38.328404,mean,3,0.4673152867476352,64,0.001934088776162442,5.1544368307671314e-05,"{'val_rmse_mean': 0.9659549593925476, 'val_mae_mean': 0.8223159313201904, 'val_r2_mean': -4.420870780944824, 'val_rmse_target_0': 0.9659549593925476, 'val_mae_target_0': 0.8223159313201904, 'val_r2_target_0': -4.420870780944824}",COMPLETE
6,0.43086287522196975,2026-02-04 20:35:00.301989,2026-02-04 20:35:42.286229,0 days 00:00:41.984240,attention,3,0.06935536448580198,32,0.0004111165156957192,0.0002795474949512615,"{'val_rmse_mean': 1.0039256811141968, 'val_mae_mean': 0.8020282983779907, 'val_r2_mean': -5.431268215179443, 'val_rmse_target_0': 1.0039256811141968, 'val_mae_target_0': 0.8020282983779907, 'val_r2_target_0': -5.431268215179443}",COMPLETE
7,0.48530879028516616,2026-02-04 20:35:42.541240,2026-02-04 20:36:20.974172,0 days 00:00:38.432932,attention,2,0.039542189171505815,32,0.004963996965722189,0.0008128371250660868,"{'val_rmse_mean': 1.0633972883224487, 'val_mae_mean': 0.8859100341796875, 'val_r2_mean': -3.0072693824768066, 'val_rmse_target_0': 1.0633972883224487, 'val_mae_target_0': 0.8859100341796875, 'val_r2_target_0': -3.0072693824768066}",COMPLETE
8,0.42387472435883766,2026-02-04 20:36:21.229049,2026-02-04 20:36:58.270649,0 days 00:00:37.041600,mean,2,0.12939497135715156,128,0.0006269369425951039,0.0006909723656165377,"{'val_rmse_mean': 0.9724723100662231, 'val_mae_mean': 0.8282822370529175, 'val_r2_mean': -3.369785785675049, 'val_rmse_target_0': 0.9724723100662231, 'val_mae_target_0': 0.8282822370529175, 'val_r2_target_0': -3.369785785675049}",COMPLETE
9,0.4197530855372962,2026-02-04 20:36:58.527147,2026-02-04 20:37:33.641648,0 days 00:00:35.114501,mean,1,0.1806223031187063,64,0.0007859225230235928,0.00409687102400437,"{'val_rmse_mean': 0.9696987867355347, 'val_mae_mean': 0.8253063559532166, 'val_r2_mean': -4.99436092376709, 'val_rmse_target_0': 0.9696987867355347, 'val_mae_target_0': 0.8253063559532166, 'val_r2_target_0': -4.99436092376709}",COMPLETE
10,0.4164114778665222,2026-02-04 20:37:33.895415,2026-02-04 20:38:14.387464,0 days 00:00:40.492049,attention,3,0.3911521182575812,128,0.0001254987668909142,0.007438384912554426,"{'val_rmse_mean': 1.0296192169189453, 'val_mae_mean': 0.7435066103935242, 'val_r2_mean': -77.47220611572266, 'val_rmse_target_0': 1.0296192169189453, 'val_mae_target_0': 0.7435066103935242, 'val_r2_target_0': -77.47220611572266}",COMPLETE
