number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.4174365262431955,2026-02-03 17:58:07.502715,2026-02-03 17:58:39.360190,0 days 00:00:31.857475,attention,0.0008031908532884315,3.0483391173161475e-05,"{'val_rmse_mean': 0.9469667673110962, 'val_mae_mean': 0.826803982257843, 'val_r2_mean': -1.374439001083374, 'val_rmse_target_0': 0.9469667673110962, 'val_mae_target_0': 0.826803982257843, 'val_r2_target_0': -1.374439001083374}",COMPLETE
1,0.41628837440576816,2026-02-03 17:58:39.536837,2026-02-03 17:59:09.291389,0 days 00:00:29.754552,mean,0.0032135311639277454,0.0010148008913424113,"{'val_rmse_mean': 0.950033962726593, 'val_mae_mean': 0.8191332221031189, 'val_r2_mean': -0.4559258222579956, 'val_rmse_target_0': 0.950033962726593, 'val_mae_target_0': 0.8191332221031189, 'val_r2_target_0': -0.4559258222579956}",COMPLETE
2,0.3674370204793107,2026-02-03 17:59:09.467009,2026-02-03 17:59:39.488194,0 days 00:00:30.021185,mean,0.0006091572851127454,5.223391532535632e-06,"{'val_rmse_mean': 0.9056141972541809, 'val_mae_mean': 0.742243230342865, 'val_r2_mean': -3.2071480751037598, 'val_rmse_target_0': 0.9056141972541809, 'val_mae_target_0': 0.742243230342865, 'val_r2_target_0': -3.2071480751037598}",COMPLETE
3,0.3354259129178158,2026-02-03 17:59:39.665339,2026-02-03 18:00:10.999852,0 days 00:00:31.334513,attention,0.00719080847244077,0.00031249903256870445,"{'val_rmse_mean': 0.867307722568512, 'val_mae_mean': 0.7268412709236145, 'val_r2_mean': -0.34929704666137695, 'val_rmse_target_0': 0.867307722568512, 'val_mae_target_0': 0.7268412709236145, 'val_r2_target_0': -0.34929704666137695}",COMPLETE
4,0.37904183614807185,2026-02-03 18:00:11.177548,2026-02-03 18:00:39.002357,0 days 00:00:27.824809,mean,0.001581431656690043,5.16006824721012e-05,"{'val_rmse_mean': 0.9018704295158386, 'val_mae_mean': 0.7692437767982483, 'val_r2_mean': -1.0337040424346924, 'val_rmse_target_0': 0.9018704295158386, 'val_mae_target_0': 0.7692437767982483, 'val_r2_target_0': -1.0337040424346924}",COMPLETE
5,0.4406702545583593,2026-02-03 18:00:39.179462,2026-02-03 18:01:09.415183,0 days 00:00:30.235721,mean,0.0033991006780690323,0.00016985330441948872,"{'val_rmse_mean': 0.9878262877464294, 'val_mae_mean': 0.8392649292945862, 'val_r2_mean': -0.43338119983673096, 'val_rmse_target_0': 0.9878262877464294, 'val_mae_target_0': 0.8392649292945862, 'val_r2_target_0': -0.43338119983673096}",COMPLETE
6,0.4033072349761992,2026-02-03 18:01:09.592469,2026-02-03 18:01:39.060922,0 days 00:00:29.468453,mean,0.002321472899218697,1.0500330152567282e-06,"{'val_rmse_mean': 0.9366406798362732, 'val_mae_mean': 0.7944144606590271, 'val_r2_mean': -1.1238040924072266, 'val_rmse_target_0': 0.9366406798362732, 'val_mae_target_0': 0.7944144606590271, 'val_r2_target_0': -1.1238040924072266}",COMPLETE
7,0.370075359308868,2026-02-03 18:01:39.239199,2026-02-03 18:02:11.066201,0 days 00:00:31.827002,attention,0.00016874204827631404,0.0007192686252036305,"{'val_rmse_mean': 0.8831043839454651, 'val_mae_mean': 0.7666627168655396, 'val_r2_mean': -5.943570613861084, 'val_rmse_target_0': 0.8831043839454651, 'val_mae_target_0': 0.7666627168655396, 'val_r2_target_0': -5.943570613861084}",COMPLETE
8,0.37456122215048204,2026-02-03 18:02:11.243501,2026-02-03 18:02:40.972217,0 days 00:00:29.728716,mean,0.0023343197252835655,1.0206826219232703e-06,"{'val_rmse_mean': 0.88758385181427, 'val_mae_mean': 0.7576919198036194, 'val_r2_mean': -0.4477776288986206, 'val_rmse_target_0': 0.88758385181427, 'val_mae_target_0': 0.7576919198036194, 'val_r2_target_0': -0.4477776288986206}",COMPLETE
9,0.4297218499403378,2026-02-03 18:02:41.148436,2026-02-03 18:03:13.773066,0 days 00:00:32.624630,attention,0.0001813836807611099,0.0004061351343071521,"{'val_rmse_mean': 0.9789168834686279, 'val_mae_mean': 0.8295512199401855, 'val_r2_mean': -5.76997184753418, 'val_rmse_target_0': 0.9789168834686279, 'val_mae_target_0': 0.8295512199401855, 'val_r2_target_0': -5.76997184753418}",COMPLETE
10,0.3974905061509667,2026-02-03 18:03:13.951408,2026-02-03 18:03:45.289573,0 days 00:00:31.338165,attention,0.009744371890441162,0.008997850925188027,"{'val_rmse_mean': 0.92620849609375, 'val_mae_mean': 0.8116748929023743, 'val_r2_mean': -0.1906437873840332, 'val_rmse_target_0': 0.92620849609375, 'val_mae_target_0': 0.8116748929023743, 'val_r2_target_0': -0.1906437873840332}",COMPLETE
11,0.3761261921910638,2026-02-03 18:03:45.465755,2026-02-03 18:04:18.038363,0 days 00:00:32.572608,attention,0.0005182951614648056,9.344600623669277e-06,"{'val_rmse_mean': 0.8963254690170288, 'val_mae_mean': 0.7880828380584717, 'val_r2_mean': -2.551926374435425, 'val_rmse_target_0': 0.8963254690170288, 'val_mae_target_0': 0.7880828380584717, 'val_r2_target_0': -2.551926374435425}",COMPLETE
12,0.42423678900080697,2026-02-03 18:04:18.214415,2026-02-03 18:04:50.397720,0 days 00:00:32.183305,attention,0.0004234300540307434,8.179238886094805e-06,"{'val_rmse_mean': 0.9586572051048279, 'val_mae_mean': 0.8467680811882019, 'val_r2_mean': -2.0058085918426514, 'val_rmse_target_0': 0.9586572051048279, 'val_mae_target_0': 0.8467680811882019, 'val_r2_target_0': -2.0058085918426514}",COMPLETE
13,0.49099826671321084,2026-02-03 18:04:50.576102,2026-02-03 18:05:19.395534,0 days 00:00:28.819432,mean,0.009548187505349567,0.003521756377099208,"{'val_rmse_mean': 1.0570911169052124, 'val_mae_mean': 0.9116635918617249, 'val_r2_mean': -0.12265634536743164, 'val_rmse_target_0': 1.0570911169052124, 'val_mae_target_0': 0.9116635918617249, 'val_r2_target_0': -0.12265634536743164}",COMPLETE
14,0.3994375793263316,2026-02-03 18:05:19.572810,2026-02-03 18:05:49.707680,0 days 00:00:30.134870,mean,0.0003487083821418152,5.09935558623095e-06,"{'val_rmse_mean': 0.9212449193000793, 'val_mae_mean': 0.8223865032196045, 'val_r2_mean': -11.040472030639648, 'val_rmse_target_0': 0.9212449193000793, 'val_mae_target_0': 0.8223865032196045, 'val_r2_target_0': -11.040472030639648}",COMPLETE
15,0.3927367652197265,2026-02-03 18:05:49.883680,2026-02-03 18:06:22.158744,0 days 00:00:32.275064,attention,0.00102235082461172,0.00016411650213137162,"{'val_rmse_mean': 0.9180504083633423, 'val_mae_mean': 0.784310519695282, 'val_r2_mean': -1.0266392230987549, 'val_rmse_target_0': 0.9180504083633423, 'val_mae_target_0': 0.784310519695282, 'val_r2_target_0': -1.0266392230987549}",COMPLETE
16,0.3559219233736965,2026-02-03 18:06:22.337039,2026-02-03 18:06:55.210163,0 days 00:00:32.873124,attention,0.0003143859001553512,3.796608875537662e-05,"{'val_rmse_mean': 0.8677582144737244, 'val_mae_mean': 0.7568641901016235, 'val_r2_mean': -4.673680782318115, 'val_rmse_target_0': 0.8677582144737244, 'val_mae_target_0': 0.7568641901016235, 'val_r2_target_0': -4.673680782318115}",COMPLETE
17,0.4170132119106711,2026-02-03 18:06:55.387743,2026-02-03 18:07:27.572916,0 days 00:00:32.185173,attention,0.00011650731445429195,4.918577581129493e-05,"{'val_rmse_mean': 0.9496168494224548, 'val_mae_mean': 0.8330108523368835, 'val_r2_mean': -19.744638442993164, 'val_rmse_target_0': 0.9496168494224548, 'val_mae_target_0': 0.8330108523368835, 'val_r2_target_0': -19.744638442993164}",COMPLETE
18,0.3532081670973976,2026-02-03 18:07:27.748829,2026-02-03 18:07:59.899157,0 days 00:00:32.150328,attention,0.005853678146483809,2.183863604169625e-05,"{'val_rmse_mean': 0.8844444155693054, 'val_mae_mean': 0.7192009091377258, 'val_r2_mean': -0.8716827630996704, 'val_rmse_target_0': 0.8844444155693054, 'val_mae_target_0': 0.7192009091377258, 'val_r2_target_0': -0.8716827630996704}",COMPLETE
19,0.440154050048915,2026-02-03 18:08:00.077167,2026-02-03 18:08:31.932028,0 days 00:00:31.854861,attention,0.005773235655614303,0.0022058883812272976,"{'val_rmse_mean': 0.9974802732467651, 'val_mae_mean': 0.7973421812057495, 'val_r2_mean': -0.6614565849304199, 'val_rmse_target_0': 0.9974802732467651, 'val_mae_target_0': 0.7973421812057495, 'val_r2_target_0': -0.6614565849304199}",COMPLETE
20,0.4100442708694135,2026-02-03 18:08:32.109691,2026-02-03 18:09:03.709035,0 days 00:00:31.599344,attention,0.005217564148726505,0.0002904154550886583,"{'val_rmse_mean': 0.9624589681625366, 'val_mae_mean': 0.8028583526611328, 'val_r2_mean': -0.7668620347976685, 'val_rmse_target_0': 0.9624589681625366, 'val_mae_target_0': 0.8028583526611328, 'val_r2_target_0': -0.7668620347976685}",COMPLETE
