,mean_weight
0,0.050498545
1,0.053233303
2,0.051676955
3,0.04758834
4,0.04973326
5,0.047520623
6,0.048441622
7,0.049723882
8,0.05320495
9,0.052212834
10,0.05071395
11,0.04737336
12,0.05251851
13,0.04957482
14,0.047257606
15,0.05099887
16,0.050473183
17,0.046458516
18,0.048839234
19,0.05195767
