number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.3901383926471074,2026-02-01 17:25:43.384186,2026-02-01 17:26:20.042764,0 days 00:00:36.658578,16,0.4854204309010693,7.157331734988076e-05,2,mean,4,256,16,0.008230890885145187,"{'val_rmse_mean': 0.9673724174499512, 'val_mae_mean': 0.7471948862075806, 'val_r2_mean': -39.532371520996094, 'val_rmse_target_0': 1.0357422828674316, 'val_mae_target_0': 0.6607571840286255, 'val_r2_target_0': -56.722660064697266, 'val_rmse_target_1': 0.9428861141204834, 'val_mae_target_1': 0.6491881608963013, 'val_r2_target_1': -34.72811508178711, 'val_rmse_target_2': 0.9572699666023254, 'val_mae_target_2': 0.8061234951019287, 'val_r2_target_2': -17.331104278564453, 'val_rmse_target_3': 0.9731686115264893, 'val_mae_target_3': 0.7273471355438232, 'val_r2_target_3': -23.26754379272461, 'val_rmse_target_4': 0.9373804330825806, 'val_mae_target_4': 0.7929226160049438, 'val_r2_target_4': -16.710546493530273, 'val_rmse_target_5': 0.9351610541343689, 'val_mae_target_5': 0.7504577040672302, 'val_r2_target_5': -17.31182289123535, 'val_rmse_target_6': 0.8519269824028015, 'val_mae_target_6': 0.7297791242599487, 'val_r2_target_6': -11.048080444335938, 'val_rmse_target_7': 0.9641614556312561, 'val_mae_target_7': 0.7956520915031433, 'val_r2_target_7': -31.804264068603516, 'val_rmse_target_8': 1.018984079360962, 'val_mae_target_8': 0.8445512056350708, 'val_r2_target_8': -162.90809631347656, 'val_rmse_target_9': 0.9499768614768982, 'val_mae_target_9': 0.7269167900085449, 'val_r2_target_9': -21.780515670776367, 'val_rmse_target_10': 1.0056451559066772, 'val_mae_target_10': 0.7820214629173279, 'val_r2_target_10': -30.109386444091797, 'val_rmse_target_11': 1.0360567569732666, 'val_mae_target_11': 0.7356833219528198, 'val_r2_target_11': -60.93947219848633, 'val_rmse_target_12': 1.0000929832458496, 'val_mae_target_12': 0.7065956592559814, 'val_r2_target_12': -47.818355560302734, 'val_rmse_target_13': 0.9347617626190186, 'val_mae_target_13': 0.7527328729629517, 'val_r2_target_13': -20.973142623901367}",COMPLETE
1,0.38341164202601824,2026-02-01 17:26:20.112510,2026-02-01 17:26:56.039485,0 days 00:00:35.926975,16,0.37033293602184947,0.00036267411823691755,2,mean,4,256,16,0.0015960302116844976,"{'val_rmse_mean': 0.9504112601280212, 'val_mae_mean': 0.7412170171737671, 'val_r2_mean': -8.10012435913086, 'val_rmse_target_0': 1.062061071395874, 'val_mae_target_0': 0.7093112468719482, 'val_r2_target_0': -13.660995483398438, 'val_rmse_target_1': 0.9720917344093323, 'val_mae_target_1': 0.7043291926383972, 'val_r2_target_1': -5.707003116607666, 'val_rmse_target_2': 0.92522794008255, 'val_mae_target_2': 0.7584831714630127, 'val_r2_target_2': -2.562828540802002, 'val_rmse_target_3': 0.9665024876594543, 'val_mae_target_3': 0.7433212995529175, 'val_r2_target_3': -3.619823455810547, 'val_rmse_target_4': 0.8850190043449402, 'val_mae_target_4': 0.6983498334884644, 'val_r2_target_4': -1.2283272743225098, 'val_rmse_target_5': 0.7593147158622742, 'val_mae_target_5': 0.610832154750824, 'val_r2_target_5': -0.18882179260253906, 'val_rmse_target_6': 0.757413387298584, 'val_mae_target_6': 0.6481688022613525, 'val_r2_target_6': -0.21042263507843018, 'val_rmse_target_7': 0.941731333732605, 'val_mae_target_7': 0.7668429613113403, 'val_r2_target_7': -1.8519563674926758, 'val_rmse_target_8': 1.1114000082015991, 'val_mae_target_8': 0.940750241279602, 'val_r2_target_8': -41.05674743652344, 'val_rmse_target_9': 0.8667535781860352, 'val_mae_target_9': 0.6896229386329651, 'val_r2_target_9': -1.521721363067627, 'val_rmse_target_10': 1.0331454277038574, 'val_mae_target_10': 0.8443343639373779, 'val_r2_target_10': -4.775757312774658, 'val_rmse_target_11': 1.0681579113006592, 'val_mae_target_11': 0.7897360324859619, 'val_r2_target_11': -19.406665802001953, 'val_rmse_target_12': 1.036238193511963, 'val_mae_target_12': 0.735735297203064, 'val_r2_target_12': -15.951671600341797, 'val_rmse_target_13': 0.9207003116607666, 'val_mae_target_13': 0.7372214198112488, 'val_r2_target_13': -1.6590015888214111}",COMPLETE
2,0.4052142517434226,2026-02-01 17:26:56.111275,2026-02-01 17:27:33.487326,0 days 00:00:37.376051,16,0.31696647982247794,6.69927843066113e-05,2,mean,16,128,16,0.003121979671536676,"{'val_rmse_mean': 0.986867368221283, 'val_mae_mean': 0.7717154622077942, 'val_r2_mean': -101.69799041748047, 'val_rmse_target_0': 1.018537998199463, 'val_mae_target_0': 0.6615397334098816, 'val_r2_target_0': -156.28929138183594, 'val_rmse_target_1': 0.981675922870636, 'val_mae_target_1': 0.6872143149375916, 'val_r2_target_1': -145.5712127685547, 'val_rmse_target_2': 0.984322726726532, 'val_mae_target_2': 0.813766598701477, 'val_r2_target_2': -69.63412475585938, 'val_rmse_target_3': 0.9770983457565308, 'val_mae_target_3': 0.7419126033782959, 'val_r2_target_3': -68.94084167480469, 'val_rmse_target_4': 0.9707024097442627, 'val_mae_target_4': 0.8120774030685425, 'val_r2_target_4': -74.12560272216797, 'val_rmse_target_5': 0.9717547297477722, 'val_mae_target_5': 0.8062334656715393, 'val_r2_target_5': -64.75045013427734, 'val_rmse_target_6': 0.9763892292976379, 'val_mae_target_6': 0.8393524289131165, 'val_r2_target_6': -58.366817474365234, 'val_rmse_target_7': 0.9939524531364441, 'val_mae_target_7': 0.8290957808494568, 'val_r2_target_7': -114.26732635498047, 'val_rmse_target_8': 1.0190954208374023, 'val_mae_target_8': 0.837901771068573, 'val_r2_target_8': -168.21888732910156, 'val_rmse_target_9': 0.9630939364433289, 'val_mae_target_9': 0.7382118105888367, 'val_r2_target_9': -127.68185424804688, 'val_rmse_target_10': 0.9869965314865112, 'val_mae_target_10': 0.8017012476921082, 'val_r2_target_10': -63.3123779296875, 'val_rmse_target_11': 1.0220344066619873, 'val_mae_target_11': 0.7215681672096252, 'val_r2_target_11': -174.57122802734375, 'val_rmse_target_12': 0.9934523701667786, 'val_mae_target_12': 0.7507156133651733, 'val_r2_target_12': -60.303977966308594, 'val_rmse_target_13': 0.9570370316505432, 'val_mae_target_13': 0.7627261877059937, 'val_r2_target_13': -77.73797607421875}",COMPLETE
3,0.38245202435387504,2026-02-01 17:27:33.557886,2026-02-01 17:28:10.771485,0 days 00:00:37.213599,16,0.4803182392664801,0.00033570581856249876,2,mean,4,256,16,0.004929604508974267,"{'val_rmse_mean': 0.9476724863052368, 'val_mae_mean': 0.7379767298698425, 'val_r2_mean': -10.857969284057617, 'val_rmse_target_0': 1.0294948816299438, 'val_mae_target_0': 0.6729550957679749, 'val_r2_target_0': -16.469640731811523, 'val_rmse_target_1': 0.9685103297233582, 'val_mae_target_1': 0.7026386260986328, 'val_r2_target_1': -7.2833251953125, 'val_rmse_target_2': 0.9964039921760559, 'val_mae_target_2': 0.8407509922981262, 'val_r2_target_2': -3.3593063354492188, 'val_rmse_target_3': 0.9698519706726074, 'val_mae_target_3': 0.7350617051124573, 'val_r2_target_3': -4.364165782928467, 'val_rmse_target_4': 0.9040172100067139, 'val_mae_target_4': 0.7259880900382996, 'val_r2_target_4': -1.6364154815673828, 'val_rmse_target_5': 0.7456858158111572, 'val_mae_target_5': 0.5859379172325134, 'val_r2_target_5': -0.3884481191635132, 'val_rmse_target_6': 0.7566394805908203, 'val_mae_target_6': 0.6582778692245483, 'val_r2_target_6': -0.45388686656951904, 'val_rmse_target_7': 0.9283982515335083, 'val_mae_target_7': 0.757093071937561, 'val_r2_target_7': -1.9088819026947021, 'val_rmse_target_8': 1.0802056789398193, 'val_mae_target_8': 0.9109954833984375, 'val_r2_target_8': -55.862266540527344, 'val_rmse_target_9': 0.8256494402885437, 'val_mae_target_9': 0.6461355686187744, 'val_r2_target_9': -2.1822550296783447, 'val_rmse_target_10': 1.0389001369476318, 'val_mae_target_10': 0.838226318359375, 'val_r2_target_10': -6.433135509490967, 'val_rmse_target_11': 1.08832585811615, 'val_mae_target_11': 0.7929502129554749, 'val_r2_target_11': -28.528902053833008, 'val_rmse_target_12': 1.0240637063980103, 'val_mae_target_12': 0.7364331483840942, 'val_r2_target_12': -20.865978240966797, 'val_rmse_target_13': 0.9112686514854431, 'val_mae_target_13': 0.7282305359840393, 'val_r2_target_13': -2.2749593257904053}",COMPLETE
4,0.41761572576231426,2026-02-01 17:28:10.843904,2026-02-01 17:28:45.627315,0 days 00:00:34.783411,16,0.3175008305796169,7.215985732536735e-05,2,mean,8,32,16,0.0018951897101331006,"{'val_rmse_mean': 1.0065115690231323, 'val_mae_mean': 0.7819615602493286, 'val_r2_mean': -54.42521286010742, 'val_rmse_target_0': 0.9871973395347595, 'val_mae_target_0': 0.6333842873573303, 'val_r2_target_0': -78.700927734375, 'val_rmse_target_1': 1.012476921081543, 'val_mae_target_1': 0.7159336805343628, 'val_r2_target_1': -70.54811096191406, 'val_rmse_target_2': 1.02317476272583, 'val_mae_target_2': 0.8228267431259155, 'val_r2_target_2': -43.73335647583008, 'val_rmse_target_3': 1.0169870853424072, 'val_mae_target_3': 0.7627372145652771, 'val_r2_target_3': -35.99219512939453, 'val_rmse_target_4': 1.0053364038467407, 'val_mae_target_4': 0.8230647444725037, 'val_r2_target_4': -46.037330627441406, 'val_rmse_target_5': 0.9940270781517029, 'val_mae_target_5': 0.841312825679779, 'val_r2_target_5': -33.54813766479492, 'val_rmse_target_6': 1.026983618736267, 'val_mae_target_6': 0.8721714615821838, 'val_r2_target_6': -48.0539665222168, 'val_rmse_target_7': 1.021539568901062, 'val_mae_target_7': 0.8482147455215454, 'val_r2_target_7': -63.746673583984375, 'val_rmse_target_8': 1.0019210577011108, 'val_mae_target_8': 0.8457685112953186, 'val_r2_target_8': -58.65093994140625, 'val_rmse_target_9': 1.016245722770691, 'val_mae_target_9': 0.7974739670753479, 'val_r2_target_9': -35.43202590942383, 'val_rmse_target_10': 0.9965528845787048, 'val_mae_target_10': 0.7821640372276306, 'val_r2_target_10': -45.66781997680664, 'val_rmse_target_11': 0.9980617165565491, 'val_mae_target_11': 0.7034465074539185, 'val_r2_target_11': -68.73792266845703, 'val_rmse_target_12': 1.0027145147323608, 'val_mae_target_12': 0.752501904964447, 'val_r2_target_12': -85.39358520507812, 'val_rmse_target_13': 0.9879448413848877, 'val_mae_target_13': 0.7464619874954224, 'val_r2_target_13': -47.71000289916992}",COMPLETE
5,0.3864255359879247,2026-02-01 17:28:45.703356,2026-02-01 17:29:19.784942,0 days 00:00:34.081586,16,0.2453762326795015,0.0004520670553675236,2,mean,16,32,16,0.0033996924449531977,"{'val_rmse_mean': 0.9619883298873901, 'val_mae_mean': 0.7432489395141602, 'val_r2_mean': -24.794963836669922, 'val_rmse_target_0': 1.0244756937026978, 'val_mae_target_0': 0.6422840356826782, 'val_r2_target_0': -52.02797317504883, 'val_rmse_target_1': 0.9635946154594421, 'val_mae_target_1': 0.66998291015625, 'val_r2_target_1': -27.10563087463379, 'val_rmse_target_2': 0.8960544466972351, 'val_mae_target_2': 0.7314969301223755, 'val_r2_target_2': -8.502450942993164, 'val_rmse_target_3': 0.9450662732124329, 'val_mae_target_3': 0.716102659702301, 'val_r2_target_3': -12.647457122802734, 'val_rmse_target_4': 0.9553638100624084, 'val_mae_target_4': 0.8210605978965759, 'val_r2_target_4': -6.865497589111328, 'val_rmse_target_5': 0.9352632761001587, 'val_mae_target_5': 0.7774478793144226, 'val_r2_target_5': -7.5054473876953125, 'val_rmse_target_6': 0.9122515916824341, 'val_mae_target_6': 0.7759382724761963, 'val_r2_target_6': -10.160399436950684, 'val_rmse_target_7': 0.9861294031143188, 'val_mae_target_7': 0.7951784729957581, 'val_r2_target_7': -23.67409324645996, 'val_rmse_target_8': 1.077396273612976, 'val_mae_target_8': 0.8933581709861755, 'val_r2_target_8': -41.67723083496094, 'val_rmse_target_9': 0.860686719417572, 'val_mae_target_9': 0.6340102553367615, 'val_r2_target_9': -11.957894325256348, 'val_rmse_target_10': 0.968299388885498, 'val_mae_target_10': 0.7726742029190063, 'val_r2_target_10': -15.547281265258789, 'val_rmse_target_11': 1.0402498245239258, 'val_mae_target_11': 0.752748429775238, 'val_r2_target_11': -78.86890411376953, 'val_rmse_target_12': 0.9814980030059814, 'val_mae_target_12': 0.7071385383605957, 'val_r2_target_12': -35.617820739746094, 'val_rmse_target_13': 0.9215065836906433, 'val_mae_target_13': 0.7160629630088806, 'val_r2_target_13': -14.971416473388672}",COMPLETE
6,0.41077753128828826,2026-02-01 17:29:19.857010,2026-02-01 17:29:56.683710,0 days 00:00:36.826700,16,0.32015517600323873,9.872120045816118e-05,2,mean,4,32,16,0.001720094763921366,"{'val_rmse_mean': 0.9963561296463013, 'val_mae_mean': 0.7778365015983582, 'val_r2_mean': -31.486162185668945, 'val_rmse_target_0': 1.0530707836151123, 'val_mae_target_0': 0.6728236675262451, 'val_r2_target_0': -30.957860946655273, 'val_rmse_target_1': 0.9881502985954285, 'val_mae_target_1': 0.711884081363678, 'val_r2_target_1': -35.87644958496094, 'val_rmse_target_2': 0.9652963280677795, 'val_mae_target_2': 0.8098938465118408, 'val_r2_target_2': -24.283275604248047, 'val_rmse_target_3': 0.9715580940246582, 'val_mae_target_3': 0.7147391438484192, 'val_r2_target_3': -42.901023864746094, 'val_rmse_target_4': 0.9592035412788391, 'val_mae_target_4': 0.8033207654953003, 'val_r2_target_4': -21.0196475982666, 'val_rmse_target_5': 0.9698667526245117, 'val_mae_target_5': 0.8113800287246704, 'val_r2_target_5': -30.61802864074707, 'val_rmse_target_6': 0.9315503239631653, 'val_mae_target_6': 0.7948140501976013, 'val_r2_target_6': -33.6323356628418, 'val_rmse_target_7': 1.0086036920547485, 'val_mae_target_7': 0.8324470520019531, 'val_r2_target_7': -27.472171783447266, 'val_rmse_target_8': 1.0355677604675293, 'val_mae_target_8': 0.8643162250518799, 'val_r2_target_8': -25.268932342529297, 'val_rmse_target_9': 1.017501950263977, 'val_mae_target_9': 0.7888745069503784, 'val_r2_target_9': -33.05525207519531, 'val_rmse_target_10': 1.024587631225586, 'val_mae_target_10': 0.8450390696525574, 'val_r2_target_10': -22.345561981201172, 'val_rmse_target_11': 1.0039957761764526, 'val_mae_target_11': 0.7251827120780945, 'val_r2_target_11': -41.662559509277344, 'val_rmse_target_12': 1.0188313722610474, 'val_mae_target_12': 0.7476745843887329, 'val_r2_target_12': -42.15595245361328, 'val_rmse_target_13': 1.00120210647583, 'val_mae_target_13': 0.7673220634460449, 'val_r2_target_13': -29.557260513305664}",COMPLETE
7,0.41343946120253317,2026-02-01 17:29:56.757366,2026-02-01 17:30:33.183142,0 days 00:00:36.425776,16,0.4702230014068291,9.734288916409769e-05,2,mean,16,32,16,0.0012709085928378535,"{'val_rmse_mean': 0.9980236887931824, 'val_mae_mean': 0.7753979563713074, 'val_r2_mean': -79.52417755126953, 'val_rmse_target_0': 1.0087745189666748, 'val_mae_target_0': 0.6501122117042542, 'val_r2_target_0': -79.90069580078125, 'val_rmse_target_1': 0.9190460443496704, 'val_mae_target_1': 0.6368393301963806, 'val_r2_target_1': -35.4696159362793, 'val_rmse_target_2': 1.0376811027526855, 'val_mae_target_2': 0.8522069454193115, 'val_r2_target_2': -61.96553039550781, 'val_rmse_target_3': 1.0091948509216309, 'val_mae_target_3': 0.7664183378219604, 'val_r2_target_3': -75.054931640625, 'val_rmse_target_4': 1.0109204053878784, 'val_mae_target_4': 0.8448250889778137, 'val_r2_target_4': -174.30189514160156, 'val_rmse_target_5': 0.99177485704422, 'val_mae_target_5': 0.8279638886451721, 'val_r2_target_5': -81.22967529296875, 'val_rmse_target_6': 0.9774697422981262, 'val_mae_target_6': 0.8274627327919006, 'val_r2_target_6': -56.61595153808594, 'val_rmse_target_7': 0.9742385745048523, 'val_mae_target_7': 0.8051146268844604, 'val_r2_target_7': -61.00541687011719, 'val_rmse_target_8': 1.0344771146774292, 'val_mae_target_8': 0.8426681756973267, 'val_r2_target_8': -127.27227783203125, 'val_rmse_target_9': 0.9567080736160278, 'val_mae_target_9': 0.7445946335792542, 'val_r2_target_9': -89.13841247558594, 'val_rmse_target_10': 1.0098600387573242, 'val_mae_target_10': 0.8025239109992981, 'val_r2_target_10': -59.733428955078125, 'val_rmse_target_11': 1.0149093866348267, 'val_mae_target_11': 0.7034527659416199, 'val_r2_target_11': -72.65321350097656, 'val_rmse_target_12': 1.024160623550415, 'val_mae_target_12': 0.757470965385437, 'val_r2_target_12': -79.54553985595703, 'val_rmse_target_13': 1.0031166076660156, 'val_mae_target_13': 0.7939178347587585, 'val_r2_target_13': -59.45198059082031}",COMPLETE
8,0.40929103559917873,2026-02-01 17:30:33.256101,2026-02-01 17:31:08.319563,0 days 00:00:35.063462,16,0.43845364663797176,6.259645367566677e-05,2,mean,8,128,16,0.0023708961863813777,"{'val_rmse_mean': 0.994648277759552, 'val_mae_mean': 0.7743739485740662, 'val_r2_mean': -74.41217041015625, 'val_rmse_target_0': 0.9976963400840759, 'val_mae_target_0': 0.6513148546218872, 'val_r2_target_0': -96.47434997558594, 'val_rmse_target_1': 1.0077801942825317, 'val_mae_target_1': 0.7126543521881104, 'val_r2_target_1': -115.88639068603516, 'val_rmse_target_2': 1.0126986503601074, 'val_mae_target_2': 0.8590155243873596, 'val_r2_target_2': -58.718994140625, 'val_rmse_target_3': 0.9545392394065857, 'val_mae_target_3': 0.7220569252967834, 'val_r2_target_3': -43.107967376708984, 'val_rmse_target_4': 0.9944267272949219, 'val_mae_target_4': 0.8369427919387817, 'val_r2_target_4': -56.863250732421875, 'val_rmse_target_5': 0.9665543437004089, 'val_mae_target_5': 0.7710543274879456, 'val_r2_target_5': -31.434574127197266, 'val_rmse_target_6': 0.9399077296257019, 'val_mae_target_6': 0.8035210371017456, 'val_r2_target_6': -49.39047622680664, 'val_rmse_target_7': 1.0013574361801147, 'val_mae_target_7': 0.8207013607025146, 'val_r2_target_7': -49.070560455322266, 'val_rmse_target_8': 1.045969009399414, 'val_mae_target_8': 0.868558406829834, 'val_r2_target_8': -93.03694915771484, 'val_rmse_target_9': 0.9335860013961792, 'val_mae_target_9': 0.7062437534332275, 'val_r2_target_9': -58.273860931396484, 'val_rmse_target_10': 1.026037335395813, 'val_mae_target_10': 0.8319435119628906, 'val_r2_target_10': -86.7959213256836, 'val_rmse_target_11': 1.0302430391311646, 'val_mae_target_11': 0.7137156128883362, 'val_r2_target_11': -179.3717803955078, 'val_rmse_target_12': 1.0593270063400269, 'val_mae_target_12': 0.7882762551307678, 'val_r2_target_12': -57.488800048828125, 'val_rmse_target_13': 0.9549527168273926, 'val_mae_target_13': 0.7552359700202942, 'val_r2_target_13': -65.85655212402344}",COMPLETE
9,0.3696866984720583,2026-02-01 17:31:08.392198,2026-02-01 17:31:42.453481,0 days 00:00:34.061283,16,0.4560920657058551,0.0003758120824546525,2,mean,16,256,16,0.0014324408101573898,"{'val_rmse_mean': 0.9299010634422302, 'val_mae_mean': 0.7210206389427185, 'val_r2_mean': -10.020733833312988, 'val_rmse_target_0': 1.0363719463348389, 'val_mae_target_0': 0.6698787808418274, 'val_r2_target_0': -18.455883026123047, 'val_rmse_target_1': 0.9637507200241089, 'val_mae_target_1': 0.708088755607605, 'val_r2_target_1': -6.4434356689453125, 'val_rmse_target_2': 0.8973995447158813, 'val_mae_target_2': 0.7558684945106506, 'val_r2_target_2': -2.8566746711730957, 'val_rmse_target_3': 0.9380956888198853, 'val_mae_target_3': 0.7090176343917847, 'val_r2_target_3': -4.095470905303955, 'val_rmse_target_4': 0.8621871471405029, 'val_mae_target_4': 0.6917290687561035, 'val_r2_target_4': -1.7934377193450928, 'val_rmse_target_5': 0.755913496017456, 'val_mae_target_5': 0.5695061087608337, 'val_r2_target_5': -0.5819334983825684, 'val_rmse_target_6': 0.763846755027771, 'val_mae_target_6': 0.6641486287117004, 'val_r2_target_6': -0.5978330373764038, 'val_rmse_target_7': 0.8865932822227478, 'val_mae_target_7': 0.7328311800956726, 'val_r2_target_7': -2.695512533187866, 'val_rmse_target_8': 1.0815962553024292, 'val_mae_target_8': 0.9132813811302185, 'val_r2_target_8': -43.89653015136719, 'val_rmse_target_9': 0.8682374954223633, 'val_mae_target_9': 0.6681742668151855, 'val_r2_target_9': -2.8503963947296143, 'val_rmse_target_10': 1.0055278539657593, 'val_mae_target_10': 0.8098459839820862, 'val_r2_target_10': -6.5969014167785645, 'val_rmse_target_11': 1.0626274347305298, 'val_mae_target_11': 0.7747723460197449, 'val_r2_target_11': -32.91628646850586, 'val_rmse_target_12': 1.015242099761963, 'val_mae_target_12': 0.716025173664093, 'val_r2_target_12': -14.18393611907959, 'val_rmse_target_13': 0.8812248706817627, 'val_mae_target_13': 0.7111209034919739, 'val_r2_target_13': -2.3260276317596436}",COMPLETE
