number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.4051059418275987,2026-02-03 01:59:34.179901,2026-02-03 02:00:08.807665,0 days 00:00:34.627764,16,0.37092754019926966,6.581388960343303e-05,2,mean,4,128,16,0.0010952357078370042,"{'val_rmse_mean': 0.9742345213890076, 'val_mae_mean': 0.753604531288147, 'val_r2_mean': -82.35152435302734, 'val_rmse_target_0': 0.9742345213890076, 'val_mae_target_0': 0.753604531288147, 'val_r2_target_0': -82.35152435302734}",COMPLETE
1,0.3656761849235274,2026-02-03 02:00:08.932120,2026-02-03 02:00:46.775084,0 days 00:00:37.842964,16,0.437650081765434,0.0002581559042105889,2,mean,16,64,16,0.009174532634337915,"{'val_rmse_mean': 0.9151821732521057, 'val_mae_mean': 0.6655519008636475, 'val_r2_mean': -10.432843208312988, 'val_rmse_target_0': 0.9151821732521057, 'val_mae_target_0': 0.6655519008636475, 'val_r2_target_0': -10.432843208312988}",COMPLETE
2,0.4146517249087251,2026-02-03 02:00:46.899283,2026-02-03 02:01:23.066223,0 days 00:00:36.166940,16,0.43493465837940826,7.339057561407707e-05,2,mean,4,64,16,0.002162124420378115,"{'val_rmse_mean': 0.9951079487800598, 'val_mae_mean': 0.7441092133522034, 'val_r2_mean': -121.27863311767578, 'val_rmse_target_0': 0.9951079487800598, 'val_mae_target_0': 0.7441092133522034, 'val_r2_target_0': -121.27863311767578}",COMPLETE
3,0.394301743661614,2026-02-03 02:01:23.189041,2026-02-03 02:02:00.516556,0 days 00:00:37.327515,16,0.23637444460547927,0.0001387205098147939,2,mean,8,32,16,0.008360558096209322,"{'val_rmse_mean': 0.9575809836387634, 'val_mae_mean': 0.7274466753005981, 'val_r2_mean': -22.684431076049805, 'val_rmse_target_0': 0.9575809836387634, 'val_mae_target_0': 0.7274466753005981, 'val_r2_target_0': -22.684431076049805}",COMPLETE
4,0.3537117432396944,2026-02-03 02:02:00.640628,2026-02-03 02:02:38.241294,0 days 00:00:37.600666,16,0.4585972858194065,0.00022877199062155056,2,mean,16,128,16,0.007591494286929134,"{'val_rmse_mean': 0.8984057307243347, 'val_mae_mean': 0.6721079349517822, 'val_r2_mean': -7.348180770874023, 'val_rmse_target_0': 0.8984057307243347, 'val_mae_target_0': 0.6721079349517822, 'val_r2_target_0': -7.348180770874023}",COMPLETE
5,0.3957516695847045,2026-02-03 02:02:38.365858,2026-02-03 02:03:14.836501,0 days 00:00:36.470643,16,0.3118008750163511,8.273905203801641e-05,2,mean,16,128,16,0.0038943422718065255,"{'val_rmse_mean': 0.9663209319114685, 'val_mae_mean': 0.7374597191810608, 'val_r2_mean': -44.346065521240234, 'val_rmse_target_0': 0.9663209319114685, 'val_mae_target_0': 0.7374597191810608, 'val_r2_target_0': -44.346065521240234}",COMPLETE
6,0.3861773390170937,2026-02-03 02:03:14.960626,2026-02-03 02:03:52.082457,0 days 00:00:37.121831,16,0.3316110224254196,9.745230241630515e-05,2,mean,8,128,16,0.007239956085019644,"{'val_rmse_mean': 0.9549365639686584, 'val_mae_mean': 0.7132367491722107, 'val_r2_mean': -33.67913055419922, 'val_rmse_target_0': 0.9549365639686584, 'val_mae_target_0': 0.7132367491722107, 'val_r2_target_0': -33.67913055419922}",COMPLETE
7,0.31481856183705126,2026-02-03 02:03:52.207000,2026-02-03 02:04:26.323840,0 days 00:00:34.116840,16,0.4843896397364693,0.0004102632310381541,2,mean,16,256,16,0.0049233014544541286,"{'val_rmse_mean': 0.8299486637115479, 'val_mae_mean': 0.644660234451294, 'val_r2_mean': -1.810875654220581, 'val_rmse_target_0': 0.8299486637115479, 'val_mae_target_0': 0.644660234451294, 'val_r2_target_0': -1.810875654220581}",COMPLETE
8,0.3631666311609681,2026-02-03 02:04:26.447879,2026-02-03 02:05:05.769029,0 days 00:00:39.321150,16,0.38026524001001216,0.00011450861593147841,2,mean,8,256,16,0.007437340642517759,"{'val_rmse_mean': 0.9162471294403076, 'val_mae_mean': 0.6892673969268799, 'val_r2_mean': -11.306832313537598, 'val_rmse_target_0': 0.9162471294403076, 'val_mae_target_0': 0.6892673969268799, 'val_r2_target_0': -11.306832313537598}",COMPLETE
9,0.4134508372431069,2026-02-03 02:05:05.892930,2026-02-03 02:05:42.034748,0 days 00:00:36.141818,16,0.3373275719417405,6.150387606385966e-05,2,mean,16,128,16,0.001014882305382725,"{'val_rmse_mean': 0.9967166185379028, 'val_mae_mean': 0.7585445642471313, 'val_r2_mean': -88.36600494384766, 'val_rmse_target_0': 0.9967166185379028, 'val_mae_target_0': 0.7585445642471313, 'val_r2_target_0': -88.36600494384766}",COMPLETE
