,mean_weight
0,0.050788227
1,0.049933042
2,0.04912667
3,0.04958968
4,0.049942195
5,0.05062269
6,0.05083359
7,0.050089553
8,0.049715444
9,0.049369596
10,0.05063559
11,0.049444344
12,0.050921977
13,0.04998103
14,0.050544288
15,0.049204502
16,0.050269645
17,0.049767867
18,0.049435947
19,0.04978409
