number,value,datetime_start,datetime_complete,duration,params_aggregation,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.20653849067511382,2026-02-03 00:38:24.945199,2026-02-03 00:38:55.802670,0 days 00:00:30.857471,attention,0.2597769555678949,32,0.0038166119926196836,2.7070242334133988e-05,"{'val_rmse_mean': 0.6792804598808289, 'val_mae_mean': 0.5006771683692932, 'val_r2_mean': 0.2494385838508606, 'val_rmse_target_0': 0.6792804598808289, 'val_mae_target_0': 0.5006771683692932, 'val_r2_target_0': 0.2494385838508606}",COMPLETE
1,0.2289228206527359,2026-02-03 00:38:55.922467,2026-02-03 00:39:24.101068,0 days 00:00:28.178601,mean,0.22470114167754535,128,0.002670837955426127,4.7663886268529154e-05,"{'val_rmse_mean': 0.7142687439918518, 'val_mae_mean': 0.5457577109336853, 'val_r2_mean': 0.24394184350967407, 'val_rmse_target_0': 0.7142687439918518, 'val_mae_target_0': 0.5457577109336853, 'val_r2_target_0': 0.24394184350967407}",COMPLETE
2,0.30254254638458844,2026-02-03 00:39:24.219261,2026-02-03 00:39:55.739262,0 days 00:00:31.520001,attention,0.26560132073518017,64,0.0003515643105337445,0.0001326785738471286,"{'val_rmse_mean': 0.845714807510376, 'val_mae_mean': 0.6388080716133118, 'val_r2_mean': -0.5401439666748047, 'val_rmse_target_0': 0.845714807510376, 'val_mae_target_0': 0.6388080716133118, 'val_r2_target_0': -0.5401439666748047}",COMPLETE
3,0.22213221506306716,2026-02-03 00:39:55.857811,2026-02-03 00:40:24.154449,0 days 00:00:28.296638,mean,0.3560789166737476,64,0.0012925920878867124,0.0005982169838674777,"{'val_rmse_mean': 0.702438235282898, 'val_mae_mean': 0.5430935025215149, 'val_r2_mean': 0.14908647537231445, 'val_rmse_target_0': 0.702438235282898, 'val_mae_target_0': 0.5430935025215149, 'val_r2_target_0': 0.14908647537231445}",COMPLETE
4,0.2237056805601309,2026-02-03 00:40:24.272775,2026-02-03 00:40:53.260072,0 days 00:00:28.987297,attention,0.37129721420450323,64,0.004506523036430293,0.00010873184641048485,"{'val_rmse_mean': 0.7199206352233887, 'val_mae_mean': 0.540335476398468, 'val_r2_mean': 0.16654634475708008, 'val_rmse_target_0': 0.7199206352233887, 'val_mae_target_0': 0.540335476398468, 'val_r2_target_0': 0.16654634475708008}",COMPLETE
5,0.2538103838203285,2026-02-03 00:40:53.379765,2026-02-03 00:41:21.409084,0 days 00:00:28.029319,attention,0.3456430219797913,64,0.00276319402631634,0.0017398060254984454,"{'val_rmse_mean': 0.7505972385406494, 'val_mae_mean': 0.5898359417915344, 'val_r2_mean': 0.040948688983917236, 'val_rmse_target_0': 0.7505972385406494, 'val_mae_target_0': 0.5898359417915344, 'val_r2_target_0': 0.040948688983917236}",COMPLETE
6,0.22495527963016043,2026-02-03 00:41:21.527109,2026-02-03 00:41:47.831611,0 days 00:00:26.304502,mean,0.3063090138954543,128,0.003943573717404716,0.006492891777384133,"{'val_rmse_mean': 0.7070468068122864, 'val_mae_mean': 0.551172137260437, 'val_r2_mean': 0.15290158987045288, 'val_rmse_target_0': 0.7070468068122864, 'val_mae_target_0': 0.551172137260437, 'val_r2_target_0': 0.15290158987045288}",COMPLETE
7,0.22846947636410025,2026-02-03 00:41:47.951081,2026-02-03 00:42:16.302664,0 days 00:00:28.351583,attention,0.014401541180968548,64,0.00029360079201883944,1.7630241161108863e-05,"{'val_rmse_mean': 0.7078992128372192, 'val_mae_mean': 0.540419340133667, 'val_r2_mean': -0.14210057258605957, 'val_rmse_target_0': 0.7078992128372192, 'val_mae_target_0': 0.540419340133667, 'val_r2_target_0': -0.14210057258605957}",COMPLETE
8,0.23992152566400668,2026-02-03 00:42:16.422488,2026-02-03 00:42:44.994901,0 days 00:00:28.572413,mean,0.3959926874666238,128,0.0018406933284647283,7.501988285227178e-05,"{'val_rmse_mean': 0.7381517887115479, 'val_mae_mean': 0.5639158487319946, 'val_r2_mean': 0.1418360471725464, 'val_rmse_target_0': 0.7381517887115479, 'val_mae_target_0': 0.5639158487319946, 'val_r2_target_0': 0.1418360471725464}",COMPLETE
9,0.2599903194199282,2026-02-03 00:42:45.114284,2026-02-03 00:43:15.149823,0 days 00:00:30.035539,attention,0.1319573748943119,128,0.0001522975827202994,0.0007314186471761097,"{'val_rmse_mean': 0.7382793426513672, 'val_mae_mean': 0.6212786436080933, 'val_r2_mean': -1.1130425930023193, 'val_rmse_target_0': 0.7382793426513672, 'val_mae_target_0': 0.6212786436080933, 'val_r2_target_0': -1.1130425930023193}",COMPLETE
10,0.25950462284877346,2026-02-03 00:43:15.268970,2026-02-03 00:43:43.907035,0 days 00:00:28.638065,attention,0.12965676175289553,32,0.0008067746141862613,1.1045282099792323e-05,"{'val_rmse_mean': 0.7804731726646423, 'val_mae_mean': 0.6081894636154175, 'val_r2_mean': -0.008320808410644531, 'val_rmse_target_0': 0.7804731726646423, 'val_mae_target_0': 0.6081894636154175, 'val_r2_target_0': -0.008320808410644531}",COMPLETE
11,0.20508123962941613,2026-02-03 00:43:44.027296,2026-02-03 00:44:13.067216,0 days 00:00:29.039920,mean,0.27337991680239393,32,0.0012805774124826695,0.0002850782018426539,"{'val_rmse_mean': 0.6807801723480225, 'val_mae_mean': 0.5142964124679565, 'val_r2_mean': 0.18370825052261353, 'val_rmse_target_0': 0.6807801723480225, 'val_mae_target_0': 0.5142964124679565, 'val_r2_target_0': 0.18370825052261353}",COMPLETE
12,0.21763645381778823,2026-02-03 00:44:13.187242,2026-02-03 00:44:40.288408,0 days 00:00:27.101166,mean,0.18391098984003312,32,0.0009533800163385585,0.0003262542419298791,"{'val_rmse_mean': 0.7012199759483337, 'val_mae_mean': 0.5376399755477905, 'val_r2_mean': 0.07411473989486694, 'val_rmse_target_0': 0.7012199759483337, 'val_mae_target_0': 0.5376399755477905, 'val_r2_target_0': 0.07411473989486694}",COMPLETE
13,0.24315076237285715,2026-02-03 00:44:40.407382,2026-02-03 00:45:09.704518,0 days 00:00:29.297136,mean,0.2709738368831563,32,0.00042972609043548924,3.823902450956268e-05,"{'val_rmse_mean': 0.7320742607116699, 'val_mae_mean': 0.5607369542121887, 'val_r2_mean': -0.5570440292358398, 'val_rmse_target_0': 0.7320742607116699, 'val_mae_target_0': 0.5607369542121887, 'val_r2_target_0': -0.5570440292358398}",COMPLETE
14,0.2508964380557262,2026-02-03 00:45:09.824024,2026-02-03 00:45:40.002714,0 days 00:00:30.178690,attention,0.19713777333812876,32,0.001738029633687177,0.0025780366573518346,"{'val_rmse_mean': 0.7912423014640808, 'val_mae_mean': 0.5598092079162598, 'val_r2_mean': 0.19201511144638062, 'val_rmse_target_0': 0.7912423014640808, 'val_mae_target_0': 0.5598092079162598, 'val_r2_target_0': 0.19201511144638062}",COMPLETE
15,0.2239353840360073,2026-02-03 00:45:40.122710,2026-02-03 00:46:09.594023,0 days 00:00:29.471313,mean,0.27124839636502246,32,0.0005656723237539254,0.0002037256592536675,"{'val_rmse_mean': 0.6958971619606018, 'val_mae_mean': 0.5422062873840332, 'val_r2_mean': -0.2651801109313965, 'val_rmse_target_0': 0.6958971619606018, 'val_mae_target_0': 0.5422062873840332, 'val_r2_target_0': -0.2651801109313965}",COMPLETE
