,mean_weight
0,0.046252206
1,0.06558005
2,0.0818796
3,0.03798218
4,0.062567994
5,0.038811125
6,0.052617673
7,0.025070146
8,0.039580625
9,0.025966903
10,0.014787384
11,0.025702365
12,0.014279761
13,0.014173733
14,0.0875392
15,0.08835751
16,0.09768329
17,0.029744279
18,0.067405224
19,0.08401874
