number,value,datetime_start,datetime_complete,duration,params_aggregation,params_alpha,params_l1_ratio,params_lr,user_attrs_val_metrics,state
0,0.3612850908603933,2026-01-30 20:42:56.162029,2026-01-30 20:43:16.303050,0 days 00:00:20.141021,mean,0.003163989326136463,0.3158139311333661,0.0012030042437616113,"{'val_rmse_mean': 0.9424957036972046, 'val_mae_mean': 0.7060848474502563, 'val_r2_mean': -5.451955795288086, 'val_rmse_target_0': 0.9005752801895142, 'val_mae_target_0': 0.587481677532196, 'val_r2_target_0': -5.666075706481934, 'val_rmse_target_1': 0.9642809629440308, 'val_mae_target_1': 0.7021658420562744, 'val_r2_target_1': -4.973184108734131, 'val_rmse_target_2': 0.9015620946884155, 'val_mae_target_2': 0.8153279423713684, 'val_r2_target_2': -2.987638235092163, 'val_rmse_target_3': 1.0035642385482788, 'val_mae_target_3': 0.7193639278411865, 'val_r2_target_3': -8.180924415588379}",COMPLETE
1,0.37617394355712114,2026-01-30 20:43:16.402800,2026-01-30 20:43:38.532748,0 days 00:00:22.129948,attention,0.10052942705582381,0.3906413593151812,0.0006870929842043601,"{'val_rmse_mean': 0.9656447172164917, 'val_mae_mean': 0.7170605659484863, 'val_r2_mean': -8.0687255859375, 'val_rmse_target_0': 0.9354631304740906, 'val_mae_target_0': 0.6091021299362183, 'val_r2_target_0': -9.83488941192627, 'val_rmse_target_1': 0.9611842036247253, 'val_mae_target_1': 0.6949902772903442, 'val_r2_target_1': -6.827949523925781, 'val_rmse_target_2': 0.9157328605651855, 'val_mae_target_2': 0.8210574388504028, 'val_r2_target_2': -4.179041862487793, 'val_rmse_target_3': 1.0501986742019653, 'val_mae_target_3': 0.74309241771698, 'val_r2_target_3': -11.433022499084473}",COMPLETE
2,0.39014353989451017,2026-01-30 20:43:38.631534,2026-01-30 20:44:00.652911,0 days 00:00:22.021377,attention,0.00037571520201064865,0.6301440110461545,0.0004182245464065315,"{'val_rmse_mean': 1.005984902381897, 'val_mae_mean': 0.7358213663101196, 'val_r2_mean': -13.715141296386719, 'val_rmse_target_0': 0.9466562271118164, 'val_mae_target_0': 0.6040251851081848, 'val_r2_target_0': -11.861150741577148, 'val_rmse_target_1': 1.1155145168304443, 'val_mae_target_1': 0.7880398631095886, 'val_r2_target_1': -12.864450454711914, 'val_rmse_target_2': 0.9444018602371216, 'val_mae_target_2': 0.8501279354095459, 'val_r2_target_2': -6.886316776275635, 'val_rmse_target_3': 1.017366886138916, 'val_mae_target_3': 0.7010926008224487, 'val_r2_target_3': -23.24864387512207}",COMPLETE
3,0.40259550304876435,2026-01-30 20:44:00.752370,2026-01-30 20:44:21.702440,0 days 00:00:20.950070,attention,0.00022539291544800927,0.3247543062982746,0.0016298176083335964,"{'val_rmse_mean': 0.9774961471557617, 'val_mae_mean': 0.7671158909797668, 'val_r2_mean': -3.039116144180298, 'val_rmse_target_0': 0.9155547618865967, 'val_mae_target_0': 0.6668004393577576, 'val_r2_target_0': -1.2192192077636719, 'val_rmse_target_1': 0.9789973497390747, 'val_mae_target_1': 0.7282906174659729, 'val_r2_target_1': -4.693166255950928, 'val_rmse_target_2': 0.9508399963378906, 'val_mae_target_2': 0.8461748957633972, 'val_r2_target_2': -1.5769026279449463, 'val_rmse_target_3': 1.0645922422409058, 'val_mae_target_3': 0.8271975517272949, 'val_r2_target_3': -4.66717529296875}",COMPLETE
4,0.44337083564864266,2026-01-30 20:44:21.801605,2026-01-30 20:44:43.837311,0 days 00:00:22.035706,attention,0.01040572575929756,0.7457793489974959,0.0029084687165164573,"{'val_rmse_mean': 1.0439388751983643, 'val_mae_mean': 0.7954621315002441, 'val_r2_mean': -2.095322608947754, 'val_rmse_target_0': 1.0243453979492188, 'val_mae_target_0': 0.7150493860244751, 'val_r2_target_0': -1.248485803604126, 'val_rmse_target_1': 1.085831880569458, 'val_mae_target_1': 0.7824291586875916, 'val_r2_target_1': -2.8470449447631836, 'val_rmse_target_2': 1.01675546169281, 'val_mae_target_2': 0.8667210340499878, 'val_r2_target_2': -2.0710225105285645, 'val_rmse_target_3': 1.0488231182098389, 'val_mae_target_3': 0.8176487684249878, 'val_r2_target_3': -2.2147376537323}",COMPLETE
5,0.3628435499138302,2026-01-30 20:44:43.936452,2026-01-30 20:45:04.018907,0 days 00:00:20.082455,mean,0.004489332552104217,0.6703578182611786,0.0001126427281403125,"{'val_rmse_mean': 0.9536488652229309, 'val_mae_mean': 0.6924945116043091, 'val_r2_mean': -18.736312866210938, 'val_rmse_target_0': 0.9237257242202759, 'val_mae_target_0': 0.6012187004089355, 'val_r2_target_0': -14.792407989501953, 'val_rmse_target_1': 0.9630120992660522, 'val_mae_target_1': 0.6980558037757874, 'val_r2_target_1': -15.34678840637207, 'val_rmse_target_2': 0.953374981880188, 'val_mae_target_2': 0.7915457487106323, 'val_r2_target_2': -15.173473358154297, 'val_rmse_target_3': 0.9744827151298523, 'val_mae_target_3': 0.6791577935218811, 'val_r2_target_3': -29.632585525512695}",COMPLETE
6,0.42447843926924245,2026-01-30 20:45:04.118465,2026-01-30 20:45:26.438322,0 days 00:00:22.319857,attention,0.00023232101415893153,0.3017602259410197,0.004023443097742184,"{'val_rmse_mean': 1.0224571228027344, 'val_mae_mean': 0.7773664593696594, 'val_r2_mean': -0.8627700805664062, 'val_rmse_target_0': 1.0388582944869995, 'val_mae_target_0': 0.7719923853874207, 'val_r2_target_0': -0.8081839084625244, 'val_rmse_target_1': 1.140020728111267, 'val_mae_target_1': 0.7558947801589966, 'val_r2_target_1': -1.7140662670135498, 'val_rmse_target_2': 0.9470680952072144, 'val_mae_target_2': 0.8151620030403137, 'val_r2_target_2': -0.4900556802749634, 'val_rmse_target_3': 0.9638814926147461, 'val_mae_target_3': 0.7664167881011963, 'val_r2_target_3': -0.4387744665145874}",COMPLETE
7,0.3819233673038306,2026-01-30 20:45:26.538599,2026-01-30 20:45:48.399841,0 days 00:00:21.861242,attention,0.00023764522402674166,0.14870112973515665,0.0008205025030367473,"{'val_rmse_mean': 0.9706640243530273, 'val_mae_mean': 0.7233376502990723, 'val_r2_mean': -7.053370475769043, 'val_rmse_target_0': 0.882792055606842, 'val_mae_target_0': 0.5860193371772766, 'val_r2_target_0': -6.961082458496094, 'val_rmse_target_1': 0.9928771257400513, 'val_mae_target_1': 0.6968591213226318, 'val_r2_target_1': -6.499471187591553, 'val_rmse_target_2': 1.004987359046936, 'val_mae_target_2': 0.8897767066955566, 'val_r2_target_2': -4.537650108337402, 'val_rmse_target_3': 1.0019992589950562, 'val_mae_target_3': 0.7206956148147583, 'val_r2_target_3': -10.215278625488281}",COMPLETE
8,0.38684666018795083,2026-01-30 20:45:48.498673,2026-01-30 20:46:10.615109,0 days 00:00:22.116436,attention,0.07948979435839415,0.23835892820199894,0.002159938359348987,"{'val_rmse_mean': 0.9789986610412598, 'val_mae_mean': 0.7427626848220825, 'val_r2_mean': -2.454312324523926, 'val_rmse_target_0': 0.9090657830238342, 'val_mae_target_0': 0.6876250505447388, 'val_r2_target_0': -1.2796351909637451, 'val_rmse_target_1': 1.0905896425247192, 'val_mae_target_1': 0.7563884258270264, 'val_r2_target_1': -3.049254894256592, 'val_rmse_target_2': 0.9188677668571472, 'val_mae_target_2': 0.7974439263343811, 'val_r2_target_2': -0.9978796243667603, 'val_rmse_target_3': 0.997471272945404, 'val_mae_target_3': 0.7295932173728943, 'val_r2_target_3': -4.490478992462158}",COMPLETE
9,0.41794194832996084,2026-01-30 20:46:10.713601,2026-01-30 20:46:32.940860,0 days 00:00:22.227259,attention,0.19047200931865185,0.7235117814527592,0.002350914440434736,"{'val_rmse_mean': 1.0224905014038086, 'val_mae_mean': 0.7835437059402466, 'val_r2_mean': -2.6227331161499023, 'val_rmse_target_0': 0.948657751083374, 'val_mae_target_0': 0.6616484522819519, 'val_r2_target_0': -1.2576653957366943, 'val_rmse_target_1': 1.163735270500183, 'val_mae_target_1': 0.8364043235778809, 'val_r2_target_1': -3.241611957550049, 'val_rmse_target_2': 0.9421488046646118, 'val_mae_target_2': 0.8297710418701172, 'val_r2_target_2': -1.2620692253112793, 'val_rmse_target_3': 1.035420536994934, 'val_mae_target_3': 0.8063510656356812, 'val_r2_target_3': -4.729585647583008}",COMPLETE
