,mean_weight
0,0.047889676
1,0.028996719
2,0.021961303
3,0.024920437
4,0.029378485
5,0.027794514
6,0.031606186
7,0.061522942
8,0.05754232
9,0.030802373
10,0.120451845
11,0.09893934
12,0.08443797
13,0.12562953
14,0.03977218
15,0.02820221
16,0.039798114
17,0.05431178
18,0.026622534
19,0.019419508
