number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_num_conv_layers,params_path_attention_type,params_path_dim,params_regressor_dim,params_ts_out_channels,params_weight_decay,user_attrs_val_metrics,state
0,0.4127828463819309,2026-02-04 21:22:53.155206,2026-02-04 21:23:38.478269,0 days 00:00:45.323063,16,0.3070534490792161,9.87742311669806e-05,2,mean,4,128,16,0.002849446597533822,"{'val_rmse_mean': 1.0412266254425049, 'val_mae_mean': 0.7557141780853271, 'val_r2_mean': -30.33665657043457, 'val_rmse_target_0': 1.0412266254425049, 'val_mae_target_0': 0.7557141780853271, 'val_r2_target_0': -30.33665657043457}",COMPLETE
1,0.3848270556859293,2026-02-04 21:23:38.735876,2026-02-04 21:24:26.059352,0 days 00:00:47.323476,16,0.21121892608759446,0.00015760081055077814,2,mean,8,256,16,0.0012910156055174352,"{'val_rmse_mean': 1.00341796875, 'val_mae_mean': 0.7128446102142334, 'val_r2_mean': -23.70466423034668, 'val_rmse_target_0': 1.00341796875, 'val_mae_target_0': 0.7128446102142334, 'val_r2_target_0': -23.70466423034668}",COMPLETE
2,0.43764161973915716,2026-02-04 21:24:26.315261,2026-02-04 21:25:10.058548,0 days 00:00:43.743287,16,0.38672992766441505,7.205270801514291e-05,2,mean,4,32,16,0.002998963708975597,"{'val_rmse_mean': 1.0928109884262085, 'val_mae_mean': 0.7869894504547119, 'val_r2_mean': -33.558738708496094, 'val_rmse_target_0': 1.0928109884262085, 'val_mae_target_0': 0.7869894504547119, 'val_r2_target_0': -33.558738708496094}",COMPLETE
3,0.3503035915351507,2026-02-04 21:25:10.315101,2026-02-04 21:25:56.743775,0 days 00:00:46.428674,16,0.24099481407059914,0.0004101864014476092,2,mean,16,128,16,0.0034604508511091024,"{'val_rmse_mean': 0.979926347732544, 'val_mae_mean': 0.6682127714157104, 'val_r2_mean': -3.639838695526123, 'val_rmse_target_0': 0.979926347732544, 'val_mae_target_0': 0.6682127714157104, 'val_r2_target_0': -3.639838695526123}",COMPLETE
4,0.39320074343467476,2026-02-04 21:25:57.002727,2026-02-04 21:26:42.056242,0 days 00:00:45.053515,16,0.33724237917098493,7.869122194770438e-05,2,mean,16,256,16,0.004064007532622161,"{'val_rmse_mean': 1.0118354558944702, 'val_mae_mean': 0.7233932614326477, 'val_r2_mean': -66.09361267089844, 'val_rmse_target_0': 1.0118354558944702, 'val_mae_target_0': 0.7233932614326477, 'val_r2_target_0': -66.09361267089844}",COMPLETE
5,0.3792097136805144,2026-02-04 21:26:42.313864,2026-02-04 21:27:27.682229,0 days 00:00:45.368365,16,0.3940987683112718,0.0002404131943476441,2,mean,16,128,16,0.0010252496954337132,"{'val_rmse_mean': 0.9910816550254822, 'val_mae_mean': 0.7020605802536011, 'val_r2_mean': -19.56385612487793, 'val_rmse_target_0': 0.9910816550254822, 'val_mae_target_0': 0.7020605802536011, 'val_r2_target_0': -19.56385612487793}",COMPLETE
6,0.4005832049124702,2026-02-04 21:27:27.938885,2026-02-04 21:28:09.725623,0 days 00:00:41.786738,16,0.2980550270079709,5.3531142448681e-05,2,mean,8,128,16,0.0024609012971317,"{'val_rmse_mean': 1.0338984727859497, 'val_mae_mean': 0.7433846592903137, 'val_r2_mean': -102.21652221679688, 'val_rmse_target_0': 1.0338984727859497, 'val_mae_target_0': 0.7433846592903137, 'val_r2_target_0': -102.21652221679688}",COMPLETE
7,0.38374153750353596,2026-02-04 21:28:09.983631,2026-02-04 21:28:54.019842,0 days 00:00:44.036211,16,0.3312307120979034,7.0720108944052e-05,2,mean,16,256,16,0.008246966108876801,"{'val_rmse_mean': 1.0022579431533813, 'val_mae_mean': 0.7187910676002502, 'val_r2_mean': -67.59567260742188, 'val_rmse_target_0': 1.0022579431533813, 'val_mae_target_0': 0.7187910676002502, 'val_r2_target_0': -67.59567260742188}",COMPLETE
8,0.38905905451250605,2026-02-04 21:28:54.277223,2026-02-04 21:29:37.896089,0 days 00:00:43.618866,16,0.25718123056114267,0.00016591111894119877,2,mean,16,256,16,0.0030744528219104747,"{'val_rmse_mean': 0.9970511794090271, 'val_mae_mean': 0.7151667475700378, 'val_r2_mean': -21.57830047607422, 'val_rmse_target_0': 0.9970511794090271, 'val_mae_target_0': 0.7151667475700378, 'val_r2_target_0': -21.57830047607422}",COMPLETE
9,0.3861320996003525,2026-02-04 21:29:38.153194,2026-02-04 21:30:22.854452,0 days 00:00:44.701258,16,0.26832206181577645,0.00011088770687023044,2,mean,16,256,16,0.009510894393879156,"{'val_rmse_mean': 1.0075911283493042, 'val_mae_mean': 0.7069321274757385, 'val_r2_mean': -42.564247131347656, 'val_rmse_target_0': 1.0075911283493042, 'val_mae_target_0': 0.7069321274757385, 'val_r2_target_0': -42.564247131347656}",COMPLETE
