number,value,datetime_start,datetime_complete,duration,params_aggregation,params_alpha,params_l1_ratio,params_lr,user_attrs_val_metrics,state
0,0.5254399677807534,2026-01-31 04:55:41.424035,2026-01-31 04:56:12.489598,0 days 00:00:31.065563,mean,0.49181973554247616,0.45170783801349734,0.003508635396338686,"{'val_rmse_mean': 1.171959400177002, 'val_mae_mean': 0.9056829214096069, 'val_r2_mean': -1.3235886096954346, 'val_rmse_target_0': 1.0512133836746216, 'val_mae_target_0': 0.7681217789649963, 'val_r2_target_0': -1.5190308094024658, 'val_rmse_target_1': 1.3146324157714844, 'val_mae_target_1': 0.9482712745666504, 'val_r2_target_1': -1.9397046566009521, 'val_rmse_target_2': 1.1498712301254272, 'val_mae_target_2': 0.8964185118675232, 'val_r2_target_2': -0.5116442441940308, 'val_rmse_target_3': 1.1721206903457642, 'val_mae_target_3': 1.0099200010299683, 'val_r2_target_3': -1.3239738941192627}",COMPLETE
1,0.37815387298663455,2026-01-31 04:56:12.618476,2026-01-31 04:56:43.430075,0 days 00:00:30.811599,mean,0.002739710030080757,0.29042860002546667,0.0005220144623938235,"{'val_rmse_mean': 0.9603941440582275, 'val_mae_mean': 0.7386938333511353, 'val_r2_mean': -7.670607089996338, 'val_rmse_target_0': 0.9499793648719788, 'val_mae_target_0': 0.6648045778274536, 'val_r2_target_0': -4.003493309020996, 'val_rmse_target_1': 0.9699414968490601, 'val_mae_target_1': 0.7375351190567017, 'val_r2_target_1': -7.2245073318481445, 'val_rmse_target_2': 0.8912745118141174, 'val_mae_target_2': 0.7791153192520142, 'val_r2_target_2': -5.752094268798828, 'val_rmse_target_3': 1.0303810834884644, 'val_mae_target_3': 0.7733201384544373, 'val_r2_target_3': -13.7023344039917}",COMPLETE
2,0.3949030430780517,2026-01-31 04:56:43.559046,2026-01-31 04:57:15.946861,0 days 00:00:32.387815,mean,0.34444544902076835,0.39068393386138733,0.00017336842552920513,"{'val_rmse_mean': 0.999624490737915, 'val_mae_mean': 0.7442569732666016, 'val_r2_mean': -19.0161075592041, 'val_rmse_target_0': 0.9356086850166321, 'val_mae_target_0': 0.5713151693344116, 'val_r2_target_0': -11.066089630126953, 'val_rmse_target_1': 1.0384798049926758, 'val_mae_target_1': 0.8075856566429138, 'val_r2_target_1': -17.9212703704834, 'val_rmse_target_2': 1.003041386604309, 'val_mae_target_2': 0.8748027086257935, 'val_r2_target_2': -12.75250244140625, 'val_rmse_target_3': 1.0213680267333984, 'val_mae_target_3': 0.723324179649353, 'val_r2_target_3': -34.32457733154297}",COMPLETE
3,0.42705669888743647,2026-01-31 04:57:16.076713,2026-01-31 04:57:51.486787,0 days 00:00:35.410074,attention,0.00015606605591400526,0.8063933394433181,0.0007720383485713651,"{'val_rmse_mean': 1.0291118621826172, 'val_mae_mean': 0.7803272008895874, 'val_r2_mean': -6.048245429992676, 'val_rmse_target_0': 0.9458369612693787, 'val_mae_target_0': 0.6178310513496399, 'val_r2_target_0': -4.18253755569458, 'val_rmse_target_1': 1.0163822174072266, 'val_mae_target_1': 0.7625846862792969, 'val_r2_target_1': -5.017010688781738, 'val_rmse_target_2': 1.0459827184677124, 'val_mae_target_2': 0.9326971769332886, 'val_r2_target_2': -3.4042110443115234, 'val_rmse_target_3': 1.108245611190796, 'val_mae_target_3': 0.8081961274147034, 'val_r2_target_3': -11.58922290802002}",COMPLETE
4,0.39590720970321586,2026-01-31 04:57:51.616411,2026-01-31 04:58:23.356499,0 days 00:00:31.740088,mean,0.0008936840781763047,0.47955477024349535,0.0007010291951295326,"{'val_rmse_mean': 0.9895836710929871, 'val_mae_mean': 0.7517650723457336, 'val_r2_mean': -5.545901775360107, 'val_rmse_target_0': 0.9502156972885132, 'val_mae_target_0': 0.6359611749649048, 'val_r2_target_0': -4.424314975738525, 'val_rmse_target_1': 0.999982476234436, 'val_mae_target_1': 0.7548345923423767, 'val_r2_target_1': -4.870997428894043, 'val_rmse_target_2': 0.9267851114273071, 'val_mae_target_2': 0.8016502857208252, 'val_r2_target_2': -4.222751617431641, 'val_rmse_target_3': 1.0813515186309814, 'val_mae_target_3': 0.8146143555641174, 'val_r2_target_3': -8.665539741516113}",COMPLETE
5,0.5441384388616791,2026-01-31 04:58:23.483840,2026-01-31 04:58:55.724664,0 days 00:00:32.240824,mean,0.04304316995143392,0.30894241984718446,0.0036628157282194425,"{'val_rmse_mean': 1.1857876777648926, 'val_mae_mean': 0.9181804656982422, 'val_r2_mean': -1.3186283111572266, 'val_rmse_target_0': 1.034496545791626, 'val_mae_target_0': 0.7228074669837952, 'val_r2_target_0': -1.4486570358276367, 'val_rmse_target_1': 1.3133519887924194, 'val_mae_target_1': 0.9743518829345703, 'val_r2_target_1': -1.8975744247436523, 'val_rmse_target_2': 1.2368078231811523, 'val_mae_target_2': 0.97078937292099, 'val_r2_target_2': -0.7705636024475098, 'val_rmse_target_3': 1.158494234085083, 'val_mae_target_3': 1.0047731399536133, 'val_r2_target_3': -1.157717227935791}",COMPLETE
6,0.5626084374056922,2026-01-31 04:58:55.853209,2026-01-31 04:59:31.081187,0 days 00:00:35.227978,attention,0.010981851392026886,0.8916477640262406,0.003694316974539249,"{'val_rmse_mean': 1.2203004360198975, 'val_mae_mean': 0.9407460689544678, 'val_r2_mean': -1.1801331043243408, 'val_rmse_target_0': 1.0301645994186401, 'val_mae_target_0': 0.7066510319709778, 'val_r2_target_0': -1.5587153434753418, 'val_rmse_target_1': 1.3028093576431274, 'val_mae_target_1': 0.9868137240409851, 'val_r2_target_1': -1.151529312133789, 'val_rmse_target_2': 1.2210452556610107, 'val_mae_target_2': 0.984481930732727, 'val_r2_target_2': -0.4708676338195801, 'val_rmse_target_3': 1.3271822929382324, 'val_mae_target_3': 1.0850378274917603, 'val_r2_target_3': -1.5394196510314941}",COMPLETE
7,0.5063566043972969,2026-01-31 04:59:31.207241,2026-01-31 05:00:05.050886,0 days 00:00:33.843645,attention,0.17767480867710148,0.49305328505236723,0.004751627857496429,"{'val_rmse_mean': 1.1294394731521606, 'val_mae_mean': 0.8868005871772766, 'val_r2_mean': -1.0993423461914062, 'val_rmse_target_0': 0.9536791443824768, 'val_mae_target_0': 0.716623842716217, 'val_r2_target_0': -0.8663519620895386, 'val_rmse_target_1': 1.3321245908737183, 'val_mae_target_1': 0.9469802975654602, 'val_r2_target_1': -1.4426543712615967, 'val_rmse_target_2': 1.1077015399932861, 'val_mae_target_2': 0.9540690779685974, 'val_r2_target_2': -0.954840898513794, 'val_rmse_target_3': 1.1242525577545166, 'val_mae_target_3': 0.9295291304588318, 'val_r2_target_3': -1.1335220336914062}",COMPLETE
8,0.3893762243290742,2026-01-31 05:00:05.179544,2026-01-31 05:00:36.188800,0 days 00:00:31.009256,mean,0.06269668246103781,0.3913407105134049,0.00026314121160862395,"{'val_rmse_mean': 0.9849426746368408, 'val_mae_mean': 0.748022198677063, 'val_r2_mean': -12.827787399291992, 'val_rmse_target_0': 0.9176164865493774, 'val_mae_target_0': 0.6018397808074951, 'val_r2_target_0': -13.137812614440918, 'val_rmse_target_1': 1.0240659713745117, 'val_mae_target_1': 0.7912849187850952, 'val_r2_target_1': -15.169807434082031, 'val_rmse_target_2': 1.0108518600463867, 'val_mae_target_2': 0.8926509618759155, 'val_r2_target_2': -9.914937019348145, 'val_rmse_target_3': 0.9872365593910217, 'val_mae_target_3': 0.7063130736351013, 'val_r2_target_3': -13.088592529296875}",COMPLETE
9,0.5373126249070521,2026-01-31 05:00:36.315761,2026-01-31 05:01:07.883467,0 days 00:00:31.567706,attention,0.9225658165170505,0.14047845875834764,0.0033068121772681313,"{'val_rmse_mean': 1.181985855102539, 'val_mae_mean': 0.9184634685516357, 'val_r2_mean': -1.7826908826828003, 'val_rmse_target_0': 1.0900092124938965, 'val_mae_target_0': 0.7820609211921692, 'val_r2_target_0': -1.4681878089904785, 'val_rmse_target_1': 1.3646963834762573, 'val_mae_target_1': 0.9652140736579895, 'val_r2_target_1': -2.212819814682007, 'val_rmse_target_2': 1.0541859865188599, 'val_mae_target_2': 0.8980448842048645, 'val_r2_target_2': -0.9854975938796997, 'val_rmse_target_3': 1.219051718711853, 'val_mae_target_3': 1.0285340547561646, 'val_r2_target_3': -2.4642586708068848}",COMPLETE
