,mean_weight
0,0.061074395
1,0.044068657
2,0.028336778
3,0.055624828
4,0.0790714
5,0.051868368
6,0.023112383
7,0.038360495
8,0.055775303
9,0.05264674
10,0.019347293
11,0.07568198
12,0.10446771
13,0.029963046
14,0.04197165
15,0.0599015
16,0.061366025
17,0.05157943
18,0.04317581
19,0.022606175
