parameter,importance
lr,0.9611695105262384
dropout_lstm,0.01260929735435181
dropout_reg,0.008663561255981299
n_path_features,0.006141525107968104
regressor_dim,0.0047224570436212344
dropout_path,0.0032704663316255054
weight_decay,0.00153463329336959
lstm_hidden,0.0009693281119181376
path_dim,0.0009192209749258304
path_aggregation,0.0
lstm_layers,0.0
batch_size,0.0
