number,value,datetime_start,datetime_complete,duration,params_C,params_degree,params_epsilon,params_gamma,params_kernel,params_n_path_features,params_shrinking,user_attrs_val_metrics,state
20,1.02570642462521,2026-02-23 20:38:55.943833,2026-02-23 20:39:36.531518,0 days 00:00:40.587685,915.070658274927,,0.6939252370610273,scale,rbf,45,True,"{'val_rmse_mean': 1.0111143308411767, 'val_mae_mean': 0.7977383962841672, 'val_r2_mean': -16.545914288841445, 'val_rmse_target_0': 0.952870900491068, 'val_mae_target_0': 0.7446652387728439, 'val_r2_target_0': -9.21098152455476, 'val_rmse_target_1': 0.9834305254181079, 'val_mae_target_1': 0.7238702970327539, 'val_r2_target_1': -10.850626841708939, 'val_rmse_target_2': 0.9327049094450324, 'val_mae_target_2': 0.757960107022153, 'val_r2_target_2': -8.43139192438612, 'val_rmse_target_3': 1.013371907310737, 'val_mae_target_3': 0.8263569862973362, 'val_r2_target_3': -21.115527467138524, 'val_rmse_target_4': 1.0268313723012337, 'val_mae_target_4': 0.8362799372933971, 'val_r2_target_4': -20.168080573705115, 'val_rmse_target_5': 1.1098254950981747, 'val_mae_target_5': 0.8955366548275653, 'val_r2_target_5': -27.346878377745142, 'val_rmse_target_6': 1.0868812266346115, 'val_mae_target_6': 0.7913007568468291, 'val_r2_target_6': -16.90015524662774, 'val_rmse_target_7': 0.9829983100304479, 'val_mae_target_7': 0.8059371921804597, 'val_r2_target_7': -18.34367235486523}",COMPLETE
21,0.9625795821363912,2026-02-23 20:39:36.759008,2026-02-23 20:40:17.997791,0 days 00:00:41.238783,333.67137108387374,,0.1054651847251078,,linear,35,True,"{'val_rmse_mean': 0.9773384706208709, 'val_mae_mean': 0.7657151488020807, 'val_r2_mean': -1.8257734274595803, 'val_rmse_target_0': 0.9075120825031356, 'val_mae_target_0': 0.7418929798831553, 'val_r2_target_0': -0.8090599074102123, 'val_rmse_target_1': 0.9511747647935525, 'val_mae_target_1': 0.738019986992742, 'val_r2_target_1': -0.8738921903893129, 'val_rmse_target_2': 0.9487488719434259, 'val_mae_target_2': 0.7642512004911396, 'val_r2_target_2': -0.7812661044582936, 'val_rmse_target_3': 0.9869841976099427, 'val_mae_target_3': 0.7979833685568611, 'val_r2_target_3': -1.4792337725064373, 'val_rmse_target_4': 1.0084751530099048, 'val_mae_target_4': 0.8162209442515338, 'val_r2_target_4': -1.4820546725656323, 'val_rmse_target_5': 1.1692732766029998, 'val_mae_target_5': 0.9047500559523756, 'val_r2_target_5': -5.331355529226105, 'val_rmse_target_6': 0.9903024401205645, 'val_mae_target_6': 0.6503768226175505, 'val_r2_target_6': -2.2272487667912793, 'val_rmse_target_7': 0.8562369783834409, 'val_mae_target_7': 0.7122258316712876, 'val_r2_target_7': -1.62207647632937}",COMPLETE
22,0.9622928851117512,2026-02-23 20:40:18.227829,2026-02-23 20:40:59.238927,0 days 00:00:41.011098,219.29966019939087,,0.10870344420018734,,linear,35,True,"{'val_rmse_mean': 0.9771852137718551, 'val_mae_mean': 0.7655537729000514, 'val_r2_mean': -1.8332137141068285, 'val_rmse_target_0': 0.9071631482091687, 'val_mae_target_0': 0.7415062795210816, 'val_r2_target_0': -0.8125870528542702, 'val_rmse_target_1': 0.9511235685125076, 'val_mae_target_1': 0.7376274764947018, 'val_r2_target_1': -0.8769394138240794, 'val_rmse_target_2': 0.9482067139927096, 'val_mae_target_2': 0.7640262414253632, 'val_r2_target_2': -0.7857037323595069, 'val_rmse_target_3': 0.9866457883890033, 'val_mae_target_3': 0.7976711903121252, 'val_r2_target_3': -1.4885877635697522, 'val_rmse_target_4': 1.0079922166287318, 'val_mae_target_4': 0.8156764326738465, 'val_r2_target_4': -1.4915116191977797, 'val_rmse_target_5': 1.1694406783497246, 'val_mae_target_5': 0.905052482019139, 'val_r2_target_5': -5.343752826412474, 'val_rmse_target_6': 0.9906070117304072, 'val_mae_target_6': 0.6507105941495022, 'val_r2_target_6': -2.2360528502301387, 'val_rmse_target_7': 0.8563025843625878, 'val_mae_target_7': 0.7121594866046513, 'val_r2_target_7': -1.6305744544066272}",COMPLETE
23,0.9181315614600293,2026-02-23 20:40:59.467155,2026-02-23 20:41:40.472492,0 days 00:00:41.005337,47.94113098310296,,0.2795553581365559,,linear,30,True,"{'val_rmse_mean': 0.9536482532642074, 'val_mae_mean': 0.741098055710433, 'val_r2_mean': -2.6758962840804266, 'val_rmse_target_0': 0.8608777923102892, 'val_mae_target_0': 0.6807399219371346, 'val_r2_target_0': -1.1507627644713776, 'val_rmse_target_1': 0.9512246675829664, 'val_mae_target_1': 0.7151592717798911, 'val_r2_target_1': -1.321168176589802, 'val_rmse_target_2': 0.8700576675118205, 'val_mae_target_2': 0.7150943189245086, 'val_r2_target_2': -1.1149008251992956, 'val_rmse_target_3': 0.9537084654743825, 'val_mae_target_3': 0.7443095345738321, 'val_r2_target_3': -2.712288934701271, 'val_rmse_target_4': 0.9903663753948532, 'val_mae_target_4': 0.7840138290878369, 'val_r2_target_4': -3.0862141035669763, 'val_rmse_target_5': 1.1726025645479758, 'val_mae_target_5': 0.9176423900178595, 'val_r2_target_5': -7.563258995802469, 'val_rmse_target_6': 0.9438380994138751, 'val_mae_target_6': 0.6474036538559567, 'val_r2_target_6': -1.7258102902691008, 'val_rmse_target_7': 0.8865103938774971, 'val_mae_target_7': 0.7244215255064439, 'val_r2_target_7': -2.7327661820431213}",COMPLETE
24,0.998532591160228,2026-02-23 20:41:40.703062,2026-02-23 20:42:22.188651,0 days 00:00:41.485589,57.407816990339036,,0.3339339312131478,,linear,20,True,"{'val_rmse_mean': 0.9946728630142969, 'val_mae_mean': 0.7748697058233875, 'val_r2_mean': -2.52645459911571, 'val_rmse_target_0': 0.9405913249781849, 'val_mae_target_0': 0.7279111203535166, 'val_r2_target_0': -1.5466595381601183, 'val_rmse_target_1': 0.977102254836818, 'val_mae_target_1': 0.7336249450391183, 'val_r2_target_1': -1.3804295495905738, 'val_rmse_target_2': 0.8983395205551208, 'val_mae_target_2': 0.7703749548318828, 'val_r2_target_2': -1.4092706620667603, 'val_rmse_target_3': 0.9805273051543041, 'val_mae_target_3': 0.7831224929382407, 'val_r2_target_3': -3.1911434058631585, 'val_rmse_target_4': 0.9604687635074775, 'val_mae_target_4': 0.7726831212882915, 'val_r2_target_4': -3.2212493371198834, 'val_rmse_target_5': 1.2106309197005947, 'val_mae_target_5': 0.9501745858035079, 'val_r2_target_5': -4.773282208230166, 'val_rmse_target_6': 1.0746933294759209, 'val_mae_target_6': 0.7262448964296858, 'val_r2_target_6': -1.860140388437142, 'val_rmse_target_7': 0.9150294859059549, 'val_mae_target_7': 0.7348215299028563, 'val_r2_target_7': -2.82946170345788}",COMPLETE
25,0.9271750190115489,2026-02-23 20:42:22.420541,2026-02-23 20:43:02.989739,0 days 00:00:40.569198,9.36375068751098,,0.5451555824435639,,linear,30,True,"{'val_rmse_mean': 0.95866934888846, 'val_mae_mean': 0.7492903767157045, 'val_r2_mean': -4.08732798518223, 'val_rmse_target_0': 0.8535666096017288, 'val_mae_target_0': 0.6680483770517747, 'val_r2_target_0': -1.7826848008447032, 'val_rmse_target_1': 0.9338916201976806, 'val_mae_target_1': 0.6782304862961331, 'val_r2_target_1': -2.2039106532112105, 'val_rmse_target_2': 0.8710782969240017, 'val_mae_target_2': 0.7094623961559399, 'val_r2_target_2': -2.2368935151827953, 'val_rmse_target_3': 0.9731198931424561, 'val_mae_target_3': 0.7603079789606865, 'val_r2_target_3': -4.9608062029871, 'val_rmse_target_4': 1.0047244625887892, 'val_mae_target_4': 0.8134545364125381, 'val_r2_target_4': -5.131530522710099, 'val_rmse_target_5': 1.158146101677886, 'val_mae_target_5': 0.919174954407018, 'val_r2_target_5': -9.320966566579756, 'val_rmse_target_6': 0.9739352638724653, 'val_mae_target_6': 0.7081070445208537, 'val_r2_target_6': -2.9594682833853314, 'val_rmse_target_7': 0.9008925431026733, 'val_mae_target_7': 0.7375372399206925, 'val_r2_target_7': -4.102363336556845}",COMPLETE
26,0.9563028528067901,2026-02-23 20:43:03.217166,2026-02-23 20:43:44.671972,0 days 00:00:41.454806,5.784552360507777,,0.5644285121363427,,linear,25,True,"{'val_rmse_mean': 0.9739886469524037, 'val_mae_mean': 0.7700539580142297, 'val_r2_mean': -3.9668043216698186, 'val_rmse_target_0': 0.8693588732618887, 'val_mae_target_0': 0.6740406324697662, 'val_r2_target_0': -1.4701645769777127, 'val_rmse_target_1': 0.9393855898976062, 'val_mae_target_1': 0.7056855843364059, 'val_r2_target_1': -1.7740346589688332, 'val_rmse_target_2': 0.8840665500253536, 'val_mae_target_2': 0.7295118484767878, 'val_r2_target_2': -1.8361849340738727, 'val_rmse_target_3': 0.9893194449543141, 'val_mae_target_3': 0.7829323503091831, 'val_r2_target_3': -5.3886902763016185, 'val_rmse_target_4': 1.0049518761183476, 'val_mae_target_4': 0.8310179953764566, 'val_r2_target_4': -5.200248107425958, 'val_rmse_target_5': 1.152337084741056, 'val_mae_target_5': 0.9368386967169848, 'val_r2_target_5': -8.8832443765619, 'val_rmse_target_6': 1.0392881228009776, 'val_mae_target_6': 0.763327936665723, 'val_r2_target_6': -3.0346448598388314, 'val_rmse_target_7': 0.9132016338196852, 'val_mae_target_7': 0.7370766197625305, 'val_r2_target_7': -4.147222783209819}",COMPLETE
27,0.9184476238245043,2026-02-23 20:43:44.898795,2026-02-23 20:44:26.365646,0 days 00:00:41.466851,0.5111775462261268,,0.22276341606362815,,linear,30,True,"{'val_rmse_mean': 0.9538934061785871, 'val_mae_mean': 0.7413513225600599, 'val_r2_mean': -2.472068771619938, 'val_rmse_target_0': 0.8669050847513441, 'val_mae_target_0': 0.6884509021969065, 'val_r2_target_0': -1.0871756491505131, 'val_rmse_target_1': 0.9570012466567472, 'val_mae_target_1': 0.7277349471661373, 'val_r2_target_1': -1.2193137066565924, 'val_rmse_target_2': 0.8693413912001593, 'val_mae_target_2': 0.714474564173281, 'val_r2_target_2': -0.9436355376170267, 'val_rmse_target_3': 0.9531928380594559, 'val_mae_target_3': 0.7470181829476331, 'val_r2_target_3': -2.403860089434113, 'val_rmse_target_4': 0.9906641855475924, 'val_mae_target_4': 0.7787500509262695, 'val_r2_target_4': -2.7501052611294745, 'val_rmse_target_5': 1.1712191240852303, 'val_mae_target_5': 0.91352719234735, 'val_r2_target_5': -7.269068097070431, 'val_rmse_target_6': 0.9375061012866953, 'val_mae_target_6': 0.6379089562377195, 'val_r2_target_6': -1.5629019224389675, 'val_rmse_target_7': 0.885317277841472, 'val_mae_target_7': 0.7229457844851817, 'val_r2_target_7': -2.540489909462383}",COMPLETE
28,0.9182851022183012,2026-02-23 20:44:26.599074,2026-02-23 20:45:08.429855,0 days 00:00:41.830781,0.8157247305581583,,0.2459313979158617,,linear,30,True,"{'val_rmse_mean': 0.9537677129696945, 'val_mae_mean': 0.7411452858937841, 'val_r2_mean': -2.5511039468572076, 'val_rmse_target_0': 0.8641524931286148, 'val_mae_target_0': 0.6845217403545302, 'val_r2_target_0': -1.1115469225437011, 'val_rmse_target_1': 0.9553490691852418, 'val_mae_target_1': 0.723322046367178, 'val_r2_target_1': -1.2608445236991712, 'val_rmse_target_2': 0.8695225318216626, 'val_mae_target_2': 0.7147211273370045, 'val_r2_target_2': -1.010649262229662, 'val_rmse_target_3': 0.9531116796775789, 'val_mae_target_3': 0.7456128256604996, 'val_r2_target_3': -2.5219690500138445, 'val_rmse_target_4': 0.9903105878043785, 'val_mae_target_4': 0.7812424445445854, 'val_r2_target_4': -2.880651432187396, 'val_rmse_target_5': 1.171981479940878, 'val_mae_target_5': 0.9154789897687775, 'val_r2_target_5': -7.384893308280244, 'val_rmse_target_6': 0.9399395097665547, 'val_mae_target_6': 0.6408481258879222, 'val_r2_target_6': -1.627749672416146, 'val_rmse_target_7': 0.8857743524326469, 'val_mae_target_7': 0.7234149872297762, 'val_r2_target_7': -2.6105274034874957}",COMPLETE
29,0.983659222893025,2026-02-23 20:45:08.660160,2026-02-23 20:45:49.585539,0 days 00:00:40.925379,0.6056352995906091,,0.9781000191486943,,linear,40,True,"{'val_rmse_mean': 0.989614478694661, 'val_mae_mean': 0.7856779388205285, 'val_r2_mean': -9.644127930717751, 'val_rmse_target_0': 0.9104315766010641, 'val_mae_target_0': 0.727844144594459, 'val_r2_target_0': -5.224521777982133, 'val_rmse_target_1': 0.9614455498311865, 'val_mae_target_1': 0.706901867833715, 'val_r2_target_1': -6.764916749554915, 'val_rmse_target_2': 0.9049742520050327, 'val_mae_target_2': 0.7412714004478693, 'val_r2_target_2': -4.521381395539439, 'val_rmse_target_3': 1.001800423124444, 'val_mae_target_3': 0.8075191748991457, 'val_r2_target_3': -11.390083520412484, 'val_rmse_target_4': 1.0054386813382763, 'val_mae_target_4': 0.818429664132009, 'val_r2_target_4': -9.56650375890494, 'val_rmse_target_5': 1.1036447938028133, 'val_mae_target_5': 0.8677843607195755, 'val_r2_target_5': -12.706349851896361, 'val_rmse_target_6': 1.067987218084174, 'val_mae_target_6': 0.8301420177058116, 'val_r2_target_6': -8.885287493564128, 'val_rmse_target_7': 0.9611933347702976, 'val_mae_target_7': 0.7855308802316425, 'val_r2_target_7': -18.093978897887617}",COMPLETE
