number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.40953786405467935,2026-02-04 00:15:05.742846,2026-02-04 00:15:39.244260,0 days 00:00:33.501414,mean,2,0.11809984638374543,64,0.0010971027539976163,2.308049444339547e-05,"{'val_rmse_mean': 0.9638996720314026, 'val_mae_mean': 0.7408192157745361, 'val_r2_mean': -1.2522494792938232, 'val_rmse_target_0': 0.9638996720314026, 'val_mae_target_0': 0.7408192157745361, 'val_r2_target_0': -1.2522494792938232}",COMPLETE
1,0.4645016014266595,2026-02-04 00:15:39.440247,2026-02-04 00:16:15.914849,0 days 00:00:36.474602,attention,2,0.30022403670847314,64,0.0009547158049977937,0.0012685863291946162,"{'val_rmse_mean': 1.0289441347122192, 'val_mae_mean': 0.8223337531089783, 'val_r2_mean': -1.8611257076263428, 'val_rmse_target_0': 1.0289441347122192, 'val_mae_target_0': 0.8223337531089783, 'val_r2_target_0': -1.8611257076263428}",COMPLETE
2,0.4077250827190087,2026-02-04 00:16:16.113096,2026-02-04 00:16:52.985081,0 days 00:00:36.871985,attention,3,0.33862598456932225,32,0.0031785887285341406,0.0003172614455471677,"{'val_rmse_mean': 0.9493796825408936, 'val_mae_mean': 0.7652084827423096, 'val_r2_mean': -1.4826929569244385, 'val_rmse_target_0': 0.9493796825408936, 'val_mae_target_0': 0.7652084827423096, 'val_r2_target_0': -1.4826929569244385}",COMPLETE
3,0.41147543707241613,2026-02-04 00:16:53.182900,2026-02-04 00:17:27.081242,0 days 00:00:33.898342,attention,1,0.38531940359002587,128,0.00023851859890725678,0.008527148933449876,"{'val_rmse_mean': 0.9638113379478455, 'val_mae_mean': 0.7881819605827332, 'val_r2_mean': -5.809262752532959, 'val_rmse_target_0': 0.9638113379478455, 'val_mae_target_0': 0.7881819605827332, 'val_r2_target_0': -5.809262752532959}",COMPLETE
4,0.3937004498309559,2026-02-04 00:17:27.278997,2026-02-04 00:17:58.435797,0 days 00:00:31.156800,mean,1,0.4066788832958611,32,0.0014510192101597475,1.571934291454724e-05,"{'val_rmse_mean': 0.9422358274459839, 'val_mae_mean': 0.7480682134628296, 'val_r2_mean': -2.111409902572632, 'val_rmse_target_0': 0.9422358274459839, 'val_mae_target_0': 0.7480682134628296, 'val_r2_target_0': -2.111409902572632}",COMPLETE
5,0.4508528069396831,2026-02-04 00:17:58.631071,2026-02-04 00:18:33.037095,0 days 00:00:34.406024,attention,2,0.24775495202640724,64,0.003998694581240061,0.0005526183149192229,"{'val_rmse_mean': 1.0124938488006592, 'val_mae_mean': 0.8032805323600769, 'val_r2_mean': -2.3236899375915527, 'val_rmse_target_0': 1.0124938488006592, 'val_mae_target_0': 0.8032805323600769, 'val_r2_target_0': -2.3236899375915527}",COMPLETE
6,0.438611392652631,2026-02-04 00:18:33.231876,2026-02-04 00:19:06.606732,0 days 00:00:33.374856,mean,2,0.37225231438648876,128,0.0018413682980171662,1.2576593298768168e-05,"{'val_rmse_mean': 0.9937591552734375, 'val_mae_mean': 0.7994140386581421, 'val_r2_mean': -1.5645484924316406, 'val_rmse_target_0': 0.9937591552734375, 'val_mae_target_0': 0.7994140386581421, 'val_r2_target_0': -1.5645484924316406}",COMPLETE
7,0.4049405363448723,2026-02-04 00:19:06.803041,2026-02-04 00:19:40.169757,0 days 00:00:33.366716,mean,2,0.12654340492893384,64,0.0007745781691908482,1.408548824626786e-05,"{'val_rmse_mean': 0.9604458212852478, 'val_mae_mean': 0.7504156827926636, 'val_r2_mean': -1.4416108131408691, 'val_rmse_target_0': 0.9604458212852478, 'val_mae_target_0': 0.7504156827926636, 'val_r2_target_0': -1.4416108131408691}",COMPLETE
8,0.45158174029266873,2026-02-04 00:19:40.366411,2026-02-04 00:20:18.487337,0 days 00:00:38.120926,attention,2,0.09477688777986548,64,0.0030983102668171044,0.0026331401445068617,"{'val_rmse_mean': 1.0135750770568848, 'val_mae_mean': 0.8289488554000854, 'val_r2_mean': -1.858830451965332, 'val_rmse_target_0': 1.0135750770568848, 'val_mae_target_0': 0.8289488554000854, 'val_r2_target_0': -1.858830451965332}",COMPLETE
9,0.4321661966516533,2026-02-04 00:20:18.689235,2026-02-04 00:20:51.729928,0 days 00:00:33.040693,mean,3,0.4824016114982601,64,0.0003311549443489815,0.00620272467695189,"{'val_rmse_mean': 0.9890247583389282, 'val_mae_mean': 0.8258447051048279, 'val_r2_mean': -14.597960472106934, 'val_rmse_target_0': 0.9890247583389282, 'val_mae_target_0': 0.8258447051048279, 'val_r2_target_0': -14.597960472106934}",COMPLETE
