number,value,datetime_start,datetime_complete,duration,params_aggregation,params_depth,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.3778357100155618,2026-01-31 02:04:41.721188,2026-01-31 02:05:10.306631,0 days 00:00:28.585443,mean,1,0.2868732595672228,64,0.0002424512477005688,0.006906743586289293,"{'val_rmse_mean': 0.9780604839324951, 'val_mae_mean': 0.710785984992981, 'val_r2_mean': -33.64497756958008, 'val_rmse_target_0': 0.9309101104736328, 'val_mae_target_0': 0.5795531868934631, 'val_r2_target_0': -16.3709716796875, 'val_rmse_target_1': 1.0060408115386963, 'val_mae_target_1': 0.7077125310897827, 'val_r2_target_1': -35.18207550048828, 'val_rmse_target_2': 0.9799076318740845, 'val_mae_target_2': 0.8558747172355652, 'val_r2_target_2': -19.496891021728516, 'val_rmse_target_3': 0.9953833818435669, 'val_mae_target_3': 0.7000035047531128, 'val_r2_target_3': -63.52996826171875}",COMPLETE
1,0.3701242227797155,2026-01-31 02:05:10.426187,2026-01-31 02:05:37.836925,0 days 00:00:27.410738,mean,1,0.3956465242910825,128,0.0004509460875330869,1.8246146090096605e-05,"{'val_rmse_mean': 0.9536204934120178, 'val_mae_mean': 0.7144022583961487, 'val_r2_mean': -5.788631439208984, 'val_rmse_target_0': 0.9303053021430969, 'val_mae_target_0': 0.6070169806480408, 'val_r2_target_0': -2.287161350250244, 'val_rmse_target_1': 0.9742423295974731, 'val_mae_target_1': 0.6966812014579773, 'val_r2_target_1': -6.125773906707764, 'val_rmse_target_2': 0.9322099685668945, 'val_mae_target_2': 0.8330287337303162, 'val_r2_target_2': -3.049539089202881, 'val_rmse_target_3': 0.9777243137359619, 'val_mae_target_3': 0.7208821773529053, 'val_r2_target_3': -11.69205379486084}",COMPLETE
2,0.38095421702773485,2026-01-31 02:05:37.957096,2026-01-31 02:06:06.260949,0 days 00:00:28.303853,mean,1,0.169269829742982,128,0.0027603164482577353,0.006456453291329155,"{'val_rmse_mean': 0.9664746522903442, 'val_mae_mean': 0.7271857261657715, 'val_r2_mean': -1.638933777809143, 'val_rmse_target_0': 0.9793797135353088, 'val_mae_target_0': 0.690338134765625, 'val_r2_target_0': -1.0674021244049072, 'val_rmse_target_1': 1.022110104560852, 'val_mae_target_1': 0.6999754905700684, 'val_r2_target_1': -1.8488316535949707, 'val_rmse_target_2': 0.9526225328445435, 'val_mae_target_2': 0.802848756313324, 'val_r2_target_2': -1.1204071044921875, 'val_rmse_target_3': 0.9117860198020935, 'val_mae_target_3': 0.7155804634094238, 'val_r2_target_3': -2.5190930366516113}",COMPLETE
3,0.3769529856465481,2026-01-31 02:06:06.381733,2026-01-31 02:06:38.028099,0 days 00:00:31.646366,attention,2,0.10270125901086169,64,0.000358714464698803,1.3389746536535167e-05,"{'val_rmse_mean': 0.9781904220581055, 'val_mae_mean': 0.7149320244789124, 'val_r2_mean': -5.935594081878662, 'val_rmse_target_0': 0.9912613034248352, 'val_mae_target_0': 0.6315995454788208, 'val_r2_target_0': -6.026717662811279, 'val_rmse_target_1': 0.9464764595031738, 'val_mae_target_1': 0.6613907814025879, 'val_r2_target_1': -6.073180675506592, 'val_rmse_target_2': 0.9255445003509521, 'val_mae_target_2': 0.7695493102073669, 'val_r2_target_2': -1.7125699520111084, 'val_rmse_target_3': 1.0494794845581055, 'val_mae_target_3': 0.7971885204315186, 'val_r2_target_3': -9.929908752441406}",COMPLETE
4,0.3809123145485366,2026-01-31 02:06:38.148745,2026-01-31 02:07:06.297412,0 days 00:00:28.148667,mean,2,0.3446025516344048,128,0.004451206864847092,7.04557570332073e-05,"{'val_rmse_mean': 0.9664934873580933, 'val_mae_mean': 0.7338322997093201, 'val_r2_mean': -2.89900803565979, 'val_rmse_target_0': 0.9588304162025452, 'val_mae_target_0': 0.661077082157135, 'val_r2_target_0': -1.9637987613677979, 'val_rmse_target_1': 0.9822405576705933, 'val_mae_target_1': 0.6735092997550964, 'val_r2_target_1': -4.365227699279785, 'val_rmse_target_2': 0.9348721504211426, 'val_mae_target_2': 0.8119170665740967, 'val_r2_target_2': -1.280963659286499, 'val_rmse_target_3': 0.9900307059288025, 'val_mae_target_3': 0.7888257503509521, 'val_r2_target_3': -3.98604154586792}",COMPLETE
5,0.3684390809869877,2026-01-31 02:07:06.418327,2026-01-31 02:07:38.997622,0 days 00:00:32.579295,mean,3,0.17120570020529846,128,0.00013921243327127356,4.660763794159608e-05,"{'val_rmse_mean': 0.9716813564300537, 'val_mae_mean': 0.6899650692939758, 'val_r2_mean': -21.113985061645508, 'val_rmse_target_0': 0.9613950252532959, 'val_mae_target_0': 0.603560745716095, 'val_r2_target_0': -16.1353759765625, 'val_rmse_target_1': 0.9922879934310913, 'val_mae_target_1': 0.6475269794464111, 'val_r2_target_1': -18.140283584594727, 'val_rmse_target_2': 0.9293834567070007, 'val_mae_target_2': 0.801684558391571, 'val_r2_target_2': -10.60240364074707, 'val_rmse_target_3': 1.0036590099334717, 'val_mae_target_3': 0.7070879936218262, 'val_r2_target_3': -39.577877044677734}",COMPLETE
6,0.3729632267797435,2026-01-31 02:07:39.118783,2026-01-31 02:08:09.356458,0 days 00:00:30.237675,attention,1,0.4949503785244327,128,0.0004486950758728439,0.0003912197164030841,"{'val_rmse_mean': 0.9607154130935669, 'val_mae_mean': 0.7187382578849792, 'val_r2_mean': -5.706319808959961, 'val_rmse_target_0': 0.9428352117538452, 'val_mae_target_0': 0.6228584051132202, 'val_r2_target_0': -3.265556812286377, 'val_rmse_target_1': 1.0115710496902466, 'val_mae_target_1': 0.7193949222564697, 'val_r2_target_1': -6.4222412109375, 'val_rmse_target_2': 0.9159336686134338, 'val_mae_target_2': 0.8058956265449524, 'val_r2_target_2': -2.884246826171875, 'val_rmse_target_3': 0.9725219011306763, 'val_mae_target_3': 0.7268039584159851, 'val_r2_target_3': -10.2532320022583}",COMPLETE
7,0.39770986167369066,2026-01-31 02:08:09.488448,2026-01-31 02:08:42.061102,0 days 00:00:32.572654,attention,2,0.3939414505922321,128,0.0004582437055506468,0.0003314234718623121,"{'val_rmse_mean': 0.9908810257911682, 'val_mae_mean': 0.7517468333244324, 'val_r2_mean': -2.851871967315674, 'val_rmse_target_0': 0.9981544017791748, 'val_mae_target_0': 0.67374187707901, 'val_r2_target_0': -2.484875202178955, 'val_rmse_target_1': 1.059417963027954, 'val_mae_target_1': 0.7981513738632202, 'val_r2_target_1': -3.071681022644043, 'val_rmse_target_2': 0.8609644174575806, 'val_mae_target_2': 0.744525134563446, 'val_r2_target_2': -0.9406486749649048, 'val_rmse_target_3': 1.044987440109253, 'val_mae_target_3': 0.7905688285827637, 'val_r2_target_3': -4.910284519195557}",COMPLETE
8,0.3898841993952239,2026-01-31 02:08:42.182382,2026-01-31 02:09:14.136094,0 days 00:00:31.953712,attention,3,0.1338452068725925,64,0.00013531151394131037,0.0004364808986473539,"{'val_rmse_mean': 1.0154141187667847, 'val_mae_mean': 0.724860429763794, 'val_r2_mean': -208.92555236816406, 'val_rmse_target_0': 1.0210533142089844, 'val_mae_target_0': 0.6386929154396057, 'val_r2_target_0': -252.41334533691406, 'val_rmse_target_1': 1.0121738910675049, 'val_mae_target_1': 0.6796440482139587, 'val_r2_target_1': -134.99868774414062, 'val_rmse_target_2': 1.0120716094970703, 'val_mae_target_2': 0.8812499046325684, 'val_r2_target_2': -91.22782135009766, 'val_rmse_target_3': 1.0163577795028687, 'val_mae_target_3': 0.6998549699783325, 'val_r2_target_3': -357.0623474121094}",COMPLETE
9,0.3749285692142116,2026-01-31 02:09:14.262065,2026-01-31 02:09:45.401594,0 days 00:00:31.139529,attention,1,0.34218987758909214,64,0.0002044974311904996,6.4293634969796e-05,"{'val_rmse_mean': 0.9834223389625549, 'val_mae_mean': 0.7031146883964539, 'val_r2_mean': -44.25448989868164, 'val_rmse_target_0': 0.9195026755332947, 'val_mae_target_0': 0.5594873428344727, 'val_r2_target_0': -17.733844757080078, 'val_rmse_target_1': 0.9998713731765747, 'val_mae_target_1': 0.6915172934532166, 'val_r2_target_1': -35.28443908691406, 'val_rmse_target_2': 0.9911771416664124, 'val_mae_target_2': 0.8548053503036499, 'val_r2_target_2': -42.07719421386719, 'val_rmse_target_3': 1.0231382846832275, 'val_mae_target_3': 0.7066485285758972, 'val_r2_target_3': -81.92247772216797}",COMPLETE
