,mean_weight
0,0.02381513
1,0.020291716
2,0.040405855
3,0.12278592
4,0.12559435
5,0.11805706
6,0.03901439
7,0.10365562
8,0.018390695
9,0.019598298
10,0.020976577
11,0.029754566
12,0.018237434
13,0.018038994
14,0.051475957
15,0.08046318
16,0.033324387
17,0.037705485
18,0.05753974
19,0.020874692
