,mean_weight
0,0.030687688
1,0.049361944
2,0.09387804
3,0.06422357
4,0.028819764
5,0.029647868
6,0.040748376
7,0.03238608
8,0.0791695
9,0.077545986
10,0.049044255
11,0.069302574
12,0.030004423
13,0.056559443
14,0.033120725
15,0.043627303
16,0.029236274
17,0.062480494
18,0.054316893
19,0.04583888
