number,value,datetime_start,datetime_complete,duration,params_aggregation,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.3035267878030599,2026-02-03 13:50:14.996525,2026-02-03 13:50:46.703576,0 days 00:00:31.707051,attention,0.028684410516984206,32,0.000356747019052865,4.32006236546155e-05,"{'val_rmse_mean': 0.8096951246261597, 'val_mae_mean': 0.6521527767181396, 'val_r2_mean': -1.5058321952819824, 'val_rmse_target_0': 0.8096951246261597, 'val_mae_target_0': 0.6521527767181396, 'val_r2_target_0': -1.5058321952819824}",COMPLETE
1,0.2844453048590502,2026-02-03 13:50:46.868521,2026-02-03 13:51:16.940186,0 days 00:00:30.071665,mean,0.15504647586379916,64,0.00037889451567448923,0.006102140736511183,"{'val_rmse_mean': 0.7708625793457031, 'val_mae_mean': 0.6611608862876892, 'val_r2_mean': -0.8799917697906494, 'val_rmse_target_0': 0.7708625793457031, 'val_mae_target_0': 0.6611608862876892, 'val_r2_target_0': -0.8799917697906494}",COMPLETE
2,0.30364647706004755,2026-02-03 13:51:17.105377,2026-02-03 13:51:49.329500,0 days 00:00:32.224123,attention,0.33905772536611234,32,0.0009456601437845692,0.0008505034228278363,"{'val_rmse_mean': 0.8081610202789307, 'val_mae_mean': 0.6568437218666077, 'val_r2_mean': -1.0557987689971924, 'val_rmse_target_0': 0.8081610202789307, 'val_mae_target_0': 0.6568437218666077, 'val_r2_target_0': -1.0557987689971924}",COMPLETE
3,0.27873224595613366,2026-02-03 13:51:49.493829,2026-02-03 13:52:21.567449,0 days 00:00:32.073620,attention,0.1544903680951018,32,0.0003157372546108878,0.00944581126423092,"{'val_rmse_mean': 0.75893235206604, 'val_mae_mean': 0.6629381775856018, 'val_r2_mean': -1.2012062072753906, 'val_rmse_target_0': 0.75893235206604, 'val_mae_target_0': 0.6629381775856018, 'val_r2_target_0': -1.2012062072753906}",COMPLETE
4,0.26929289767630743,2026-02-03 13:52:21.731222,2026-02-03 13:52:53.123464,0 days 00:00:31.392242,mean,0.36642072973530393,128,0.0033986373194140307,1.2298218740118864e-05,"{'val_rmse_mean': 0.7558395266532898, 'val_mae_mean': 0.625127911567688, 'val_r2_mean': -0.2820253372192383, 'val_rmse_target_0': 0.7558395266532898, 'val_mae_target_0': 0.625127911567688, 'val_r2_target_0': -0.2820253372192383}",COMPLETE
5,0.3139136022870877,2026-02-03 13:52:53.290336,2026-02-03 13:53:26.830987,0 days 00:00:33.540651,attention,0.026002997875708103,32,0.002651368707157286,0.00609581174744949,"{'val_rmse_mean': 0.8322330713272095, 'val_mae_mean': 0.6770622730255127, 'val_r2_mean': -1.0682473182678223, 'val_rmse_target_0': 0.8322330713272095, 'val_mae_target_0': 0.6770622730255127, 'val_r2_target_0': -1.0682473182678223}",COMPLETE
6,0.32792264680136685,2026-02-03 13:53:26.996196,2026-02-03 13:53:59.495546,0 days 00:00:32.499350,attention,0.09574919715009034,64,0.002583461336172722,0.000129440925776109,"{'val_rmse_mean': 0.8355165719985962, 'val_mae_mean': 0.7176487445831299, 'val_r2_mean': -0.6055022478103638, 'val_rmse_target_0': 0.8355165719985962, 'val_mae_target_0': 0.7176487445831299, 'val_r2_target_0': -0.6055022478103638}",COMPLETE
7,0.2455450970231107,2026-02-03 13:53:59.675451,2026-02-03 13:54:32.842964,0 days 00:00:33.167513,attention,0.07084633875000393,128,0.001334417804911441,0.0006448834335062826,"{'val_rmse_mean': 0.7208178639411926, 'val_mae_mean': 0.5854179859161377, 'val_r2_mean': -0.43391144275665283, 'val_rmse_target_0': 0.7208178639411926, 'val_mae_target_0': 0.5854179859161377, 'val_r2_target_0': -0.43391144275665283}",COMPLETE
8,0.24593567336840486,2026-02-03 13:54:33.006234,2026-02-03 13:55:07.211048,0 days 00:00:34.204814,attention,0.36566003318821805,32,0.0035423985857098335,0.00216491618253894,"{'val_rmse_mean': 0.7175912261009216, 'val_mae_mean': 0.5822827219963074, 'val_r2_mean': -0.4565284252166748, 'val_rmse_target_0': 0.7175912261009216, 'val_mae_target_0': 0.5822827219963074, 'val_r2_target_0': -0.4565284252166748}",COMPLETE
9,0.2633337714190323,2026-02-03 13:55:07.377370,2026-02-03 13:55:39.017007,0 days 00:00:31.639637,mean,0.38806628916482483,32,0.0030011914293022047,0.00030717123901114526,"{'val_rmse_mean': 0.7475607991218567, 'val_mae_mean': 0.6198702454566956, 'val_r2_mean': -0.4793524742126465, 'val_rmse_target_0': 0.7475607991218567, 'val_mae_target_0': 0.6198702454566956, 'val_r2_target_0': -0.4793524742126465}",COMPLETE
