,mean_weight
0,0.041306883
1,0.04158126
2,0.030337868
3,0.017782489
4,0.030416913
5,0.049283937
6,0.07810143
7,0.042125467
8,0.07164209
9,0.046114143
10,0.050377548
11,0.017648818
12,0.08886378
13,0.06504471
14,0.02980948
15,0.043267537
16,0.033529337
17,0.06402134
18,0.064980485
19,0.09376454
