number,value,datetime_start,datetime_complete,duration,params_aggregation,params_dropout,params_hidden_dim,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.30784637400039694,2026-02-03 09:18:22.207063,2026-02-03 09:18:53.002519,0 days 00:00:30.795456,attention,0.001026065321361358,32,0.0002138423098426751,1.7672056987538874e-05,"{'val_rmse_mean': 0.8104550838470459, 'val_mae_mean': 0.6627674698829651, 'val_r2_mean': -1.1012864112854004, 'val_rmse_target_0': 0.8104550838470459, 'val_mae_target_0': 0.6627674698829651, 'val_r2_target_0': -1.1012864112854004}",COMPLETE
1,0.2868273673855044,2026-02-03 09:18:53.151350,2026-02-03 09:19:24.931483,0 days 00:00:31.780133,attention,0.16196330508948728,128,0.00021057493846851126,0.007166695177525509,"{'val_rmse_mean': 0.7738085389137268, 'val_mae_mean': 0.6383988261222839, 'val_r2_mean': -0.3223029375076294, 'val_rmse_target_0': 0.7738085389137268, 'val_mae_target_0': 0.6383988261222839, 'val_r2_target_0': -0.3223029375076294}",COMPLETE
2,0.3337844962737075,2026-02-03 09:19:25.080839,2026-02-03 09:19:54.596890,0 days 00:00:29.516051,attention,0.18189782271597738,128,0.0003860128506246299,1.0532959306926058e-05,"{'val_rmse_mean': 0.8441676497459412, 'val_mae_mean': 0.7050066590309143, 'val_r2_mean': -0.7849838733673096, 'val_rmse_target_0': 0.8441676497459412, 'val_mae_target_0': 0.7050066590309143, 'val_r2_target_0': -0.7849838733673096}",COMPLETE
3,0.3210299210261804,2026-02-03 09:19:54.747049,2026-02-03 09:20:23.526829,0 days 00:00:28.779780,mean,0.2909644401085545,128,0.0004504157506195637,1.5164131576796216e-05,"{'val_rmse_mean': 0.8267374634742737, 'val_mae_mean': 0.694381833076477, 'val_r2_mean': -0.5212236642837524, 'val_rmse_target_0': 0.8267374634742737, 'val_mae_target_0': 0.694381833076477, 'val_r2_target_0': -0.5212236642837524}",COMPLETE
4,0.34245246747094726,2026-02-03 09:20:23.681996,2026-02-03 09:20:55.276165,0 days 00:00:31.594169,attention,0.08637055120418267,64,0.0001690107286029478,0.0001410719196241545,"{'val_rmse_mean': 0.8522696495056152, 'val_mae_mean': 0.7247574925422668, 'val_r2_mean': -2.486659049987793, 'val_rmse_target_0': 0.8522696495056152, 'val_mae_target_0': 0.7247574925422668, 'val_r2_target_0': -2.486659049987793}",COMPLETE
5,0.2987600335618481,2026-02-03 09:20:55.424573,2026-02-03 09:21:24.594864,0 days 00:00:29.170291,mean,0.3280870993858534,128,0.00014763046225134494,0.007512467113437102,"{'val_rmse_mean': 0.7948542237281799, 'val_mae_mean': 0.6709240078926086, 'val_r2_mean': -1.4346635341644287, 'val_rmse_target_0': 0.7948542237281799, 'val_mae_target_0': 0.6709240078926086, 'val_r2_target_0': -1.4346635341644287}",COMPLETE
6,0.3121653166944506,2026-02-03 09:21:24.744926,2026-02-03 09:21:53.384581,0 days 00:00:28.639655,mean,0.07993096533113918,128,0.0005283007710327993,2.8642680667622907e-05,"{'val_rmse_mean': 0.8161365389823914, 'val_mae_mean': 0.6851751804351807, 'val_r2_mean': -0.21960961818695068, 'val_rmse_target_0': 0.8161365389823914, 'val_mae_target_0': 0.6851751804351807, 'val_r2_target_0': -0.21960961818695068}",COMPLETE
7,0.3527806730837458,2026-02-03 09:21:53.533925,2026-02-03 09:22:24.369537,0 days 00:00:30.835612,attention,0.22358353065503486,128,0.00010730449277347734,5.744530477901466e-05,"{'val_rmse_mean': 0.8676052689552307, 'val_mae_mean': 0.7438949942588806, 'val_r2_mean': -3.1045327186584473, 'val_rmse_target_0': 0.8676052689552307, 'val_mae_target_0': 0.7438949942588806, 'val_r2_target_0': -3.1045327186584473}",COMPLETE
8,0.37133660280206066,2026-02-03 09:22:24.517808,2026-02-03 09:22:53.526045,0 days 00:00:29.008237,mean,0.04153416494991107,128,0.0044482239032352265,1.824476342647492e-05,"{'val_rmse_mean': 0.9022964835166931, 'val_mae_mean': 0.7342692017555237, 'val_r2_mean': -0.4363234043121338, 'val_rmse_target_0': 0.9022964835166931, 'val_mae_target_0': 0.7342692017555237, 'val_r2_target_0': -0.4363234043121338}",COMPLETE
9,0.31294374183656787,2026-02-03 09:22:53.675195,2026-02-03 09:23:23.221750,0 days 00:00:29.546555,mean,0.10315818918929272,128,0.00021408696527218266,0.0004497509404093271,"{'val_rmse_mean': 0.8130969405174255, 'val_mae_mean': 0.6723542809486389, 'val_r2_mean': -0.9082847833633423, 'val_rmse_target_0': 0.8130969405174255, 'val_mae_target_0': 0.6723542809486389, 'val_r2_target_0': -0.9082847833633423}",COMPLETE
10,0.3300333757288172,2026-02-03 09:23:23.371514,2026-02-03 09:23:54.680429,0 days 00:00:31.308915,attention,0.18136129096991593,64,0.0014401629158001415,0.00918641714716286,"{'val_rmse_mean': 0.8461786508560181, 'val_mae_mean': 0.6693451404571533, 'val_r2_mean': -0.530734658241272, 'val_rmse_target_0': 0.8461786508560181, 'val_mae_target_0': 0.6693451404571533, 'val_r2_target_0': -0.530734658241272}",COMPLETE
11,0.33111257908900305,2026-02-03 09:23:54.830356,2026-02-03 09:24:24.294943,0 days 00:00:29.464587,mean,0.3860889499269202,32,0.0010859263411284717,0.009698221914720674,"{'val_rmse_mean': 0.841399073600769, 'val_mae_mean': 0.7065033912658691, 'val_r2_mean': -0.6202536821365356, 'val_rmse_target_0': 0.841399073600769, 'val_mae_target_0': 0.7065033912658691, 'val_r2_target_0': -0.6202536821365356}",COMPLETE
12,0.32184104650729783,2026-02-03 09:24:24.444883,2026-02-03 09:24:53.334644,0 days 00:00:28.889761,mean,0.38909040396004313,128,0.0001026947806188639,0.0021002571598920904,"{'val_rmse_mean': 0.8249348998069763, 'val_mae_mean': 0.6996233463287354, 'val_r2_mean': -2.9459893703460693, 'val_rmse_target_0': 0.8249348998069763, 'val_mae_target_0': 0.6996233463287354, 'val_r2_target_0': -2.9459893703460693}",COMPLETE
13,0.3345651870962077,2026-02-03 09:24:53.485239,2026-02-03 09:25:25.451101,0 days 00:00:31.965862,attention,0.29772590900475576,32,0.00028620699804766004,0.0025300360404012794,"{'val_rmse_mean': 0.8431122899055481, 'val_mae_mean': 0.6784040927886963, 'val_r2_mean': -1.2587592601776123, 'val_rmse_target_0': 0.8431122899055481, 'val_mae_target_0': 0.6784040927886963, 'val_r2_target_0': -1.2587592601776123}",COMPLETE
14,0.34641648900772753,2026-02-03 09:25:25.602933,2026-02-03 09:25:55.496012,0 days 00:00:29.893079,mean,0.2537597345725248,128,0.0008608249271257282,0.002170112394326545,"{'val_rmse_mean': 0.8602637052536011, 'val_mae_mean': 0.7047854661941528, 'val_r2_mean': -0.39446544647216797, 'val_rmse_target_0': 0.8602637052536011, 'val_mae_target_0': 0.7047854661941528, 'val_r2_target_0': -0.39446544647216797}",COMPLETE
15,0.3299043312495255,2026-02-03 09:25:55.644171,2026-02-03 09:26:26.596876,0 days 00:00:30.952705,attention,0.15021822194450374,64,0.00015139667108365461,0.0005495148303495212,"{'val_rmse_mean': 0.8384822607040405, 'val_mae_mean': 0.7057570219039917, 'val_r2_mean': -1.9768271446228027, 'val_rmse_target_0': 0.8384822607040405, 'val_mae_target_0': 0.7057570219039917, 'val_r2_target_0': -1.9768271446228027}",COMPLETE
16,0.32279516518529916,2026-02-03 09:26:26.745660,2026-02-03 09:26:58.342262,0 days 00:00:31.596602,attention,0.33635193378880973,128,0.0031845781721806603,0.00441608393536054,"{'val_rmse_mean': 0.8314071893692017, 'val_mae_mean': 0.7014252543449402, 'val_r2_mean': -0.357588529586792, 'val_rmse_target_0': 0.8314071893692017, 'val_mae_target_0': 0.7014252543449402, 'val_r2_target_0': -0.357588529586792}",COMPLETE
17,0.30093005538004003,2026-02-03 09:26:58.493337,2026-02-03 09:27:27.006949,0 days 00:00:28.513612,mean,0.14303283382853665,128,0.00030943340863941,0.0009034302740966651,"{'val_rmse_mean': 0.7960996031761169, 'val_mae_mean': 0.6549355983734131, 'val_r2_mean': -0.6859951019287109, 'val_rmse_target_0': 0.7960996031761169, 'val_mae_target_0': 0.6549355983734131, 'val_r2_target_0': -0.6859951019287109}",COMPLETE
18,0.32369921067026586,2026-02-03 09:27:27.156910,2026-02-03 09:27:57.017694,0 days 00:00:29.860784,attention,0.23931201394542884,32,0.0006610642650564078,0.000189345213913846,"{'val_rmse_mean': 0.8279838562011719, 'val_mae_mean': 0.6987621188163757, 'val_r2_mean': -0.755927324295044, 'val_rmse_target_0': 0.8279838562011719, 'val_mae_target_0': 0.6987621188163757, 'val_r2_target_0': -0.755927324295044}",COMPLETE
19,0.33160726869310664,2026-02-03 09:27:57.167597,2026-02-03 09:28:23.099633,0 days 00:00:25.932036,mean,0.3312425474440446,64,0.0018126868218644656,0.0009847343952577095,"{'val_rmse_mean': 0.8410454392433167, 'val_mae_mean': 0.6854808926582336, 'val_r2_mean': -0.4142265319824219, 'val_rmse_target_0': 0.8410454392433167, 'val_mae_target_0': 0.6854808926582336, 'val_r2_target_0': -0.4142265319824219}",COMPLETE
20,0.34156460399821365,2026-02-03 09:28:23.250234,2026-02-03 09:28:53.825738,0 days 00:00:30.575504,attention,0.14351268860116867,128,0.0001405445267827431,0.005274612676882871,"{'val_rmse_mean': 0.8647186160087585, 'val_mae_mean': 0.707977831363678, 'val_r2_mean': -1.2129294872283936, 'val_rmse_target_0': 0.8647186160087585, 'val_mae_target_0': 0.707977831363678, 'val_r2_target_0': -1.2129294872283936}",COMPLETE
