epoch,train_loss,val_loss
1,0.4328063800930977,0.6824257969856262
2,0.41802016645669937,0.6508616805076599
3,0.3956425040960312,0.6111693978309631
4,0.36604224890470505,0.5938989520072937
5,0.34354059025645256,0.5690020322799683
6,0.3298041373491287,0.5474361777305603
7,0.29721831157803535,0.5318966507911682
8,0.27766532450914383,0.5274661183357239
9,0.258857898414135,0.5285295844078064
10,0.23708578944206238,0.5363772511482239
