number,value,datetime_start,datetime_complete,duration,params_aggregation,params_alpha,params_l1_ratio,params_lr,user_attrs_val_metrics,state
0,0.24452310543576325,2026-02-02 23:29:47.975030,2026-02-02 23:30:15.318942,0 days 00:00:27.343912,mean,0.0038959907411802177,0.21827551036074777,0.0022484347894603306,"{'val_rmse_mean': 0.7471662163734436, 'val_mae_mean': 0.59172123670578, 'val_r2_mean': 0.140514075756073, 'val_rmse_target_0': 0.7471662163734436, 'val_mae_target_0': 0.59172123670578, 'val_r2_target_0': 0.140514075756073}",COMPLETE
1,0.2642884310334921,2026-02-02 23:30:15.433724,2026-02-02 23:30:43.167393,0 days 00:00:27.733669,attention,0.003961901965685407,0.873956110071909,0.004287200085884981,"{'val_rmse_mean': 0.747787356376648, 'val_mae_mean': 0.6264790296554565, 'val_r2_mean': 0.33401840925216675, 'val_rmse_target_0': 0.747787356376648, 'val_mae_target_0': 0.6264790296554565, 'val_r2_target_0': 0.33401840925216675}",COMPLETE
2,0.20216635811892855,2026-02-02 23:30:43.281188,2026-02-02 23:31:09.194819,0 days 00:00:25.913631,mean,0.0030031059731187707,0.1901227260336957,0.0012774146576943644,"{'val_rmse_mean': 0.6612483859062195, 'val_mae_mean': 0.5028428435325623, 'val_r2_mean': 0.06361860036849976, 'val_rmse_target_0': 0.6612483859062195, 'val_mae_target_0': 0.5028428435325623, 'val_r2_target_0': 0.06361860036849976}",COMPLETE
3,0.38406974892536205,2026-02-02 23:31:09.309397,2026-02-02 23:31:38.108149,0 days 00:00:28.798752,attention,0.014542802290158884,0.6308692042540152,0.00014137277721365478,"{'val_rmse_mean': 0.9148428440093994, 'val_mae_mean': 0.7541197538375854, 'val_r2_mean': -9.041914939880371, 'val_rmse_target_0': 0.9148428440093994, 'val_mae_target_0': 0.7541197538375854, 'val_r2_target_0': -9.041914939880371}",COMPLETE
4,0.34043461287877075,2026-02-02 23:31:38.222659,2026-02-02 23:32:04.861474,0 days 00:00:26.638815,mean,0.04509257688800837,0.3792900281964008,0.0001531632546546623,"{'val_rmse_mean': 0.860395073890686, 'val_mae_mean': 0.7149730920791626, 'val_r2_mean': -6.857012748718262, 'val_rmse_target_0': 0.860395073890686, 'val_mae_target_0': 0.7149730920791626, 'val_r2_target_0': -6.857012748718262}",COMPLETE
5,0.2970997379355443,2026-02-02 23:32:04.975855,2026-02-02 23:32:33.973158,0 days 00:00:28.997303,attention,0.0037022918343648185,0.17026102297513307,0.0002441787013929235,"{'val_rmse_mean': 0.8003349304199219, 'val_mae_mean': 0.6591694951057434, 'val_r2_mean': -2.023163318634033, 'val_rmse_target_0': 0.8003349304199219, 'val_mae_target_0': 0.6591694951057434, 'val_r2_target_0': -2.023163318634033}",COMPLETE
6,0.3095382408915881,2026-02-02 23:32:34.087817,2026-02-02 23:33:02.815158,0 days 00:00:28.727341,attention,0.0008339497921790033,0.5093030934526505,0.0010882476401641683,"{'val_rmse_mean': 0.932869553565979, 'val_mae_mean': 0.6389217376708984, 'val_r2_mean': -0.24733304977416992, 'val_rmse_target_0': 0.932869553565979, 'val_mae_target_0': 0.6389217376708984, 'val_r2_target_0': -0.24733304977416992}",COMPLETE
7,0.3090194322013741,2026-02-02 23:33:02.928531,2026-02-02 23:33:31.523014,0 days 00:00:28.594483,attention,0.003460104389030317,0.2045116260550242,0.0001871194346529647,"{'val_rmse_mean': 0.8211396932601929, 'val_mae_mean': 0.6490920186042786, 'val_r2_mean': -3.4585442543029785, 'val_rmse_target_0': 0.8211396932601929, 'val_mae_target_0': 0.6490920186042786, 'val_r2_target_0': -3.4585442543029785}",COMPLETE
8,0.34524608788396344,2026-02-02 23:33:31.637535,2026-02-02 23:33:59.947860,0 days 00:00:28.310325,attention,0.4159169602252639,0.5404789448944105,0.00018379959051242222,"{'val_rmse_mean': 0.8658862113952637, 'val_mae_mean': 0.7312981486320496, 'val_r2_mean': -3.8609161376953125, 'val_rmse_target_0': 0.8658862113952637, 'val_mae_target_0': 0.7312981486320496, 'val_r2_target_0': -3.8609161376953125}",COMPLETE
9,0.3041953610836235,2026-02-02 23:34:00.063325,2026-02-02 23:34:25.852472,0 days 00:00:25.789147,mean,0.037371160869156324,0.33956719397632407,0.00021869313377638453,"{'val_rmse_mean': 0.8082023859024048, 'val_mae_mean': 0.6463073492050171, 'val_r2_mean': -1.9581527709960938, 'val_rmse_target_0': 0.8082023859024048, 'val_mae_target_0': 0.6463073492050171, 'val_r2_target_0': -1.9581527709960938}",COMPLETE
10,0.24314966351138773,2026-02-02 23:34:25.966276,2026-02-02 23:34:51.812761,0 days 00:00:25.846485,mean,0.0004390619932808137,0.7716019715746631,0.0005939381201154982,"{'val_rmse_mean': 0.7262227535247803, 'val_mae_mean': 0.5625061392784119, 'val_r2_mean': -0.49326586723327637, 'val_rmse_target_0': 0.7262227535247803, 'val_mae_target_0': 0.5625061392784119, 'val_r2_target_0': -0.49326586723327637}",COMPLETE
11,0.24012662375052632,2026-02-02 23:34:51.927357,2026-02-02 23:35:17.655825,0 days 00:00:25.728468,mean,0.00023020018919936596,0.8212504726586454,0.0005872606490673704,"{'val_rmse_mean': 0.7170528173446655, 'val_mae_mean': 0.5677315592765808, 'val_r2_mean': -0.4282621145248413, 'val_rmse_target_0': 0.7170528173446655, 'val_mae_target_0': 0.5677315592765808, 'val_r2_target_0': -0.4282621145248413}",COMPLETE
12,0.2278912091450938,2026-02-02 23:35:17.770105,2026-02-02 23:35:44.118684,0 days 00:00:26.348579,mean,0.00010541958677526056,0.7066846434408367,0.0006381923379994213,"{'val_rmse_mean': 0.6936364769935608, 'val_mae_mean': 0.5449326038360596, 'val_r2_mean': -0.5000171661376953, 'val_rmse_target_0': 0.6936364769935608, 'val_mae_target_0': 0.5449326038360596, 'val_r2_target_0': -0.5000171661376953}",COMPLETE
13,0.22222922611157023,2026-02-02 23:35:44.233609,2026-02-02 23:36:10.150659,0 days 00:00:25.917050,mean,0.00010155050659678778,0.6817277120496275,0.0012953668041072854,"{'val_rmse_mean': 0.6993648409843445, 'val_mae_mean': 0.5497456789016724, 'val_r2_mean': 0.0171242356300354, 'val_rmse_target_0': 0.6993648409843445, 'val_mae_target_0': 0.5497456789016724, 'val_r2_target_0': 0.0171242356300354}",COMPLETE
14,0.24085048233738,2026-02-02 23:36:10.263655,2026-02-02 23:36:36.309936,0 days 00:00:26.046281,mean,0.0010931820254384548,0.3693224947136441,0.0013302999611101774,"{'val_rmse_mean': 0.7297283411026001, 'val_mae_mean': 0.5390238165855408, 'val_r2_mean': -0.17530465126037598, 'val_rmse_target_0': 0.7297283411026001, 'val_mae_target_0': 0.5390238165855408, 'val_r2_target_0': -0.17530465126037598}",COMPLETE
15,0.2193345355939258,2026-02-02 23:36:36.423955,2026-02-02 23:37:01.532376,0 days 00:00:25.108421,mean,0.40122468770494346,0.10199038955188808,0.002222989131089955,"{'val_rmse_mean': 0.6850593090057373, 'val_mae_mean': 0.5535546541213989, 'val_r2_mean': 0.28474462032318115, 'val_rmse_target_0': 0.6850593090057373, 'val_mae_target_0': 0.5535546541213989, 'val_r2_target_0': 0.28474462032318115}",COMPLETE
16,0.27151946393024884,2026-02-02 23:37:01.647587,2026-02-02 23:37:27.436447,0 days 00:00:25.788860,mean,0.9161422717785922,0.11574071387033207,0.002963205412249207,"{'val_rmse_mean': 0.7852138876914978, 'val_mae_mean': 0.6153507232666016, 'val_r2_mean': 0.18252408504486084, 'val_rmse_target_0': 0.7852138876914978, 'val_mae_target_0': 0.6153507232666016, 'val_r2_target_0': 0.18252408504486084}",COMPLETE
17,0.23470228992125527,2026-02-02 23:37:27.551160,2026-02-02 23:37:54.412896,0 days 00:00:26.861736,mean,0.20348544489946863,0.2814066635933045,0.0020106786607793177,"{'val_rmse_mean': 0.7469179034233093, 'val_mae_mean': 0.5356433391571045, 'val_r2_mean': 0.010499715805053711, 'val_rmse_target_0': 0.7469179034233093, 'val_mae_target_0': 0.5356433391571045, 'val_r2_target_0': 0.010499715805053711}",COMPLETE
