number,value,datetime_start,datetime_complete,duration,params_aggregation,params_lr,params_weight_decay,user_attrs_val_metrics,state
0,0.373697640305316,2026-01-30 16:28:04.709463,2026-01-30 16:28:13.266055,0 days 00:00:08.556592,mean,0.0004198922918829878,1.3307154145444963e-06,"{'val_rmse_mean': 0.9660771489143372, 'val_mae_mean': 0.7150294780731201, 'val_r2_mean': -20.32059097290039, 'val_rmse_target_0': 0.952893853187561, 'val_mae_target_0': 0.6108149290084839, 'val_r2_target_0': -22.174619674682617, 'val_rmse_target_1': 0.9709720611572266, 'val_mae_target_1': 0.7394616007804871, 'val_r2_target_1': -17.674964904785156, 'val_rmse_target_2': 0.9373272657394409, 'val_mae_target_2': 0.8043278455734253, 'val_r2_target_2': -13.706099510192871, 'val_rmse_target_3': 1.0031154155731201, 'val_mae_target_3': 0.7055133581161499, 'val_r2_target_3': -27.7266845703125}",COMPLETE
1,0.4056131559665556,2026-01-30 16:28:13.352070,2026-01-30 16:28:22.727542,0 days 00:00:09.375472,attention,0.00015885028288840117,0.003043990430365907,"{'val_rmse_mean': 1.039676547050476, 'val_mae_mean': 0.7676877975463867, 'val_r2_mean': -20.560707092285156, 'val_rmse_target_0': 1.0350514650344849, 'val_mae_target_0': 0.7196196913719177, 'val_r2_target_0': -12.876667022705078, 'val_rmse_target_1': 1.0739376544952393, 'val_mae_target_1': 0.7460383772850037, 'val_r2_target_1': -25.05852508544922, 'val_rmse_target_2': 0.9785703420639038, 'val_mae_target_2': 0.8493599891662598, 'val_r2_target_2': -13.925748825073242, 'val_rmse_target_3': 1.0711463689804077, 'val_mae_target_3': 0.7557329535484314, 'val_r2_target_3': -30.38188934326172}",COMPLETE
2,0.39928228518477193,2026-01-30 16:28:22.803328,2026-01-30 16:28:31.283438,0 days 00:00:08.480110,mean,0.0050062787905517485,0.001212058870492228,"{'val_rmse_mean': 0.9825231432914734, 'val_mae_mean': 0.7457654476165771, 'val_r2_mean': -2.182314157485962, 'val_rmse_target_0': 0.9334789514541626, 'val_mae_target_0': 0.6358460187911987, 'val_r2_target_0': -2.6316967010498047, 'val_rmse_target_1': 1.069676399230957, 'val_mae_target_1': 0.7537951469421387, 'val_r2_target_1': -2.623873710632324, 'val_rmse_target_2': 0.9467849135398865, 'val_mae_target_2': 0.804901659488678, 'val_r2_target_2': -1.2784819602966309, 'val_rmse_target_3': 0.9801523089408875, 'val_mae_target_3': 0.7885189056396484, 'val_r2_target_3': -2.1952054500579834}",COMPLETE
3,0.38808879090680015,2026-01-30 16:28:31.362990,2026-01-30 16:28:41.030844,0 days 00:00:09.667854,attention,0.0015307045839160563,0.00023834457549517892,"{'val_rmse_mean': 0.9881196022033691, 'val_mae_mean': 0.7407194375991821, 'val_r2_mean': -6.957924842834473, 'val_rmse_target_0': 1.014487862586975, 'val_mae_target_0': 0.6679717302322388, 'val_r2_target_0': -8.306215286254883, 'val_rmse_target_1': 0.9371984601020813, 'val_mae_target_1': 0.6774920225143433, 'val_r2_target_1': -8.359207153320312, 'val_rmse_target_2': 0.9287599325180054, 'val_mae_target_2': 0.7922942042350769, 'val_r2_target_2': -1.892704725265503, 'val_rmse_target_3': 1.0720319747924805, 'val_mae_target_3': 0.82511967420578, 'val_r2_target_3': -9.273568153381348}",COMPLETE
4,0.3759928765810198,2026-01-30 16:28:41.114541,2026-01-30 16:28:50.359921,0 days 00:00:09.245380,attention,0.0004229916216260705,3.92673166112022e-05,"{'val_rmse_mean': 0.9787020087242126, 'val_mae_mean': 0.7153432369232178, 'val_r2_mean': -19.358030319213867, 'val_rmse_target_0': 1.029486060142517, 'val_mae_target_0': 0.68154376745224, 'val_r2_target_0': -11.464750289916992, 'val_rmse_target_1': 0.941606342792511, 'val_mae_target_1': 0.6985924243927002, 'val_r2_target_1': -25.35283851623535, 'val_rmse_target_2': 0.9189684987068176, 'val_mae_target_2': 0.7646844387054443, 'val_r2_target_2': -12.64588451385498, 'val_rmse_target_3': 1.0247471332550049, 'val_mae_target_3': 0.7165523171424866, 'val_r2_target_3': -27.968643188476562}",COMPLETE
5,0.39024422379831475,2026-01-30 16:28:50.443889,2026-01-30 16:28:59.290273,0 days 00:00:08.846384,mean,0.0005395844984989234,2.4006428263165384e-06,"{'val_rmse_mean': 0.9922086596488953, 'val_mae_mean': 0.739392876625061, 'val_r2_mean': -20.223880767822266, 'val_rmse_target_0': 0.9600295424461365, 'val_mae_target_0': 0.6292405724525452, 'val_r2_target_0': -18.285663604736328, 'val_rmse_target_1': 0.9916408061981201, 'val_mae_target_1': 0.727336049079895, 'val_r2_target_1': -29.161081314086914, 'val_rmse_target_2': 1.003461480140686, 'val_mae_target_2': 0.8958727717399597, 'val_r2_target_2': -15.29139518737793, 'val_rmse_target_3': 1.013702630996704, 'val_mae_target_3': 0.7051221132278442, 'val_r2_target_3': -18.157394409179688}",COMPLETE
6,0.4060626396978343,2026-01-30 16:28:59.366629,2026-01-30 16:29:08.104674,0 days 00:00:08.738045,mean,0.00013972256344178818,0.004364987716274878,"{'val_rmse_mean': 1.029867172241211, 'val_mae_mean': 0.7590548992156982, 'val_r2_mean': -30.7161808013916, 'val_rmse_target_0': 1.021665334701538, 'val_mae_target_0': 0.6617028117179871, 'val_r2_target_0': -25.45819664001465, 'val_rmse_target_1': 1.0502463579177856, 'val_mae_target_1': 0.7325745224952698, 'val_r2_target_1': -33.64986038208008, 'val_rmse_target_2': 1.0273387432098389, 'val_mae_target_2': 0.8900847434997559, 'val_r2_target_2': -21.248340606689453, 'val_rmse_target_3': 1.0202183723449707, 'val_mae_target_3': 0.7518575191497803, 'val_r2_target_3': -42.508323669433594}",COMPLETE
7,0.377074267577242,2026-01-30 16:29:08.185555,2026-01-30 16:29:17.456101,0 days 00:00:09.270546,attention,0.00041497649111855506,1.2465481643500004e-06,"{'val_rmse_mean': 0.9919644594192505, 'val_mae_mean': 0.722751796245575, 'val_r2_mean': -16.005022048950195, 'val_rmse_target_0': 1.0951076745986938, 'val_mae_target_0': 0.6960337162017822, 'val_r2_target_0': -16.841815948486328, 'val_rmse_target_1': 0.8894112706184387, 'val_mae_target_1': 0.6269656419754028, 'val_r2_target_1': -8.50602912902832, 'val_rmse_target_2': 1.0104124546051025, 'val_mae_target_2': 0.8559123277664185, 'val_r2_target_2': -21.009235382080078, 'val_rmse_target_3': 0.9729264378547668, 'val_mae_target_3': 0.7120954990386963, 'val_r2_target_3': -17.66299819946289}",COMPLETE
8,0.37995774188527354,2026-01-30 16:29:17.542331,2026-01-30 16:29:27.044205,0 days 00:00:09.501874,attention,0.0004602668002460082,0.0031856057100551065,"{'val_rmse_mean': 0.9826443195343018, 'val_mae_mean': 0.7194831967353821, 'val_r2_mean': -17.969036102294922, 'val_rmse_target_0': 0.9868888854980469, 'val_mae_target_0': 0.6591961979866028, 'val_r2_target_0': -13.13707447052002, 'val_rmse_target_1': 0.9965444803237915, 'val_mae_target_1': 0.7012900710105896, 'val_r2_target_1': -28.661785125732422, 'val_rmse_target_2': 0.95287024974823, 'val_mae_target_2': 0.7896555662155151, 'val_r2_target_2': -14.50399398803711, 'val_rmse_target_3': 0.9942735433578491, 'val_mae_target_3': 0.7277911305427551, 'val_r2_target_3': -15.573287963867188}",COMPLETE
9,0.3724486298031277,2026-01-30 16:29:27.123967,2026-01-30 16:29:35.972134,0 days 00:00:08.848167,mean,0.0017178581617557128,1.173264894547139e-06,"{'val_rmse_mean': 0.9562022686004639, 'val_mae_mean': 0.7214094996452332, 'val_r2_mean': -7.834188938140869, 'val_rmse_target_0': 0.9719988703727722, 'val_mae_target_0': 0.6614830493927002, 'val_r2_target_0': -7.5887250900268555, 'val_rmse_target_1': 0.9376744031906128, 'val_mae_target_1': 0.6958919763565063, 'val_r2_target_1': -6.724020481109619, 'val_rmse_target_2': 0.9145036935806274, 'val_mae_target_2': 0.821740984916687, 'val_r2_target_2': -3.068448066711426, 'val_rmse_target_3': 1.0006321668624878, 'val_mae_target_3': 0.7065219283103943, 'val_r2_target_3': -13.955561637878418}",COMPLETE
