,mean_weight
0,0.07146747
1,0.046769585
2,0.09855226
3,0.02578723
4,0.018654598
5,0.07768591
6,0.06830302
7,0.05465781
8,0.07552258
9,0.073311925
10,0.025261352
11,0.031891916
12,0.01724082
13,0.09005584
14,0.02520553
15,0.037834894
16,0.04476376
17,0.041492082
18,0.046814628
19,0.028726805
