,mean_weight
0,0.041938927
1,0.07316914
2,0.029515015
3,0.039777618
4,0.07656815
5,0.03795914
6,0.038663246
7,0.042267445
8,0.032346465
9,0.072275884
10,0.020459294
11,0.03268236
12,0.052978896
13,0.022104507
14,0.064126715
15,0.0852056
16,0.10669899
17,0.052676026
18,0.038346656
19,0.04023999
