number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_lstm,params_dropout_path,params_dropout_reg,params_lr,params_lstm_hidden_dim,params_lstm_layers,params_path_aggregation,params_path_dim,params_regressor_dim,params_weight_decay,user_attrs_val_metrics,state
0,0.37689057196042053,2026-01-30 15:58:16.267277,2026-01-30 15:58:30.895860,0 days 00:00:14.628583,16,False,0.17636316943070054,0.26227524834259713,0.32605498049199,0.0001527104396895104,32,2,static,16,256,0.00017751583988182964,"{'val_rmse_mean': 1.0032377243041992, 'val_mae_mean': 0.7095606327056885, 'val_r2_mean': -82.20967864990234, 'val_rmse_target_0': 1.0349469184875488, 'val_mae_target_0': 0.6481296420097351, 'val_r2_target_0': -87.78738403320312, 'val_rmse_target_1': 1.030614972114563, 'val_mae_target_1': 0.6980994343757629, 'val_r2_target_1': -95.40708923339844, 'val_rmse_target_2': 0.9086931347846985, 'val_mae_target_2': 0.7710909843444824, 'val_r2_target_2': -31.160991668701172, 'val_rmse_target_3': 1.038696050643921, 'val_mae_target_3': 0.7209224700927734, 'val_r2_target_3': -114.48326110839844}",COMPLETE
1,0.3580394798406848,2026-01-30 15:58:30.976474,2026-01-30 15:58:45.341449,0 days 00:00:14.364975,16,False,0.24133276471172085,0.3744902487621226,0.2916672098530977,0.00045030676570019084,8,2,static,8,256,0.0005585537035138849,"{'val_rmse_mean': 0.9647586345672607, 'val_mae_mean': 0.6925624012947083, 'val_r2_mean': -26.636451721191406, 'val_rmse_target_0': 1.0454269647598267, 'val_mae_target_0': 0.6608979105949402, 'val_r2_target_0': -49.701438903808594, 'val_rmse_target_1': 0.9617770314216614, 'val_mae_target_1': 0.65528404712677, 'val_r2_target_1': -14.998518943786621, 'val_rmse_target_2': 0.8057363629341125, 'val_mae_target_2': 0.6949390172958374, 'val_r2_target_2': -2.797661066055298, 'val_rmse_target_3': 1.046094298362732, 'val_mae_target_3': 0.7591288089752197, 'val_r2_target_3': -39.048187255859375}",COMPLETE
2,0.3535265318221516,2026-01-30 15:58:45.415515,2026-01-30 15:58:59.480161,0 days 00:00:14.064646,16,False,0.15663447768431824,0.34198123312598827,0.2414673178585319,0.0002425189917134585,8,2,static,8,512,6.327474259851612e-05,"{'val_rmse_mean': 0.9557287693023682, 'val_mae_mean': 0.6921458840370178, 'val_r2_mean': -25.514928817749023, 'val_rmse_target_0': 1.035654067993164, 'val_mae_target_0': 0.6536273956298828, 'val_r2_target_0': -45.066402435302734, 'val_rmse_target_1': 0.950883150100708, 'val_mae_target_1': 0.6648384928703308, 'val_r2_target_1': -13.228928565979004, 'val_rmse_target_2': 0.7930359244346619, 'val_mae_target_2': 0.6986095905303955, 'val_r2_target_2': -2.44832444190979, 'val_rmse_target_3': 1.0433419942855835, 'val_mae_target_3': 0.7515080571174622, 'val_r2_target_3': -41.31604766845703}",COMPLETE
3,0.37186926299775086,2026-01-30 15:58:59.562497,2026-01-30 15:59:13.328649,0 days 00:00:13.766152,16,False,0.15292525233970378,0.3822095866401918,0.37322598956555914,0.00040116457610631,8,2,static,8,128,7.549748617850097e-05,"{'val_rmse_mean': 0.9865981936454773, 'val_mae_mean': 0.7104378938674927, 'val_r2_mean': -63.728309631347656, 'val_rmse_target_0': 1.0188628435134888, 'val_mae_target_0': 0.6431751847267151, 'val_r2_target_0': -72.12681579589844, 'val_rmse_target_1': 0.9695034027099609, 'val_mae_target_1': 0.6691548824310303, 'val_r2_target_1': -36.559043884277344, 'val_rmse_target_2': 0.9075526595115662, 'val_mae_target_2': 0.7870471477508545, 'val_r2_target_2': -18.814878463745117, 'val_rmse_target_3': 1.050473928451538, 'val_mae_target_3': 0.7423744201660156, 'val_r2_target_3': -127.41249084472656}",COMPLETE
4,0.38236167233575274,2026-01-30 15:59:13.413108,2026-01-30 15:59:27.376767,0 days 00:00:13.963659,16,False,0.13558443830469383,0.30403833690238463,0.3007466637435997,0.00015146571484508722,16,2,static,16,128,0.00018553063158229085,"{'val_rmse_mean': 0.9962996244430542, 'val_mae_mean': 0.7249190807342529, 'val_r2_mean': -88.94642639160156, 'val_rmse_target_0': 0.9829025268554688, 'val_mae_target_0': 0.6317319273948669, 'val_r2_target_0': -123.06404113769531, 'val_rmse_target_1': 0.9903218746185303, 'val_mae_target_1': 0.7031772136688232, 'val_r2_target_1': -81.20297241210938, 'val_rmse_target_2': 0.9586724042892456, 'val_mae_target_2': 0.82376629114151, 'val_r2_target_2': -53.985206604003906, 'val_rmse_target_3': 1.0533019304275513, 'val_mae_target_3': 0.7410008907318115, 'val_r2_target_3': -97.533447265625}",COMPLETE
5,0.35728469656573403,2026-01-30 15:59:27.460697,2026-01-30 15:59:41.679584,0 days 00:00:14.218887,16,False,0.28649804991077066,0.24755524053544042,0.29660213641283195,0.0002699258104838026,8,2,static,8,512,0.0002041915256019827,"{'val_rmse_mean': 0.9605920314788818, 'val_mae_mean': 0.6990960836410522, 'val_r2_mean': -24.46642303466797, 'val_rmse_target_0': 1.0372949838638306, 'val_mae_target_0': 0.6605011820793152, 'val_r2_target_0': -40.976802825927734, 'val_rmse_target_1': 0.9497554898262024, 'val_mae_target_1': 0.6607807278633118, 'val_r2_target_1': -13.637922286987305, 'val_rmse_target_2': 0.8083174228668213, 'val_mae_target_2': 0.719784677028656, 'val_r2_target_2': -2.580559730529785, 'val_rmse_target_3': 1.0470000505447388, 'val_mae_target_3': 0.7553175687789917, 'val_r2_target_3': -40.6703987121582}",COMPLETE
6,0.3848032225613241,2026-01-30 15:59:41.756833,2026-01-30 15:59:55.279758,0 days 00:00:13.522925,16,False,0.15676651256038762,0.3233553193542975,0.2619947108844186,0.00010530141368162589,8,2,static,8,128,0.006400861558521036,"{'val_rmse_mean': 1.0063272714614868, 'val_mae_mean': 0.7263668179512024, 'val_r2_mean': -118.76048278808594, 'val_rmse_target_0': 1.0261683464050293, 'val_mae_target_0': 0.6636865139007568, 'val_r2_target_0': -182.54600524902344, 'val_rmse_target_1': 1.007623553276062, 'val_mae_target_1': 0.6841163635253906, 'val_r2_target_1': -82.82723999023438, 'val_rmse_target_2': 0.9865251183509827, 'val_mae_target_2': 0.8366204500198364, 'val_r2_target_2': -87.3593978881836, 'val_rmse_target_3': 1.004991888999939, 'val_mae_target_3': 0.7210438847541809, 'val_r2_target_3': -122.30924224853516}",COMPLETE
7,0.3697912430873624,2026-01-30 15:59:55.351335,2026-01-30 16:00:09.970939,0 days 00:00:14.619604,16,False,0.154624849010526,0.33672833348930514,0.39305746148553733,0.00016682835794051183,16,2,static,16,512,0.0029226567279958325,"{'val_rmse_mean': 0.9886336326599121, 'val_mae_mean': 0.7009464502334595, 'val_r2_mean': -80.54283142089844, 'val_rmse_target_0': 1.0393332242965698, 'val_mae_target_0': 0.6381720304489136, 'val_r2_target_0': -151.86997985839844, 'val_rmse_target_1': 0.9902100563049316, 'val_mae_target_1': 0.6814335584640503, 'val_r2_target_1': -47.97507095336914, 'val_rmse_target_2': 0.8840534687042236, 'val_mae_target_2': 0.753578245639801, 'val_r2_target_2': -12.897659301757812, 'val_rmse_target_3': 1.0409375429153442, 'val_mae_target_3': 0.7306019067764282, 'val_r2_target_3': -109.42862701416016}",COMPLETE
8,0.37547101439149294,2026-01-30 16:00:10.056220,2026-01-30 16:00:24.161830,0 days 00:00:14.105610,16,False,0.2383700676533856,0.3630067963492786,0.23802778856516438,0.00011567481043839327,16,2,static,8,128,5.5486935100025844e-05,"{'val_rmse_mean': 0.9924394488334656, 'val_mae_mean': 0.7123939394950867, 'val_r2_mean': -61.5954475402832, 'val_rmse_target_0': 0.9974852800369263, 'val_mae_target_0': 0.6224846839904785, 'val_r2_target_0': -77.91947937011719, 'val_rmse_target_1': 1.0288212299346924, 'val_mae_target_1': 0.7174486517906189, 'val_r2_target_1': -61.718971252441406, 'val_rmse_target_2': 0.9373617768287659, 'val_mae_target_2': 0.8026008009910583, 'val_r2_target_2': -27.56418800354004, 'val_rmse_target_3': 1.006089448928833, 'val_mae_target_3': 0.7070414423942566, 'val_r2_target_3': -79.17914581298828}",COMPLETE
9,0.38273119153799834,2026-01-30 16:00:24.243873,2026-01-30 16:00:38.465771,0 days 00:00:14.221898,16,False,0.24195800207397092,0.3822387573625128,0.25249988363890113,7.506476852788707e-05,16,2,static,16,128,0.009966710227219504,"{'val_rmse_mean': 0.9959847927093506, 'val_mae_mean': 0.7287597060203552, 'val_r2_mean': -92.41178131103516, 'val_rmse_target_0': 0.9921444654464722, 'val_mae_target_0': 0.6302041411399841, 'val_r2_target_0': -168.61715698242188, 'val_rmse_target_1': 1.042710542678833, 'val_mae_target_1': 0.7573511600494385, 'val_r2_target_1': -85.85708618164062, 'val_rmse_target_2': 0.9531850218772888, 'val_mae_target_2': 0.8183461427688599, 'val_r2_target_2': -58.36981201171875, 'val_rmse_target_3': 0.9958992004394531, 'val_mae_target_3': 0.7091372013092041, 'val_r2_target_3': -56.803035736083984}",COMPLETE
10,0.38705074235245035,2026-01-30 16:00:38.542069,2026-01-30 16:00:52.705719,0 days 00:00:14.163650,16,False,0.10754038460738657,0.20402578950259193,0.21844098590294292,5.016768971988974e-05,32,2,static,8,512,1.0898000666848981e-05,"{'val_rmse_mean': 0.9978833198547363, 'val_mae_mean': 0.7337844371795654, 'val_r2_mean': -74.24632263183594, 'val_rmse_target_0': 0.9915937185287476, 'val_mae_target_0': 0.6533257365226746, 'val_r2_target_0': -74.84622192382812, 'val_rmse_target_1': 0.9950595498085022, 'val_mae_target_1': 0.7249016761779785, 'val_r2_target_1': -75.71512603759766, 'val_rmse_target_2': 1.0028884410858154, 'val_mae_target_2': 0.8596802949905396, 'val_r2_target_2': -71.78823852539062, 'val_rmse_target_3': 1.0019913911819458, 'val_mae_target_3': 0.6972298622131348, 'val_r2_target_3': -74.6357192993164}",COMPLETE
11,0.35652811852870164,2026-01-30 16:00:52.788940,2026-01-30 16:01:06.733719,0 days 00:00:13.944779,16,False,0.2863256458459154,0.25776799849261284,0.3296970431088209,0.00026673448119569047,8,2,static,8,512,0.0006008794963089175,"{'val_rmse_mean': 0.9633196592330933, 'val_mae_mean': 0.69698166847229, 'val_r2_mean': -27.711307525634766, 'val_rmse_target_0': 1.024181604385376, 'val_mae_target_0': 0.6476898193359375, 'val_r2_target_0': -52.363162994384766, 'val_rmse_target_1': 0.9828932881355286, 'val_mae_target_1': 0.6826350688934326, 'val_r2_target_1': -13.598453521728516, 'val_rmse_target_2': 0.8005967736244202, 'val_mae_target_2': 0.7077551484107971, 'val_r2_target_2': -2.448237895965576, 'val_rmse_target_3': 1.0456069707870483, 'val_mae_target_3': 0.7498466968536377, 'val_r2_target_3': -42.435386657714844}",COMPLETE
12,0.35522007831820734,2026-01-30 16:01:06.808476,2026-01-30 16:01:20.213477,0 days 00:00:13.405001,16,False,0.20228317020190054,0.274321564950375,0.34797493639404403,0.0002869374662820199,8,2,static,8,512,0.0009582150108827704,"{'val_rmse_mean': 0.9577255249023438, 'val_mae_mean': 0.6946920156478882, 'val_r2_mean': -23.37093734741211, 'val_rmse_target_0': 1.0359582901000977, 'val_mae_target_0': 0.6660237312316895, 'val_r2_target_0': -45.07587814331055, 'val_rmse_target_1': 0.9533420205116272, 'val_mae_target_1': 0.6589813828468323, 'val_r2_target_1': -13.947442054748535, 'val_rmse_target_2': 0.7771685123443604, 'val_mae_target_2': 0.6785708069801331, 'val_r2_target_2': -2.0471794605255127, 'val_rmse_target_3': 1.064433217048645, 'val_mae_target_3': 0.7751923203468323, 'val_r2_target_3': -32.413246154785156}",COMPLETE
