,mean_weight
0,0.04980548
1,0.049563177
2,0.049581442
3,0.049560066
4,0.049847115
5,0.05045151
6,0.049858637
7,0.049746085
8,0.0503892
9,0.050585106
10,0.050431486
11,0.049792964
12,0.050269864
13,0.05014427
14,0.05047177
15,0.049616612
16,0.04993321
17,0.049841005
18,0.050488364
19,0.049622625
