,mean_weight
0,0.02461643
1,0.02145843
2,0.025141058
3,0.115606874
4,0.029322118
5,0.018524868
6,0.038347982
7,0.020795058
8,0.07495881
9,0.035217937
10,0.12979205
11,0.04359318
12,0.12769115
13,0.11257047
14,0.029431242
15,0.034463152
16,0.019986315
17,0.0478722
18,0.03288869
19,0.01772196
