,mean_weight
0,0.05007133
1,0.04981824
2,0.0502511
3,0.05002343
4,0.04972921
5,0.049884867
6,0.049937926
7,0.049892295
8,0.049947847
9,0.049933713
10,0.05029727
11,0.049820337
12,0.050022367
13,0.05009202
14,0.049845565
15,0.050000485
16,0.05011869
17,0.050263345
18,0.050048422
19,0.050001517
