,mean_weight
0,0.039499253
1,0.06683861
2,0.07817016
3,0.064017445
4,0.052159708
5,0.06433508
6,0.019774985
7,0.034280203
8,0.06839889
9,0.04065271
10,0.052454486
11,0.09422665
12,0.026299369
13,0.020821419
14,0.052977245
15,0.042525377
16,0.019812109
17,0.029309496
18,0.054871667
19,0.07857508
