,mean_weight
0,0.047663677
1,0.05030632
2,0.050510056
3,0.048483007
4,0.049267113
5,0.05069713
6,0.053105146
7,0.052331436
8,0.050149478
9,0.050506666
10,0.051059786
11,0.047445845
12,0.0486116
13,0.04790074
14,0.049088813
15,0.05058669
16,0.0505747
17,0.049610805
18,0.051519684
19,0.050581343
